Actual ICU	Estimated ICU	Counts
0.112	0.1	250
0.16842105263157894	0.2	95
0.21621621621621623	0.3	37
0.25	0.4	4
1.0	0.5	3
1.0	0.6	1
0.06840390879478828	0.0	307
0.12133891213389121	0.1	239
0.13186813186813187	0.2	91
0.2777777777777778	0.3	36
0.0	0.4	4
1.0	0.5	2
1.0	0.6	1
0.05921052631578947	0.0	304
0.11904761904761904	0.1	252
0.14473684210526316	0.2	76
0.2857142857142857	0.3	35
0.2222222222222222	0.4	9
1.0	0.5	3
1.0	0.6	1
0.0627062706270627	0.0	303
0.10699588477366255	0.1	243
0.17204301075268819	0.2	93
0.30303030303030304	0.3	33
0.2	0.4	5
1.0	0.5	3
0.0798611111111111	0.0	288
0.09465020576131687	0.1	243
0.14563106796116504	0.2	103
0.2702702702702703	0.3	37
0.16666666666666666	0.4	6
1.0	0.5	2
1.0	0.6	1
0.07553956834532374	0.0	278
0.10526315789473684	0.1	247
0.11538461538461539	0.2	104
0.28205128205128205	0.3	39
0.25	0.4	8
0.6666666666666666	0.5	3
1.0	0.6	1
0.06666666666666667	0.0	300
0.11646586345381527	0.1	249
0.1276595744680851	0.2	94
0.3333333333333333	0.3	27
0.2857142857142857	0.4	7
1.0	0.5	3
0.05787781350482315	0.0	311
0.13135593220338984	0.1	236
0.11956521739130435	0.2	92
0.3333333333333333	0.3	30
0.2	0.4	5
0.6	0.5	5
1.0	0.6	1
0.05730659025787966	0.0	349
0.13636363636363635	0.1	220
0.16216216216216217	0.2	74
0.32142857142857145	0.3	28
0.0	0.4	4
0.8	0.5	5
0.0664451827242525	0.0	301
0.108	0.1	250
0.15217391304347827	0.2	92
0.37037037037037035	0.3	27
0.0	0.4	5
0.75	0.5	4
1.0	0.6	1
0.07246376811594203	0.0	276
0.10040160642570281	0.1	249
0.1346153846153846	0.2	104
0.2631578947368421	0.3	38
0.14285714285714285	0.4	7
0.75	0.5	4
1.0	0.6	2
0.06643356643356643	0.0	286
0.0963855421686747	0.1	249
0.18446601941747573	0.2	103
0.16666666666666666	0.3	30
0.625	0.4	8
1.0	0.5	1
0.6666666666666666	0.6	3
0.0728476821192053	0.0	302
0.0954356846473029	0.1	241
0.16129032258064516	0.2	93
0.25	0.3	36
0.8	0.4	5
0.6666666666666666	0.5	3
0.0763888888888889	0.0	288
0.10245901639344263	0.1	244
0.13636363636363635	0.2	110
0.26666666666666666	0.3	30
0.5	0.4	6
1.0	0.5	2
0.05825242718446602	0.0	309
0.1322314049586777	0.1	242
0.13095238095238096	0.2	84
0.23529411764705882	0.3	34
0.25	0.4	4
0.6666666666666666	0.5	6
1.0	0.6	1
0.056074766355140186	0.0	321
0.14583333333333334	0.1	240
0.09523809523809523	0.2	84
0.34782608695652173	0.3	23
0.375	0.4	8
0.5	0.5	2
1.0	0.6	2
0.07590759075907591	0.0	303
0.08906882591093117	0.1	247
0.2413793103448276	0.2	87
0.0967741935483871	0.3	31
0.375	0.4	8
0.6666666666666666	0.5	3
1.0	0.6	1
0.0576271186440678	0.0	295
0.1141732283464567	0.1	254
0.16279069767441862	0.2	86
0.29411764705882354	0.3	34
0.3333333333333333	0.4	6
0.5	0.5	4
1.0	0.6	1
0.08362369337979095	0.0	287
0.09163346613545817	0.1	251
0.15151515151515152	0.2	99
0.2647058823529412	0.3	34
0.25	0.4	4
0.5	0.5	4
1.0	0.6	1
0.07829181494661921	0.0	281
0.0995850622406639	0.1	241
0.1262135922330097	0.2	103
0.2558139534883721	0.3	43
0.2222222222222222	0.4	9
1.0	0.5	3
0.08304498269896193	0.0	289
0.09411764705882353	0.1	255
0.17708333333333334	0.2	96
0.15625	0.3	32
0.5	0.4	4
0.6666666666666666	0.5	3
1.0	0.6	1
0.07023411371237458	0.0	299
0.12295081967213115	0.1	244
0.10526315789473684	0.2	95
0.29411764705882354	0.3	34
0.2	0.4	5
1.0	0.5	2
1.0	0.6	1
0.07457627118644068	0.0	295
0.0992063492063492	0.1	252
0.14444444444444443	0.2	90
0.25	0.3	32
0.5	0.4	6
0.6666666666666666	0.5	3
1.0	0.6	2
0.06666666666666667	0.0	285
0.11336032388663968	0.1	247
0.16037735849056603	0.2	106
0.16129032258064516	0.3	31
0.4444444444444444	0.4	9
1.0	0.5	1
1.0	0.6	1
0.06802721088435375	0.0	294
0.11618257261410789	0.1	241
0.12244897959183673	0.2	98
0.2571428571428571	0.3	35
0.375	0.4	8
0.75	0.5	4
0.06825938566552901	0.0	293
0.10434782608695652	0.1	230
0.16346153846153846	0.2	104
0.23255813953488372	0.3	43
0.0	0.4	6
1.0	0.5	3
1.0	0.6	1
0.07	0.0	300
0.0963855421686747	0.1	249
0.16279069767441862	0.2	86
0.30303030303030304	0.3	33
0.2857142857142857	0.4	7
0.6666666666666666	0.5	3
1.0	0.6	2
0.06620209059233449	0.0	287
0.10569105691056911	0.1	246
0.17647058823529413	0.2	102
0.2	0.3	35
0.16666666666666666	0.4	6
1.0	0.5	4
0.05723905723905724	0.0	297
0.1134453781512605	0.1	238
0.17708333333333334	0.2	96
0.23684210526315788	0.3	38
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.055900621118012424	0.0	322
0.12334801762114538	0.1	227
0.2087912087912088	0.2	91
0.16666666666666666	0.3	30
0.2857142857142857	0.4	7
1.0	0.5	2
1.0	0.6	1
0.06329113924050633	0.0	316
0.13675213675213677	0.1	234
0.09782608695652174	0.2	92
0.3103448275862069	0.3	29
0.2	0.4	5
1.0	0.5	4
0.06918238993710692	0.0	318
0.10212765957446808	0.1	235
0.18518518518518517	0.2	81
0.2702702702702703	0.3	37
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
0.06944444444444445	0.0	288
0.10843373493975904	0.1	249
0.16483516483516483	0.2	91
0.14634146341463414	0.3	41
0.4	0.4	5
0.8	0.5	5
1.0	0.6	1
0.06209150326797386	0.0	306
0.10970464135021098	0.1	237
0.17708333333333334	0.2	96
0.27586206896551724	0.3	29
0.3	0.4	10
1.0	0.5	2
0.0738255033557047	0.0	298
0.09565217391304348	0.1	230
0.16981132075471697	0.2	106
0.2571428571428571	0.3	35
0.2222222222222222	0.4	9
1.0	0.5	2
0.0625	0.0	304
0.12653061224489795	0.1	245
0.13043478260869565	0.2	92
0.25806451612903225	0.3	31
0.7142857142857143	0.4	7
0.0	0.5	1
0.05970149253731343	0.0	268
0.11583011583011583	0.1	259
0.17	0.2	100
0.14634146341463414	0.3	41
0.3333333333333333	0.4	9
1.0	0.5	2
1.0	0.6	1
0.06597222222222222	0.0	288
0.10441767068273092	0.1	249
0.17	0.2	100
0.21875	0.3	32
0.5	0.4	6
0.3333333333333333	0.5	3
1.0	0.6	2
0.06796116504854369	0.0	309
0.1038961038961039	0.1	231
0.16129032258064516	0.2	93
0.24324324324324326	0.3	37
0.3333333333333333	0.4	6
1.0	0.5	3
1.0	0.6	1
0.07094594594594594	0.0	296
0.11618257261410789	0.1	241
0.10752688172043011	0.2	93
0.28205128205128205	0.3	39
0.3333333333333333	0.4	9
1.0	0.5	2
0.07119741100323625	0.0	309
0.1059322033898305	0.1	236
0.15476190476190477	0.2	84
0.2564102564102564	0.3	39
0.125	0.4	8
1.0	0.5	3
1.0	0.6	1
0.05821917808219178	0.0	292
0.12033195020746888	0.1	241
0.12962962962962962	0.2	108
0.35714285714285715	0.3	28
0.25	0.4	8
1.0	0.5	2
1.0	0.6	1
0.07668711656441718	0.0	326
0.09913793103448276	0.1	232
0.1927710843373494	0.2	83
0.1935483870967742	0.3	31
0.5	0.4	6
1.0	0.5	2
0.056716417910447764	0.0	335
0.12	0.1	225
0.2125	0.2	80
0.23333333333333334	0.3	30
0.25	0.4	4
0.6666666666666666	0.5	3
0.6666666666666666	0.6	3
0.06349206349206349	0.0	315
0.11688311688311688	0.1	231
0.14285714285714285	0.2	84
0.275	0.3	40
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
1.0	0.6	1
0.07142857142857142	0.0	294
0.10204081632653061	0.1	245
0.16666666666666666	0.2	102
0.24242424242424243	0.3	33
0.3333333333333333	0.4	3
1.0	0.5	3
0.06291390728476821	0.0	302
0.11618257261410789	0.1	241
0.12222222222222222	0.2	90
0.2894736842105263	0.3	38
0.6	0.4	5
0.75	0.5	4
0.06375838926174497	0.0	298
0.10040160642570281	0.1	249
0.18823529411764706	0.2	85
0.2702702702702703	0.3	37
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.0711864406779661	0.0	295
0.10887096774193548	0.1	248
0.15789473684210525	0.2	95
0.2727272727272727	0.3	33
0.14285714285714285	0.4	7
1.0	0.5	1
1.0	0.6	1
0.0625	0.0	320
0.1187214611872146	0.1	219
0.17204301075268819	0.2	93
0.2	0.3	35
0.375	0.4	8
0.6666666666666666	0.5	3
0.5	0.6	2
0.08108108108108109	0.0	333
0.0867579908675799	0.1	219
0.1875	0.2	80
0.2222222222222222	0.3	36
0.2857142857142857	0.4	7
0.6666666666666666	0.5	3
1.0	0.6	2
0.07246376811594203	0.0	276
0.1015625	0.1	256
0.15384615384615385	0.2	104
0.22857142857142856	0.3	35
0.5	0.4	8
1.0	0.5	1
0.05574912891986063	0.0	287
0.11904761904761904	0.1	252
0.15789473684210525	0.2	95
0.23529411764705882	0.3	34
0.2857142857142857	0.4	7
0.6666666666666666	0.5	3
1.0	0.6	2
0.06440677966101695	0.0	295
0.10869565217391304	0.1	230
0.1523809523809524	0.2	105
0.28205128205128205	0.3	39
0.0	0.4	7
1.0	0.5	3
1.0	0.6	1
0.06451612903225806	0.0	279
0.11290322580645161	0.1	248
0.1485148514851485	0.2	101
0.21428571428571427	0.3	42
0.25	0.4	4
0.6666666666666666	0.5	6
0.06930693069306931	0.0	303
0.11403508771929824	0.1	228
0.1388888888888889	0.2	108
0.28125	0.3	32
0.0	0.4	3
0.6	0.5	5
1.0	0.6	1
0.06481481481481481	0.0	324
0.12444444444444444	0.1	225
0.15730337078651685	0.2	89
0.29411764705882354	0.3	34
0.25	0.4	8
0.07092198581560284	0.0	282
0.096	0.1	250
0.16831683168316833	0.2	101
0.2222222222222222	0.3	36
0.375	0.4	8
1.0	0.5	2
1.0	0.6	1
0.06802721088435375	0.0	294
0.09876543209876543	0.1	243
0.17525773195876287	0.2	97
0.24324324324324326	0.3	37
0.5	0.4	8
1.0	0.5	1
0.0625	0.0	288
0.11475409836065574	0.1	244
0.1523809523809524	0.2	105
0.22857142857142856	0.3	35
0.5	0.4	6
1.0	0.5	2
0.07446808510638298	0.0	282
0.1016260162601626	0.1	246
0.16346153846153846	0.2	104
0.2	0.3	35
0.1111111111111111	0.4	9
1.0	0.5	3
1.0	0.6	1
0.059800664451827246	0.0	301
0.11553784860557768	0.1	251
0.16470588235294117	0.2	85
0.28125	0.3	32
0.3333333333333333	0.4	9
1.0	0.5	2
0.06418918918918919	0.0	296
0.1078838174273859	0.1	241
0.1414141414141414	0.2	99
0.3235294117647059	0.3	34
0.2857142857142857	0.4	7
1.0	0.5	2
1.0	0.6	1
0.06597222222222222	0.0	288
0.10743801652892562	0.1	242
0.14	0.2	100
0.3	0.3	40
0.2	0.4	5
0.5	0.5	4
1.0	0.6	1
0.06382978723404255	0.0	282
0.11067193675889328	0.1	253
0.1326530612244898	0.2	98
0.2777777777777778	0.3	36
0.42857142857142855	0.4	7
0.75	0.5	4
0.060498220640569395	0.0	281
0.12295081967213115	0.1	244
0.12871287128712872	0.2	101
0.20930232558139536	0.3	43
0.5	0.4	6
0.6666666666666666	0.5	3
0.5	0.6	2
0.07407407407407407	0.0	297
0.11627906976744186	0.1	258
0.13793103448275862	0.2	87
0.2	0.3	30
0.3333333333333333	0.4	3
0.6666666666666666	0.5	3
1.0	0.6	2
0.05423728813559322	0.0	295
0.1285140562248996	0.1	249
0.1368421052631579	0.2	95
0.28125	0.3	32
0.25	0.4	4
0.75	0.5	4
1.0	0.6	1
0.0695970695970696	0.0	273
0.09716599190283401	0.1	247
0.14953271028037382	0.2	107
0.2631578947368421	0.3	38
0.3	0.4	10
0.6	0.5	5
0.0684931506849315	0.0	292
0.10236220472440945	0.1	254
0.17204301075268819	0.2	93
0.22580645161290322	0.3	31
0.6666666666666666	0.4	6
0.0	0.5	2
1.0	0.6	2
0.0711743772241993	0.0	281
0.09387755102040816	0.1	245
0.16666666666666666	0.2	102
0.20512820512820512	0.3	39
0.42857142857142855	0.4	7
0.6666666666666666	0.5	6
0.05228758169934641	0.0	306
0.124	0.1	250
0.16483516483516483	0.2	91
0.3333333333333333	0.3	24
0.3333333333333333	0.4	6
1.0	0.5	2
1.0	0.6	1
0.06397306397306397	0.0	297
0.11952191235059761	0.1	251
0.12087912087912088	0.2	91
0.26666666666666666	0.3	30
0.6	0.4	5
0.5	0.5	4
1.0	0.6	2
0.07017543859649122	0.0	285
0.10330578512396695	0.1	242
0.1388888888888889	0.2	108
0.2727272727272727	0.3	33
0.375	0.4	8
0.5	0.5	2
1.0	0.6	2
0.06545454545454546	0.0	275
0.10080645161290322	0.1	248
0.18269230769230768	0.2	104
0.14634146341463414	0.3	41
0.5714285714285714	0.4	7
0.6	0.5	5
0.06642066420664207	0.0	271
0.10887096774193548	0.1	248
0.14035087719298245	0.2	114
0.24324324324324326	0.3	37
0.3333333333333333	0.4	6
0.75	0.5	4
0.0627062706270627	0.0	303
0.12184873949579832	0.1	238
0.13043478260869565	0.2	92
0.2631578947368421	0.3	38
0.4	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	1
0.06993006993006994	0.0	286
0.11020408163265306	0.1	245
0.12	0.2	100
0.275	0.3	40
0.3333333333333333	0.4	6
1.0	0.5	2
1.0	0.6	1
0.06643356643356643	0.0	286
0.10699588477366255	0.1	243
0.14285714285714285	0.2	98
0.23809523809523808	0.3	42
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
1.0	0.6	2
0.07191780821917808	0.0	292
0.09917355371900827	0.1	242
0.16666666666666666	0.2	96
0.23076923076923078	0.3	39
0.16666666666666666	0.4	6
0.8	0.5	5
0.0777027027027027	0.0	296
0.10256410256410256	0.1	234
0.10377358490566038	0.2	106
0.3333333333333333	0.3	36
0.25	0.4	4
1.0	0.5	3
1.0	0.6	1
0.07894736842105263	0.0	304
0.1016260162601626	0.1	246
0.13186813186813187	0.2	91
0.3	0.3	30
0.4	0.4	5
0.75	0.5	4
0.07829181494661921	0.0	281
0.0931174089068826	0.1	247
0.1553398058252427	0.2	103
0.21621621621621623	0.3	37
0.42857142857142855	0.4	7
0.3333333333333333	0.5	3
1.0	0.6	2
0.07446808510638298	0.0	282
0.10465116279069768	0.1	258
0.15555555555555556	0.2	90
0.2	0.3	40
0.2857142857142857	0.4	7
1.0	0.5	3
0.06535947712418301	0.0	306
0.0995850622406639	0.1	241
0.1797752808988764	0.2	89
0.3125	0.3	32
0.2222222222222222	0.4	9
1.0	0.5	3
0.07142857142857142	0.0	294
0.11336032388663968	0.1	247
0.09782608695652174	0.2	92
0.2894736842105263	0.3	38
0.5714285714285714	0.4	7
1.0	0.5	2
0.06325301204819277	0.0	332
0.11607142857142858	0.1	224
0.14130434782608695	0.2	92
0.45454545454545453	0.3	22
0.2	0.4	5
0.75	0.5	4
1.0	0.6	1
0.07482993197278912	0.0	294
0.11244979919678715	0.1	249
0.11235955056179775	0.2	89
0.25	0.3	40
0.4	0.4	5
1.0	0.5	2
1.0	0.6	1
0.07167235494880546	0.0	293
0.10358565737051793	0.1	251
0.1595744680851064	0.2	94
0.23529411764705882	0.3	34
0.25	0.4	4
1.0	0.5	3
1.0	0.6	1
0.08118081180811808	0.0	271
0.09765625	0.1	256
0.1574074074074074	0.2	108
0.1891891891891892	0.3	37
0.0	0.4	4
1.0	0.5	3
1.0	0.6	1
0.06713780918727916	0.0	283
0.10756972111553785	0.1	251
0.14285714285714285	0.2	105
0.28125	0.3	32
0.25	0.4	4
0.75	0.5	4
1.0	0.6	1
0.07142857142857142	0.0	294
0.10894941634241245	0.1	257
0.15151515151515152	0.2	99
0.3181818181818182	0.3	22
0.4	0.4	5
0.6666666666666666	0.5	3
0.06273062730627306	0.0	271
0.10852713178294573	0.1	258
0.16666666666666666	0.2	108
0.17647058823529413	0.3	34
0.6	0.4	5
0.75	0.5	4
0.06862745098039216	0.0	306
0.11618257261410789	0.1	241
0.13636363636363635	0.2	88
0.21212121212121213	0.3	33
0.6666666666666666	0.4	9
0.3333333333333333	0.5	3
0.06896551724137931	0.0	290
0.0992063492063492	0.1	252
0.17894736842105263	0.2	95
0.25	0.3	32
0.0	0.4	4
0.75	0.5	4
0.6666666666666666	0.6	3
0.08116883116883117	0.0	308
0.10087719298245613	0.1	228
0.13131313131313133	0.2	99
0.2857142857142857	0.3	35
0.0	0.4	6
1.0	0.5	3
1.0	0.6	1
0.07796610169491526	0.0	295
0.09836065573770492	0.1	244
0.1368421052631579	0.2	95
0.2702702702702703	0.3	37
0.25	0.4	4
0.75	0.5	4
1.0	0.6	1
0.07407407407407407	0.0	297
0.10975609756097561	0.1	246
0.1523809523809524	0.2	105
0.2608695652173913	0.3	23
0.16666666666666666	0.4	6
1.0	0.5	3
0.06620209059233449	0.0	287
0.10756972111553785	0.1	251
0.17	0.2	100
0.21875	0.3	32
0.375	0.4	8
1.0	0.5	2
0.07796610169491526	0.0	295
0.10040160642570281	0.1	249
0.14130434782608695	0.2	92
0.2571428571428571	0.3	35
0.2	0.4	5
1.0	0.5	2
1.0	0.6	2
0.07746478873239436	0.0	284
0.0984251968503937	0.1	254
0.15306122448979592	0.2	98
0.25	0.3	32
0.16666666666666666	0.4	6
0.6666666666666666	0.5	6
0.06930693069306931	0.0	303
0.10040160642570281	0.1	249
0.18604651162790697	0.2	86
0.27586206896551724	0.3	29
0.2727272727272727	0.4	11
1.0	0.5	1
1.0	0.6	1
0.06845238095238096	0.0	336
0.11555555555555555	0.1	225
0.1728395061728395	0.2	81
0.2413793103448276	0.3	29
0.4	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	1
0.06354515050167224	0.0	299
0.11553784860557768	0.1	251
0.13095238095238096	0.2	84
0.2702702702702703	0.3	37
0.3333333333333333	0.4	3
0.8	0.5	5
1.0	0.6	1
0.06227106227106227	0.0	273
0.109375	0.1	256
0.16326530612244897	0.2	98
0.2	0.3	40
0.3333333333333333	0.4	9
0.75	0.5	4
0.0625	0.0	304
0.1072961373390558	0.1	233
0.17391304347826086	0.2	92
0.2	0.3	40
0.5	0.4	8
1.0	0.5	2
1.0	0.6	1
0.07194244604316546	0.0	278
0.10646387832699619	0.1	263
0.1368421052631579	0.2	95
0.22857142857142856	0.3	35
0.4	0.4	5
1.0	0.5	3
1.0	0.6	1
0.05405405405405406	0.0	296
0.1308016877637131	0.1	237
0.12871287128712872	0.2	101
0.2571428571428571	0.3	35
0.2857142857142857	0.4	7
1.0	0.5	3
1.0	0.6	1
0.05647840531561462	0.0	301
0.1271186440677966	0.1	236
0.125	0.2	96
0.2894736842105263	0.3	38
0.2	0.4	5
1.0	0.5	4
0.06840390879478828	0.0	307
0.11504424778761062	0.1	226
0.14705882352941177	0.2	102
0.2647058823529412	0.3	34
0.14285714285714285	0.4	7
0.75	0.5	4
0.06405693950177936	0.0	281
0.10714285714285714	0.1	252
0.13402061855670103	0.2	97
0.3076923076923077	0.3	39
0.2	0.4	5
0.6666666666666666	0.5	6
0.06578947368421052	0.0	304
0.10612244897959183	0.1	245
0.1590909090909091	0.2	88
0.2903225806451613	0.3	31
0.375	0.4	8
0.6666666666666666	0.5	3
1.0	0.6	1
0.0673076923076923	0.0	312
0.12173913043478261	0.1	230
0.12222222222222222	0.2	90
0.23684210526315788	0.3	38
0.5	0.4	4
0.5	0.5	4
1.0	0.6	2
0.07540983606557378	0.0	305
0.11740890688259109	0.1	247
0.13186813186813187	0.2	91
0.23333333333333334	0.3	30
0.5714285714285714	0.4	7
0.06711409395973154	0.0	298
0.125	0.1	248
0.12	0.2	100
0.28	0.3	25
0.42857142857142855	0.4	7
1.0	0.5	1
1.0	0.6	1
0.07886435331230283	0.0	317
0.10480349344978165	0.1	229
0.13978494623655913	0.2	93
0.2857142857142857	0.3	35
0.4	0.4	5
1.0	0.5	1
0.07119741100323625	0.0	309
0.11570247933884298	0.1	242
0.14942528735632185	0.2	87
0.2	0.3	35
0.5	0.4	4
1.0	0.5	2
1.0	0.6	1
0.06432748538011696	0.0	342
0.11467889908256881	0.1	218
0.17073170731707318	0.2	82
0.3225806451612903	0.3	31
0.3333333333333333	0.4	3
0.75	0.5	4
0.06529209621993128	0.0	291
0.10699588477366255	0.1	243
0.15463917525773196	0.2	97
0.2631578947368421	0.3	38
0.25	0.4	8
1.0	0.5	3
0.06206896551724138	0.0	290
0.10204081632653061	0.1	245
0.16666666666666666	0.2	90
0.24390243902439024	0.3	41
0.4444444444444444	0.4	9
0.5	0.5	4
1.0	0.6	1
0.07744107744107744	0.0	297
0.0931174089068826	0.1	247
0.16483516483516483	0.2	91
0.2727272727272727	0.3	33
0.125	0.4	8
1.0	0.5	4
0.06944444444444445	0.0	288
0.10588235294117647	0.1	255
0.16483516483516483	0.2	91
0.23529411764705882	0.3	34
0.2857142857142857	0.4	7
0.6	0.5	5
0.06884057971014493	0.0	276
0.1015625	0.1	256
0.16161616161616163	0.2	99
0.22857142857142856	0.3	35
0.2	0.4	10
1.0	0.5	3
1.0	0.6	1
0.07220216606498195	0.0	277
0.100418410041841	0.1	239
0.1452991452991453	0.2	117
0.21212121212121213	0.3	33
0.4	0.4	10
0.75	0.5	4
0.07291666666666667	0.0	288
0.09615384615384616	0.1	260
0.20224719101123595	0.2	89
0.15625	0.3	32
0.5	0.4	10
1.0	0.5	1
0.06451612903225806	0.0	279
0.10699588477366255	0.1	243
0.14678899082568808	0.2	109
0.23684210526315788	0.3	38
0.375	0.4	8
1.0	0.5	1
1.0	0.6	2
0.06643356643356643	0.0	286
0.104	0.1	250
0.16483516483516483	0.2	91
0.21428571428571427	0.3	42
0.3333333333333333	0.4	6
0.8	0.5	5
0.0707070707070707	0.0	297
0.10612244897959183	0.1	245
0.16666666666666666	0.2	90
0.21052631578947367	0.3	38
0.4	0.4	5
0.6	0.5	5
0.0763888888888889	0.0	288
0.0975609756097561	0.1	246
0.1792452830188679	0.2	106
0.16666666666666666	0.3	30
0.4	0.4	5
0.3333333333333333	0.5	3
1.0	0.6	2
0.07046979865771812	0.0	298
0.10931174089068826	0.1	247
0.15463917525773196	0.2	97
0.2413793103448276	0.3	29
0.3333333333333333	0.4	6
1.0	0.5	3
0.06690140845070422	0.0	284
0.109375	0.1	256
0.11702127659574468	0.2	94
0.29411764705882354	0.3	34
0.5714285714285714	0.4	7
0.5	0.5	4
1.0	0.6	1
0.060714285714285714	0.0	280
0.11715481171548117	0.1	239
0.13636363636363635	0.2	110
0.275	0.3	40
0.0	0.4	7
1.0	0.5	3
1.0	0.6	1
0.06070287539936102	0.0	313
0.11952191235059761	0.1	251
0.14102564102564102	0.2	78
0.3448275862068966	0.3	29
0.3333333333333333	0.4	6
1.0	0.5	2
1.0	0.6	1
0.07194244604316546	0.0	278
0.10483870967741936	0.1	248
0.1574074074074074	0.2	108
0.17142857142857143	0.3	35
