Actual ICU	Estimated ICU	Counts
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
1.0	0.6	2
0.07023411371237458	0.0	299
0.10887096774193548	0.1	248
0.13333333333333333	0.2	90
0.3125	0.3	32
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.07666666666666666	0.0	300
0.09795918367346938	0.1	245
0.13333333333333333	0.2	90
0.3333333333333333	0.3	33
0.14285714285714285	0.4	7
0.75	0.5	4
1.0	0.6	1
0.06309148264984227	0.0	317
0.11814345991561181	0.1	237
0.1797752808988764	0.2	89
0.17857142857142858	0.3	28
0.5	0.4	6
1.0	0.5	3
0.06060606060606061	0.0	297
0.11020408163265306	0.1	245
0.1958762886597938	0.2	97
0.22857142857142856	0.3	35
0.4	0.4	5
1.0	0.5	1
0.07023411371237458	0.0	299
0.10460251046025104	0.1	239
0.1595744680851064	0.2	94
0.22857142857142856	0.3	35
0.3333333333333333	0.4	9
0.5	0.5	2
1.0	0.6	2
0.07339449541284404	0.0	327
0.10822510822510822	0.1	231
0.11627906976744186	0.2	86
0.41379310344827586	0.3	29
0.3333333333333333	0.4	3
0.6666666666666666	0.5	3
1.0	0.6	1
0.08201892744479496	0.0	317
0.08786610878661087	0.1	239
0.16304347826086957	0.2	92
0.4166666666666667	0.3	24
0.16666666666666666	0.4	6
1.0	0.5	2
0.06859205776173286	0.0	277
0.1111111111111111	0.1	252
0.13131313131313133	0.2	99
0.22727272727272727	0.3	44
0.4	0.4	5
1.0	0.5	3
0.06428571428571428	0.0	280
0.108	0.1	250
0.17525773195876287	0.2	97
0.175	0.3	40
0.3333333333333333	0.4	9
0.75	0.5	4
0.0701219512195122	0.0	328
0.125	0.1	232
0.12658227848101267	0.2	79
0.25	0.3	32
0.3333333333333333	0.4	3
0.6666666666666666	0.5	6
0.06020066889632107	0.0	299
0.11740890688259109	0.1	247
0.16853932584269662	0.2	89
0.2571428571428571	0.3	35
0.14285714285714285	0.4	7
1.0	0.5	3
0.06291390728476821	0.0	302
0.11063829787234042	0.1	235
0.16666666666666666	0.2	96
0.2222222222222222	0.3	36
0.5	0.4	6
0.6	0.5	5
0.07720588235294118	0.0	272
0.11152416356877323	0.1	269
0.125	0.2	96
0.21212121212121213	0.3	33
0.16666666666666666	0.4	6
1.0	0.5	3
1.0	0.6	1
0.07357859531772576	0.0	299
0.1134453781512605	0.1	238
0.11827956989247312	0.2	93
0.2702702702702703	0.3	37
0.25	0.4	8
0.6	0.5	5
0.07042253521126761	0.0	284
0.1037344398340249	0.1	241
0.14782608695652175	0.2	115
0.3	0.3	30
0.3333333333333333	0.4	9
1.0	0.6	1
0.0749185667752443	0.0	307
0.1087866108786611	0.1	239
0.11827956989247312	0.2	93
0.3333333333333333	0.3	30
0.25	0.4	8
1.0	0.5	2
1.0	0.6	1
0.07260726072607261	0.0	303
0.0995850622406639	0.1	241
0.14893617021276595	0.2	94
0.3125	0.3	32
0.16666666666666666	0.4	6
1.0	0.5	4
0.07608695652173914	0.0	276
0.09243697478991597	0.1	238
0.14545454545454545	0.2	110
0.24444444444444444	0.3	45
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.0594059405940594	0.0	303
0.12448132780082988	0.1	241
0.1368421052631579	0.2	95
0.2857142857142857	0.3	28
0.25	0.4	8
0.75	0.5	4
1.0	0.6	1
0.07420494699646643	0.0	283
0.09055118110236221	0.1	254
0.14893617021276595	0.2	94
0.3333333333333333	0.3	36
0.3333333333333333	0.4	9
0.5	0.5	4
0.06535947712418301	0.0	306
0.11158798283261803	0.1	233
0.1717171717171717	0.2	99
0.23529411764705882	0.3	34
0.2	0.4	5
1.0	0.5	2
1.0	0.6	1
0.0657439446366782	0.0	289
0.10887096774193548	0.1	248
0.1326530612244898	0.2	98
0.2727272727272727	0.3	33
0.4	0.4	5
0.6666666666666666	0.5	6
1.0	0.6	1
0.07641196013289037	0.0	301
0.10526315789473684	0.1	247
0.14606741573033707	0.2	89
0.22580645161290322	0.3	31
0.2	0.4	5
0.75	0.5	4
0.6666666666666666	0.6	3
0.06620209059233449	0.0	287
0.10204081632653061	0.1	245
0.16	0.2	100
0.2222222222222222	0.3	36
0.4	0.4	5
0.75	0.5	4
0.6666666666666666	0.6	3
0.0684931506849315	0.0	292
0.10126582278481013	0.1	237
0.15306122448979592	0.2	98
0.2619047619047619	0.3	42
0.25	0.4	8
1.0	0.5	2
1.0	0.6	1
0.05642633228840126	0.0	319
0.12552301255230125	0.1	239
0.15	0.2	80
0.3225806451612903	0.3	31
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.06451612903225806	0.0	279
0.10121457489878542	0.1	247
0.16346153846153846	0.2	104
0.2702702702702703	0.3	37
0.14285714285714285	0.4	7
0.6	0.5	5
1.0	0.6	1
0.0673758865248227	0.0	282
0.10756972111553785	0.1	251
0.17	0.2	100
0.21052631578947367	0.3	38
0.2857142857142857	0.4	7
1.0	0.5	2
0.06405693950177936	0.0	281
0.1220472440944882	0.1	254
0.1595744680851064	0.2	94
0.14634146341463414	0.3	41
0.42857142857142855	0.4	7
0.6666666666666666	0.5	3
0.07	0.0	300
0.10212765957446808	0.1	235
0.17777777777777778	0.2	90
0.18604651162790697	0.3	43
0.375	0.4	8
0.75	0.5	4
0.0636042402826855	0.0	283
0.10116731517509728	0.1	257
0.14942528735632185	0.2	87
0.2857142857142857	0.3	42
0.4	0.4	5
0.5	0.5	4
1.0	0.6	2
0.05985915492957746	0.0	284
0.11788617886178862	0.1	246
0.15384615384615385	0.2	104
0.21212121212121213	0.3	33
0.25	0.4	8
0.6666666666666666	0.5	3
1.0	0.6	2
0.05448717948717949	0.0	312
0.12184873949579832	0.1	238
0.1686746987951807	0.2	83
0.21212121212121213	0.3	33
0.4444444444444444	0.4	9
0.75	0.5	4
1.0	0.6	1
0.06666666666666667	0.0	315
0.1078838174273859	0.1	241
0.20689655172413793	0.2	87
0.21428571428571427	0.3	28
0.2857142857142857	0.4	7
1.0	0.5	2
0.06521739130434782	0.0	276
0.10931174089068826	0.1	247
0.14414414414414414	0.2	111
0.2727272727272727	0.3	33
0.2727272727272727	0.4	11
1.0	0.5	2
0.06557377049180328	0.0	305
0.09871244635193133	0.1	233
0.18478260869565216	0.2	92
0.23684210526315788	0.3	38
0.2857142857142857	0.4	7
0.6666666666666666	0.5	3
1.0	0.6	2
0.06930693069306931	0.0	303
0.11382113821138211	0.1	246
0.16483516483516483	0.2	91
0.2631578947368421	0.3	38
0.5	0.4	2
0.06711409395973154	0.0	298
0.1037344398340249	0.1	241
0.16842105263157894	0.2	95
0.21621621621621623	0.3	37
0.6	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	1
0.06498194945848375	0.0	277
0.1067193675889328	0.1	253
0.13861386138613863	0.2	101
0.2571428571428571	0.3	35
0.3333333333333333	0.4	9
0.6666666666666666	0.5	3
1.0	0.6	2
0.08571428571428572	0.0	280
0.08870967741935484	0.1	248
0.15454545454545454	0.2	110
0.2413793103448276	0.3	29
0.2	0.4	10
1.0	0.5	2
1.0	0.6	1
0.05776173285198556	0.0	277
0.10612244897959183	0.1	245
0.1743119266055046	0.2	109
0.2222222222222222	0.3	36
0.2857142857142857	0.4	7
0.6666666666666666	0.5	6
0.07612456747404844	0.0	289
0.10612244897959183	0.1	245
0.10989010989010989	0.2	91
0.2608695652173913	0.3	46
0.3333333333333333	0.4	6
1.0	0.5	2
1.0	0.6	1
0.060714285714285714	0.0	280
0.1076923076923077	0.1	260
0.17391304347826086	0.2	92
0.23684210526315788	0.3	38
0.4	0.4	5
0.5	0.5	4
1.0	0.6	1
0.07046979865771812	0.0	298
0.12704918032786885	0.1	244
0.08045977011494253	0.2	87
0.2702702702702703	0.3	37
0.3	0.4	10
0.75	0.5	4
0.07903780068728522	0.0	291
0.0963855421686747	0.1	249
0.1326530612244898	0.2	98
0.3333333333333333	0.3	30
0.25	0.4	8
0.6666666666666666	0.5	3
1.0	0.6	1
0.06397306397306397	0.0	297
0.10810810810810811	0.1	222
0.16216216216216217	0.2	111
0.2631578947368421	0.3	38
0.1111111111111111	0.4	9
1.0	0.5	2
1.0	0.6	1
0.07667731629392971	0.0	313
0.10964912280701754	0.1	228
0.1523809523809524	0.2	105
0.25	0.3	28
0.4	0.4	5
1.0	0.5	1
0.06885245901639345	0.0	305
0.10612244897959183	0.1	245
0.17045454545454544	0.2	88
0.25	0.3	32
0.16666666666666666	0.4	6
1.0	0.5	3
1.0	0.6	1
0.06713780918727916	0.0	283
0.1015625	0.1	256
0.17204301075268819	0.2	93
0.25	0.3	36
0.14285714285714285	0.4	7
0.75	0.5	4
1.0	0.6	1
0.06993006993006994	0.0	286
0.10196078431372549	0.1	255
0.16	0.2	100
0.2692307692307692	0.3	26
0.3	0.4	10
1.0	0.5	3
0.057432432432432436	0.0	296
0.12345679012345678	0.1	243
0.1414141414141414	0.2	99
0.2903225806451613	0.3	31
0.2857142857142857	0.4	7
0.6666666666666666	0.5	3
1.0	0.6	1
0.07168458781362007	0.0	279
0.10810810810810811	0.1	259
0.1326530612244898	0.2	98
0.30303030303030304	0.3	33
0.125	0.4	8
1.0	0.5	2
1.0	0.6	1
0.06228373702422145	0.0	289
0.12359550561797752	0.1	267
0.12790697674418605	0.2	86
0.2962962962962963	0.3	27
0.25	0.4	8
1.0	0.5	2
1.0	0.6	1
0.07	0.0	300
0.09387755102040816	0.1	245
0.21052631578947367	0.2	95
0.17857142857142858	0.3	28
0.375	0.4	8
1.0	0.5	1
0.6666666666666666	0.6	3
0.0673076923076923	0.0	312
0.11666666666666667	0.1	240
0.16483516483516483	0.2	91
0.25	0.3	28
0.2857142857142857	0.4	7
1.0	0.5	2
0.054838709677419356	0.0	310
0.12863070539419086	0.1	241
0.15730337078651685	0.2	89
0.3103448275862069	0.3	29
0.2222222222222222	0.4	9
1.0	0.5	2
0.0732484076433121	0.0	314
0.1134453781512605	0.1	238
0.1348314606741573	0.2	89
0.3103448275862069	0.3	29
0.0	0.4	5
0.75	0.5	4
1.0	0.6	1
0.07216494845360824	0.0	291
0.1067193675889328	0.1	253
0.15555555555555556	0.2	90
0.2222222222222222	0.3	36
0.3333333333333333	0.4	6
0.75	0.5	4
0.06228373702422145	0.0	289
0.10894941634241245	0.1	257
0.18181818181818182	0.2	88
0.18181818181818182	0.3	33
0.42857142857142855	0.4	7
0.5	0.5	4
1.0	0.6	2
0.08421052631578947	0.0	285
0.08433734939759036	0.1	249
0.16129032258064516	0.2	93
0.24390243902439024	0.3	41
0.125	0.4	8
1.0	0.5	4
0.06405693950177936	0.0	281
0.10931174089068826	0.1	247
0.14814814814814814	0.2	108
0.25806451612903225	0.3	31
0.25	0.4	8
0.6666666666666666	0.5	3
1.0	0.6	2
0.06785714285714285	0.0	280
0.10569105691056911	0.1	246
0.1188118811881188	0.2	101
0.3170731707317073	0.3	41
0.16666666666666666	0.4	6
0.5	0.5	4
1.0	0.6	2
0.06204379562043796	0.0	274
0.11153846153846154	0.1	260
0.15789473684210525	0.2	95
0.21621621621621623	0.3	37
0.2	0.4	10
1.0	0.5	3
1.0	0.6	1
0.07167235494880546	0.0	293
0.09387755102040816	0.1	245
0.1935483870967742	0.2	93
0.21621621621621623	0.3	37
0.125	0.4	8
1.0	0.5	4
0.06462585034013606	0.0	294
0.10460251046025104	0.1	239
0.16666666666666666	0.2	102
0.2777777777777778	0.3	36
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
0.07849829351535836	0.0	293
0.09016393442622951	0.1	244
0.16129032258064516	0.2	93
0.24390243902439024	0.3	41
0.3333333333333333	0.4	3
0.6666666666666666	0.5	6
0.06825938566552901	0.0	293
0.09795918367346938	0.1	245
0.19607843137254902	0.2	102
0.1935483870967742	0.3	31
0.3333333333333333	0.4	6
1.0	0.5	3
0.060126582278481014	0.0	316
0.12083333333333333	0.1	240
0.19101123595505617	0.2	89
0.17857142857142858	0.3	28
0.3333333333333333	0.4	3
1.0	0.5	4
0.06291390728476821	0.0	302
0.11203319502074689	0.1	241
0.21	0.2	100
0.14285714285714285	0.3	28
0.16666666666666666	0.4	6
1.0	0.5	3
0.07829181494661921	0.0	281
0.09523809523809523	0.1	252
0.14583333333333334	0.2	96
0.21428571428571427	0.3	42
0.5	0.4	6
1.0	0.5	3
0.06428571428571428	0.0	280
0.11952191235059761	0.1	251
0.13861386138613863	0.2	101
0.21212121212121213	0.3	33
0.3076923076923077	0.4	13
1.0	0.5	2
0.06551724137931035	0.0	290
0.09795918367346938	0.1	245
0.17525773195876287	0.2	97
0.24324324324324326	0.3	37
0.5	0.4	6
0.6	0.5	5
0.07092198581560284	0.0	282
0.10714285714285714	0.1	252
0.1485148514851485	0.2	101
0.21212121212121213	0.3	33
0.25	0.4	8
1.0	0.5	2
1.0	0.6	2
0.06993006993006994	0.0	286
0.09745762711864407	0.1	236
0.18421052631578946	0.2	114
0.15151515151515152	0.3	33
0.375	0.4	8
1.0	0.5	2
1.0	0.6	1
0.07692307692307693	0.0	312
0.11814345991561181	0.1	237
0.1	0.2	90
0.3448275862068966	0.3	29
0.2	0.4	10
1.0	0.5	2
0.06209150326797386	0.0	306
0.12554112554112554	0.1	231
0.1414141414141414	0.2	99
0.20588235294117646	0.3	34
0.4	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	2
0.06666666666666667	0.0	285
0.1078838174273859	0.1	241
0.15	0.2	100
0.23255813953488372	0.3	43
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.07407407407407407	0.0	297
0.0931174089068826	0.1	247
0.16666666666666666	0.2	84
0.24390243902439024	0.3	41
0.5	0.4	6
0.5	0.5	4
1.0	0.6	1
0.07046979865771812	0.0	298
0.10683760683760683	0.1	234
0.15151515151515152	0.2	99
0.23076923076923078	0.3	39
0.2857142857142857	0.4	7
1.0	0.5	1
1.0	0.6	2
0.06461538461538462	0.0	325
0.13513513513513514	0.1	222
0.10843373493975904	0.2	83
0.2564102564102564	0.3	39
0.25	0.4	8
1.0	0.5	3
0.07741935483870968	0.0	310
0.11063829787234042	0.1	235
0.0851063829787234	0.2	94
0.3870967741935484	0.3	31
0.2857142857142857	0.4	7
1.0	0.5	2
1.0	0.6	1
0.06918238993710692	0.0	318
0.11158798283261803	0.1	233
0.14942528735632185	0.2	87
0.25	0.3	32
0.5	0.4	6
0.75	0.5	4
0.06293706293706294	0.0	286
0.11290322580645161	0.1	248
0.15789473684210525	0.2	95
0.21621621621621623	0.3	37
0.3333333333333333	0.4	9
0.6	0.5	5
0.0627177700348432	0.0	287
0.10756972111553785	0.1	251
0.19540229885057472	0.2	87
0.20512820512820512	0.3	39
0.16666666666666666	0.4	12
0.6666666666666666	0.5	3
1.0	0.6	1
0.06569343065693431	0.0	274
0.10483870967741936	0.1	248
0.17592592592592593	0.2	108
0.15384615384615385	0.3	39
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
1.0	0.6	2
0.06620209059233449	0.0	287
0.11462450592885376	0.1	253
0.13541666666666666	0.2	96
0.22857142857142856	0.3	35
0.4	0.4	5
1.0	0.5	3
1.0	0.6	1
0.05714285714285714	0.0	280
0.12195121951219512	0.1	246
0.14285714285714285	0.2	105
0.24324324324324326	0.3	37
0.2222222222222222	0.4	9
1.0	0.5	3
0.07665505226480836	0.0	287
0.10236220472440945	0.1	254
0.13829787234042554	0.2	94
0.2571428571428571	0.3	35
0.16666666666666666	0.4	6
1.0	0.5	3
1.0	0.6	1
0.07368421052631578	0.0	285
0.0954356846473029	0.1	241
0.1592920353982301	0.2	113
0.21428571428571427	0.3	28
0.45454545454545453	0.4	11
1.0	0.5	2
0.06620209059233449	0.0	287
0.109375	0.1	256
0.15730337078651685	0.2	89
0.2631578947368421	0.3	38
0.375	0.4	8
0.5	0.5	2
0.066006600660066	0.0	303
0.11063829787234042	0.1	235
0.14893617021276595	0.2	94
0.2702702702702703	0.3	37
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.09375	0.0	320
0.09322033898305085	0.1	236
0.13978494623655913	0.2	93
0.25	0.3	24
0.5	0.4	4
0.6666666666666666	0.5	3
0.08231707317073171	0.0	328
0.0995850622406639	0.1	241
0.17567567567567569	0.2	74
0.25	0.3	28
0.16666666666666666	0.4	6
1.0	0.5	2
1.0	0.6	1
0.07692307692307693	0.0	312
0.1115702479338843	0.1	242
0.14130434782608695	0.2	92
0.24	0.3	25
0.5714285714285714	0.4	7
0.5	0.5	2
0.06896551724137931	0.0	290
0.10887096774193548	0.1	248
0.14736842105263157	0.2	95
0.22857142857142856	0.3	35
0.3333333333333333	0.4	6
0.5	0.5	4
1.0	0.6	2
0.06382978723404255	0.0	282
0.10330578512396695	0.1	242
0.14150943396226415	0.2	106
0.2702702702702703	0.3	37
0.42857142857142855	0.4	7
0.6666666666666666	0.5	3
0.6666666666666666	0.6	3
0.061855670103092786	0.0	291
0.11475409836065574	0.1	244
0.15463917525773196	0.2	97
0.20588235294117646	0.3	34
0.375	0.4	8
0.5	0.5	4
1.0	0.6	2
0.058823529411764705	0.0	306
0.14224137931034483	0.1	232
0.0891089108910891	0.2	101
0.3103448275862069	0.3	29
0.3333333333333333	0.4	6
0.6666666666666666	0.5	3
0.6666666666666666	0.6	3
0.06968641114982578	0.0	287
0.116	0.1	250
0.15151515151515152	0.2	99
0.17647058823529413	0.3	34
0.4	0.4	5
0.6	0.5	5
0.07165109034267912	0.0	321
0.11013215859030837	0.1	227
0.14444444444444443	0.2	90
0.2903225806451613	0.3	31
0.25	0.4	8
1.0	0.5	3
0.06484641638225255	0.0	293
0.10655737704918032	0.1	244
0.14893617021276595	0.2	94
0.2702702702702703	0.3	37
0.2	0.4	5
0.75	0.5	4
0.6666666666666666	0.6	3
0.06620209059233449	0.0	287
0.11507936507936507	0.1	252
0.13541666666666666	0.2	96
0.29411764705882354	0.3	34
0.125	0.4	8
1.0	0.5	2
1.0	0.6	1
0.06354515050167224	0.0	299
0.1228813559322034	0.1	236
0.13725490196078433	0.2	102
0.21875	0.3	32
0.375	0.4	8
1.0	0.5	2
1.0	0.6	1
0.06802721088435375	0.0	294
0.1111111111111111	0.1	252
0.15053763440860216	0.2	93
0.23333333333333334	0.3	30
0.4	0.4	5
0.6	0.5	5
1.0	0.6	1
0.07885304659498207	0.0	279
0.09881422924901186	0.1	253
0.12	0.2	100
0.2972972972972973	0.3	37
0.2	0.4	5
0.6666666666666666	0.5	3
0.6666666666666666	0.6	3
0.0603448275862069	0.0	348
0.13304721030042918	0.1	233
0.2153846153846154	0.2	65
0.23076923076923078	0.3	26
0.0	0.4	4
0.6666666666666666	0.5	3
1.0	0.6	1
0.06315789473684211	0.0	285
0.11553784860557768	0.1	251
0.13861386138613863	0.2	101
0.25	0.3	32
0.3333333333333333	0.4	6
0.75	0.5	4
1.0	0.6	1
0.07	0.0	300
0.11155378486055777	0.1	251
0.16842105263157894	0.2	95
0.25	0.3	24
0.25	0.4	8
1.0	0.5	2
0.07973421926910298	0.0	301
0.09917355371900827	0.1	242
0.14583333333333334	0.2	96
0.2413793103448276	0.3	29
0.42857142857142855	0.4	7
0.6666666666666666	0.5	3
0.5	0.6	2
0.07368421052631578	0.0	285
0.10358565737051793	0.1	251
0.16161616161616163	0.2	99
0.17647058823529413	0.3	34
0.3333333333333333	0.4	6
0.75	0.5	4
1.0	0.6	1
0.0627062706270627	0.0	303
0.12448132780082988	0.1	241
0.15463917525773196	0.2	97
0.20689655172413793	0.3	29
0.2857142857142857	0.4	7
1.0	0.5	3
0.06713780918727916	0.0	283
0.09652509652509653	0.1	259
0.20689655172413793	0.2	87
0.1794871794871795	0.3	39
0.45454545454545453	0.4	11
1.0	0.5	1
0.05802047781569966	0.0	293
0.125	0.1	240
0.1588785046728972	0.2	107
0.25	0.3	32
0.2857142857142857	0.4	7
1.0	0.5	1
0.07407407407407407	0.0	270
0.10040160642570281	0.1	249
0.14035087719298245	0.2	114
0.24324324324324326	0.3	37
0.16666666666666666	0.4	6
1.0	0.5	3
1.0	0.6	1
0.08080808080808081	0.0	297
0.09881422924901186	0.1	253
0.18947368421052632	0.2	95
0.11538461538461539	0.3	26
0.6	0.4	5
0.3333333333333333	0.5	3
1.0	0.6	1
0.05714285714285714	0.0	280
0.116	0.1	250
0.12631578947368421	0.2	95
0.3023255813953488	0.3	43
0.125	0.4	8
1.0	0.5	3
1.0	0.6	1
0.07291666666666667	0.0	288
0.10384615384615385	0.1	260
0.17777777777777778	0.2	90
0.1875	0.3	32
0.2857142857142857	0.4	7
1.0	0.5	3
0.07534246575342465	0.0	292
0.09448818897637795	0.1	254
0.1797752808988764	0.2	89
0.15625	0.3	32
0.5555555555555556	0.4	9
0.75	0.5	4
0.061016949152542375	0.0	295
0.11983471074380166	0.1	242
0.16	0.2	100
0.21875	0.3	32
0.45454545454545453	0.4	11
0.059190031152647975	0.0	321
0.12554112554112554	0.1	231
0.14606741573033707	0.2	89
0.3548387096774194	0.3	31
0.2857142857142857	0.4	7
1.0	0.5	1
0.07636363636363637	0.0	275
0.096	0.1	250
0.1650485436893204	0.2	103
0.20512820512820512	0.3	39
0.2222222222222222	0.4	9
0.75	0.5	4
0.06093189964157706	0.0	279
0.11583011583011583	0.1	259
0.12244897959183673	0.2	98
0.3333333333333333	0.3	33
0.14285714285714285	0.4	7
1.0	0.5	3
1.0	0.6	1
0.07419354838709677	0.0	310
0.09803921568627451	0.1	255
0.16666666666666666	0.2	72
0.3142857142857143	0.3	35
0.5	0.4	8
0.07961783439490445	0.0	314
0.1016949152542373	0.1	236
0.13978494623655913	0.2	93
0.2857142857142857	0.3	28
0.3333333333333333	0.4	6
1.0	0.5	3
0.05776173285198556	0.0	277
0.11284046692607004	0.1	257
0.14285714285714285	0.2	98
0.2894736842105263	0.3	38
0.2	0.4	5
0.75	0.5	4
1.0	0.6	1
0.06188925081433225	0.0	307
0.11740890688259109	0.1	247
0.17777777777777778	0.2	90
0.23076923076923078	0.3	26
0.16666666666666666	0.4	6
1.0	0.5	3
1.0	0.6	1
0.07339449541284404	0.0	327
0.09375	0.1	224
0.20454545454545456	0.2	88
0.25	0.3	32
0.0	0.4	5
1.0	0.5	3
1.0	0.6	1
0.07017543859649122	0.0	285
0.09055118110236221	0.1	254
0.16831683168316833	0.2	101
0.3103448275862069	0.3	29
0.2	0.4	5
0.75	0.5	4
1.0	0.6	2
0.06418918918918919	0.0	296
0.10833333333333334	0.1	240
0.14432989690721648	0.2	97
0.2727272727272727	0.3	33
0.375	0.4	8
0.5	0.5	4
1.0	0.6	2
0.058823529411764705	0.0	289
0.11885245901639344	0.1	244
0.13829787234042554	0.2	94
0.2564102564102564	0.3	39
0.125	0.4	8
0.75	0.5	4
1.0	0.6	2
0.05714285714285714	0.0	280
0.1214574898785425	0.1	247
0.13333333333333333	0.2	105
0.24324324324324326	0.3	37
0.375	0.4	8
1.0	0.5	3
0.07028753993610223	0.0	313
0.11353711790393013	0.1	229
0.125	0.2	104
0.38461538461538464	0.3	26
0.3333333333333333	0.4	3
0.5	0.5	4
1.0	0.6	1
0.07560137457044673	0.0	291
0.10121457489878542	0.1	247
0.16346153846153846	0.2	104
0.21428571428571427	0.3	28
0.42857142857142855	0.4	7
0.6666666666666666	0.5	3
0.07037037037037037	0.0	270
0.102880658436214	0.1	243
0.14545454545454545	0.2	110
0.23255813953488372	0.3	43
0.18181818181818182	0.4	11
1.0	0.5	2
1.0	0.6	1
0.06115107913669065	0.0	278
0.10843373493975904	0.1	249
0.1619047619047619	0.2	105
0.21621621621621623	0.3	37
0.5	0.4	6
0.6	0.5	5
0.07042253521126761	0.0	284
0.10727969348659004	0.1	261
0.15789473684210525	0.2	95
0.24242424242424243	0.3	33
0.5	0.4	4
0.6666666666666666	0.5	3
0.076158940397351	0.0	302
0.10569105691056911	0.1	246
0.11578947368421053	0.2	95
0.34615384615384615	0.3	26
0.2857142857142857	0.4	7
1.0	0.5	3
1.0	0.6	1
0.056856187290969896	0.0	299
0.11284046692607004	0.1	257
0.2073170731707317	0.2	82
0.25	0.3	32
0.25	0.4	8
1.0	0.5	2
0.06569343065693431	0.0	274
0.11067193675889328	0.1	253
0.15	0.2	100
0.1951219512195122	0.3	41
0.2857142857142857	0.4	7
0.6666666666666666	0.5	3
1.0	0.6	2
0.06810035842293907	0.0	279
0.10441767068273092	0.1	249
0.14285714285714285	0.2	91
0.22	0.3	50
0.4	0.4	5
0.5	0.5	4
1.0	0.6	2
0.06896551724137931	0.0	290
0.11020408163265306	0.1	245
0.14705882352941177	0.2	102
0.18181818181818182	0.3	33
0.5714285714285714	0.4	7
1.0	0.5	3
0.058823529411764705	0.0	306
0.11304347826086956	0.1	230
0.14893617021276595	0.2	94
0.24324324324324326	0.3	37
0.5714285714285714	0.4	7
0.6666666666666666	0.5	3
0.6666666666666666	0.6	3
0.07420494699646643	0.0	283
0.1076923076923077	0.1	260
0.10416666666666667	0.2	96
0.34375	0.3	32
0.4	0.4	5
0.5	0.5	2
1.0	0.6	2
0.07046979865771812	0.0	298
0.11016949152542373	0.1	236
0.12871287128712872	0.2	101
0.2571428571428571	0.3	35
0.4	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	2
0.07	0.0	300
0.10126582278481013	0.1	237
0.17	0.2	100
0.30303030303030304	0.3	33
0.2222222222222222	0.4	9
1.0	0.5	1
0.06296296296296296	0.0	270
0.10687022900763359	0.1	262
0.1595744680851064	0.2	94
0.1951219512195122	0.3	41
0.5	0.4	10
0.6666666666666666	0.5	3
0.06168831168831169	0.0	308
0.1134453781512605	0.1	238
0.14942528735632185	0.2	87
0.30303030303030304	0.3	33
0.2727272727272727	0.4	11
1.0	0.5	3
0.06206896551724138	0.0	290
0.11244979919678715	0.1	249
0.1875	0.2	96
0.17142857142857143	0.3	35
0.375	0.4	8
1.0	0.5	2
0.06172839506172839	0.0	324
0.10970464135021098	0.1	237
0.2222222222222222	0.2	81
0.23076923076923078	0.3	26
0.2222222222222222	0.4	9
1.0	0.5	3
0.06228373702422145	0.0	289
0.1134453781512605	0.1	238
0.1320754716981132	0.2	106
0.2647058823529412	0.3	34
0.42857142857142855	0.4	7
0.6666666666666666	0.5	3
0.6666666666666666	0.6	3
0.07643312101910828	0.0	314
0.09836065573770492	0.1	244
0.19047619047619047	0.2	84
0.25	0.3	32
0.3333333333333333	0.4	3
0.5	0.5	2
1.0	0.6	1
0.06690140845070422	0.0	284
0.104	0.1	250
0.16	0.2	100
0.2571428571428571	0.3	35
0.3333333333333333	0.4	9
1.0	0.5	2
0.0664451827242525	0.0	301
0.10655737704918032	0.1	244
0.15789473684210525	0.2	95
0.2222222222222222	0.3	27
0.5454545454545454	0.4	11
1.0	0.5	2
0.06451612903225806	0.0	279
0.10894941634241245	0.1	257
0.15306122448979592	0.2	98
0.21875	0.3	32
0.3	0.4	10
1.0	0.5	3
1.0	0.6	1
0.07744107744107744	0.0	297
0.09917355371900827	0.1	242
0.15053763440860216	0.2	93
0.21621621621621623	0.3	37
0.375	0.4	8
1.0	0.5	3
0.07560137457044673	0.0	291
0.08547008547008547	0.1	234
0.18867924528301888	0.2	106
0.225	0.3	40
0.2857142857142857	0.4	7
1.0	0.5	2
0.06405693950177936	0.0	281
0.11646586345381527	0.1	249
0.1346153846153846	0.2	104
0.22857142857142856	0.3	35
0.4	0.4	5
0.6	0.5	5
1.0	0.6	1
0.06859205776173286	0.0	277
0.11203319502074689	0.1	241
0.12745098039215685	0.2	102
0.22448979591836735	0.3	49
0.2857142857142857	0.4	7
0.75	0.5	4
0.0673758865248227	0.0	282
0.11155378486055777	0.1	251
0.13131313131313133	0.2	99
0.25	0.3	36
0.3333333333333333	0.4	9
1.0	0.5	2
1.0	0.6	1
0.07947019867549669	0.0	302
0.09465020576131687	0.1	243
