Actual Sepsis	Estimated Sepsis	Counts
0.0	0.0	1
0.2	0.1	5
0.2	0.2	15
0.34375	0.3	32
0.45161290322580644	0.4	62
0.6363636363636364	0.5	99
0.6132075471698113	0.6	106
0.7321428571428571	0.7	112
0.8217054263565892	0.8	129
0.8461538461538461	0.9	78
0.9512195121951219	1.0	41
0.4	0.1	5
0.10526315789473684	0.2	19
0.35294117647058826	0.3	34
0.4666666666666667	0.4	60
0.6333333333333333	0.5	90
0.6699029126213593	0.6	103
