Actual Mortality (30-day)	Estimated Mortality (30-day)	Counts
0.17682926829268292	0.1	164
0.25	0.2	68
0.23076923076923078	0.3	26
0.5	0.4	4
0.8	0.5	5
0.5	0.6	2
0.05778894472361809	0.0	398
0.16568047337278108	0.1	169
0.21518987341772153	0.2	79
0.34782608695652173	0.3	23
0.75	0.4	8
0.5	0.5	2
1.0	0.6	1
0.06553398058252427	0.0	412
0.19135802469135801	0.1	162
0.171875	0.2	64
0.22580645161290322	0.3	31
0.4	0.4	5
1.0	0.5	6
0.06097560975609756	0.0	410
0.17682926829268292	0.1	164
0.23529411764705882	0.2	68
0.2857142857142857	0.3	28
0.4	0.4	5
0.75	0.5	4
1.0	0.6	1
0.06175771971496437	0.0	421
0.18791946308724833	0.1	149
0.22972972972972974	0.2	74
0.25	0.3	24
0.25	0.4	4
0.75	0.5	8
0.06372549019607843	0.0	408
0.17197452229299362	0.1	157
0.21621621621621623	0.2	74
0.3225806451612903	0.3	31
0.4	0.4	5
0.5	0.5	4
1.0	0.6	1
0.06569343065693431	0.0	411
0.18562874251497005	0.1	167
0.1746031746031746	0.2	63
0.23076923076923078	0.3	26
0.5555555555555556	0.4	9
1.0	0.5	4
0.0661764705882353	0.0	408
0.18181818181818182	0.1	165
0.18571428571428572	0.2	70
0.2962962962962963	0.3	27
0.25	0.4	4
0.8	0.5	5
1.0	0.6	1
0.06265060240963856	0.0	415
0.1592356687898089	0.1	157
0.2923076923076923	0.2	65
0.20689655172413793	0.3	29
0.5	0.4	10
0.75	0.5	4
0.06091370558375635	0.0	394
0.1569767441860465	0.1	172
0.2571428571428571	0.2	70
0.21212121212121213	0.3	33
0.6666666666666666	0.4	6
0.75	0.5	4
1.0	0.6	1
0.0661764705882353	0.0	408
0.16463414634146342	0.1	164
0.22388059701492538	0.2	67
0.20689655172413793	0.3	29
0.625	0.4	8
1.0	0.5	3
1.0	0.6	1
0.06633906633906633	0.0	407
0.14743589743589744	0.1	156
0.20833333333333334	0.2	72
0.36666666666666664	0.3	30
0.4444444444444444	0.4	9
0.6666666666666666	0.5	6
0.07441860465116279	0.0	430
0.13333333333333333	0.1	150
0.2727272727272727	0.2	66
0.3333333333333333	0.3	24
0.3333333333333333	0.4	6
1.0	0.5	3
1.0	0.6	1
0.06265664160401002	0.0	399
0.18238993710691823	0.1	159
0.17073170731707318	0.2	82
0.2692307692307692	0.3	26
0.5555555555555556	0.4	9
0.75	0.5	4
1.0	0.6	1
0.07655502392344497	0.0	418
0.12804878048780488	0.1	164
0.29411764705882354	0.2	68
0.23809523809523808	0.3	21
0.6666666666666666	0.4	6
0.6666666666666666	0.5	3
0.062034739454094295	0.0	403
0.17964071856287425	0.1	167
0.2	0.2	70
0.24	0.3	25
0.5454545454545454	0.4	11
1.0	0.5	2
0.5	0.6	2
0.05555555555555555	0.0	414
0.17419354838709677	0.1	155
0.2602739726027397	0.2	73
0.3448275862068966	0.3	29
0.4	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	1
0.07990314769975787	0.0	413
0.10897435897435898	0.1	156
0.2535211267605634	0.2	71
0.2857142857142857	0.3	28
0.6	0.4	5
0.7142857142857143	0.5	7
0.07655502392344497	0.0	418
0.12413793103448276	0.1	145
0.24691358024691357	0.2	81
0.23809523809523808	0.3	21
0.25	0.4	8
1.0	0.5	5
1.0	0.6	2
0.06403940886699508	0.0	406
0.17857142857142858	0.1	168
0.2	0.2	70
0.2692307692307692	0.3	26
0.6666666666666666	0.4	3
0.6666666666666666	0.5	6
1.0	0.6	1
0.05952380952380952	0.0	420
0.18125	0.1	160
0.22666666666666666	0.2	75
0.3333333333333333	0.3	15
0.75	0.4	4
1.0	0.5	5
0.0	0.7	1
0.05778894472361809	0.0	398
0.16463414634146342	0.1	164
0.24358974358974358	0.2	78
0.2222222222222222	0.3	27
0.5714285714285714	0.4	7
0.8333333333333334	0.5	6
0.0661764705882353	0.0	408
0.15853658536585366	0.1	164
0.23880597014925373	0.2	67
0.23076923076923078	0.3	26
0.5	0.4	10
0.8	0.5	5
0.06345177664974619	0.0	394
0.16774193548387098	0.1	155
0.20481927710843373	0.2	83
0.22857142857142856	0.3	35
0.5714285714285714	0.4	7
0.6	0.5	5
1.0	0.6	1
0.08056872037914692	0.0	422
0.11842105263157894	0.1	152
0.2535211267605634	0.2	71
0.28	0.3	25
0.8333333333333334	0.4	6
0.5	0.5	4
0.06310679611650485	0.0	412
0.18238993710691823	0.1	159
0.21621621621621623	0.2	74
0.20833333333333334	0.3	24
0.4	0.4	5
1.0	0.5	4
1.0	0.6	2
0.0625	0.0	416
0.16463414634146342	0.1	164
0.24242424242424243	0.2	66
0.32	0.3	25
0.6	0.4	5
1.0	0.5	2
1.0	0.6	2
0.08275862068965517	0.0	435
0.13245033112582782	0.1	151
0.24242424242424243	0.2	66
0.3125	0.3	16
0.5	0.4	6
0.8	0.5	5
0.0	0.6	1
0.06015037593984962	0.0	399
0.15723270440251572	0.1	159
0.22784810126582278	0.2	79
0.25925925925925924	0.3	27
0.5	0.4	10
0.8333333333333334	0.5	6
0.06937799043062201	0.0	418
0.14838709677419354	0.1	155
0.2465753424657534	0.2	73
0.32	0.3	25
0.6	0.4	5
0.75	0.5	4
0.059850374064837904	0.0	401
0.15822784810126583	0.1	158
0.24096385542168675	0.2	83
0.28	0.3	25
0.5	0.4	6
0.6	0.5	5
1.0	0.6	2
0.058823529411764705	0.0	408
0.18181818181818182	0.1	165
0.23529411764705882	0.2	68
0.23076923076923078	0.3	26
0.3333333333333333	0.4	6
1.0	0.5	5
0.5	0.6	2
0.0645933014354067	0.0	418
0.16560509554140126	0.1	157
0.25	0.2	72
0.2857142857142857	0.3	21
0.5	0.4	6
0.6666666666666666	0.5	6
0.07568807339449542	0.0	436
0.15602836879432624	0.1	141
0.203125	0.2	64
0.2857142857142857	0.3	28
0.625	0.4	8
1.0	0.5	3
0.061124694376528114	0.0	409
0.16447368421052633	0.1	152
0.23684210526315788	0.2	76
0.21428571428571427	0.3	28
0.5555555555555556	0.4	9
0.75	0.5	4
1.0	0.6	2
0.06218905472636816	0.0	402
0.16774193548387098	0.1	155
0.24358974358974358	0.2	78
0.17142857142857143	0.3	35
0.6666666666666666	0.4	3
0.8	0.5	5
1.0	0.6	2
0.07398568019093078	0.0	419
0.16568047337278108	0.1	169
0.21428571428571427	0.2	56
0.2	0.3	25
0.5	0.4	6
1.0	0.5	5
0.06666666666666667	0.0	405
0.15337423312883436	0.1	163
0.21794871794871795	0.2	78
0.2727272727272727	0.3	22
0.8333333333333334	0.4	6
0.8	0.5	5
0.0	0.6	1
0.0645933014354067	0.0	418
0.17419354838709677	0.1	155
0.22535211267605634	0.2	71
0.28	0.3	25
0.6	0.4	5
0.6666666666666666	0.5	6
0.06403940886699508	0.0	406
0.15757575757575756	0.1	165
0.2602739726027397	0.2	73
0.21739130434782608	0.3	23
0.5	0.4	6
0.6	0.5	5
1.0	0.6	2
0.06015037593984962	0.0	399
0.15286624203821655	0.1	157
0.2261904761904762	0.2	84
0.3333333333333333	0.3	27
0.3333333333333333	0.4	6
0.8333333333333334	0.5	6
1.0	0.6	1
0.06682577565632458	0.0	419
0.16049382716049382	0.1	162
0.25	0.2	68
0.2631578947368421	0.3	19
0.5	0.4	4
0.75	0.5	8
0.06097560975609756	0.0	410
0.17088607594936708	0.1	158
0.23376623376623376	0.2	77
0.23809523809523808	0.3	21
0.6666666666666666	0.4	9
0.5	0.5	4
1.0	0.6	1
0.06435643564356436	0.0	404
0.16875	0.1	160
0.20481927710843373	0.2	83
0.3181818181818182	0.3	22
0.5	0.4	6
0.8	0.5	5
0.05925925925925926	0.0	405
0.18072289156626506	0.1	166
0.24050632911392406	0.2	79
0.2	0.3	20
0.8333333333333334	0.4	6
0.5	0.5	4
0.05476190476190476	0.0	420
0.19078947368421054	0.1	152
0.25	0.2	68
0.2413793103448276	0.3	29
0.6	0.4	5
0.75	0.5	4
1.0	0.6	2
0.06532663316582915	0.0	398
0.1497005988023952	0.1	167
0.22857142857142856	0.2	70
0.2727272727272727	0.3	33
0.6	0.4	5
0.8	0.5	5
0.5	0.6	2
0.06341463414634146	0.0	410
0.15894039735099338	0.1	151
0.2375	0.2	80
0.25925925925925924	0.3	27
0.4	0.4	5
0.8333333333333334	0.5	6
1.0	0.6	1
0.06506024096385542	0.0	415
0.16556291390728478	0.1	151
0.2328767123287671	0.2	73
0.2692307692307692	0.3	26
0.3333333333333333	0.4	9
0.8	0.5	5
1.0	0.6	1
0.06937799043062201	0.0	418
0.1901840490797546	0.1	163
0.16666666666666666	0.2	60
0.2692307692307692	0.3	26
0.4	0.4	5
0.625	0.5	8
0.06862745098039216	0.0	408
0.1464968152866242	0.1	157
0.24324324324324326	0.2	74
0.23333333333333334	0.3	30
0.8333333333333334	0.4	6
0.5	0.5	4
1.0	0.6	1
0.06807511737089202	0.0	426
0.1780821917808219	0.1	146
0.2328767123287671	0.2	73
0.13636363636363635	0.3	22
0.5714285714285714	0.4	7
0.75	0.5	4
1.0	0.6	2
0.0673076923076923	0.0	416
0.16025641025641027	0.1	156
0.23076923076923078	0.2	78
0.3	0.3	20
0.6	0.4	5
0.6666666666666666	0.5	3
1.0	0.6	2
0.06356968215158924	0.0	409
0.16981132075471697	0.1	159
0.21333333333333335	0.2	75
0.21739130434782608	0.3	23
0.5555555555555556	0.4	9
1.0	0.5	3
1.0	0.6	2
0.06746987951807229	0.0	415
0.13793103448275862	0.1	145
0.27710843373493976	0.2	83
0.2222222222222222	0.3	27
0.5	0.4	4
0.8333333333333334	0.5	6
0.05825242718446602	0.0	412
0.17901234567901234	0.1	162
0.25	0.2	76
0.2857142857142857	0.3	14
0.3	0.4	10
0.8	0.5	5
1.0	0.6	1
0.06310679611650485	0.0	412
0.15384615384615385	0.1	156
0.2535211267605634	0.2	71
0.3	0.3	30
0.5	0.4	4
0.6666666666666666	0.5	3
0.75	0.6	4
0.06419753086419754	0.0	405
0.15950920245398773	0.1	163
0.22857142857142856	0.2	70
0.26666666666666666	0.3	30
0.5	0.4	6
0.8	0.5	5
1.0	0.6	1
0.06699751861042183	0.0	403
0.13496932515337423	0.1	163
0.2631578947368421	0.2	76
0.25	0.3	24
0.4444444444444444	0.4	9
1.0	0.5	3
1.0	0.6	2
0.05980861244019139	0.0	418
0.18354430379746836	0.1	158
0.208955223880597	0.2	67
0.34782608695652173	0.3	23
0.5714285714285714	0.4	7
0.5714285714285714	0.5	7
0.06845965770171149	0.0	409
0.16	0.1	175
0.22727272727272727	0.2	66
0.23809523809523808	0.3	21
0.8	0.4	5
1.0	0.5	3
1.0	0.6	1
0.0671462829736211	0.0	417
0.1568627450980392	0.1	153
0.22666666666666666	0.2	75
0.2916666666666667	0.3	24
0.8	0.4	5
0.6	0.5	5
1.0	0.6	1
0.0687960687960688	0.0	407
0.15483870967741936	0.1	155
0.23684210526315788	0.2	76
0.25806451612903225	0.3	31
0.25	0.4	4
0.6666666666666666	0.5	6
1.0	0.6	1
0.07600950118764846	0.0	421
0.13157894736842105	0.1	152
0.25396825396825395	0.2	63
0.25806451612903225	0.3	31
0.5	0.4	8
0.8	0.5	5
0.05925925925925926	0.0	405
0.1794871794871795	0.1	156
0.19230769230769232	0.2	78
0.3103448275862069	0.3	29
0.42857142857142855	0.4	7
1.0	0.5	4
1.0	0.6	1
0.06103286384976526	0.0	426
0.18666666666666668	0.1	150
0.2318840579710145	0.2	69
0.34615384615384615	0.3	26
0.25	0.4	4
0.75	0.5	4
1.0	0.6	1
0.06912442396313365	0.0	434
0.19607843137254902	0.1	153
0.2	0.2	70
0.2	0.3	15
1.0	0.4	6
1.0	0.5	1
0.0	0.6	1
0.06666666666666667	0.0	405
0.13836477987421383	0.1	159
0.25925925925925924	0.2	81
0.2608695652173913	0.3	23
0.6	0.4	5
0.6666666666666666	0.5	6
1.0	0.6	1
0.06443914081145585	0.0	419
0.17567567567567569	0.1	148
0.20481927710843373	0.2	83
0.35294117647058826	0.3	17
0.3333333333333333	0.4	6
0.8333333333333334	0.5	6
1.0	0.6	1
0.06585365853658537	0.0	410
0.17073170731707318	0.1	164
0.23076923076923078	0.2	65
0.2413793103448276	0.3	29
0.625	0.4	8
0.3333333333333333	0.5	3
1.0	0.6	1
0.0585480093676815	0.0	427
0.18666666666666668	0.1	150
0.24285714285714285	0.2	70
0.3	0.3	20
0.5714285714285714	0.4	7
0.6666666666666666	0.5	6
0.0665024630541872	0.0	406
0.15789473684210525	0.1	152
0.2235294117647059	0.2	85
0.2692307692307692	0.3	26
0.5	0.4	6
0.75	0.5	4
1.0	0.6	1
0.06295399515738499	0.0	413
0.1592356687898089	0.1	157
0.23529411764705882	0.2	68
0.3125	0.3	32
0.8	0.4	5
0.6	0.5	5
0.05955334987593052	0.0	403
0.16666666666666666	0.1	162
0.24324324324324326	0.2	74
0.25806451612903225	0.3	31
0.6666666666666666	0.4	6
0.75	0.5	4
0.05924170616113744	0.0	422
0.1773049645390071	0.1	141
0.2597402597402597	0.2	77
0.26666666666666666	0.3	30
0.5	0.4	4
0.6	0.5	5
1.0	0.6	1
0.06280193236714976	0.0	414
0.17763157894736842	0.1	152
0.24358974358974358	0.2	78
0.18181818181818182	0.3	22
0.625	0.4	8
0.5	0.5	6
0.06419753086419754	0.0	405
0.15384615384615385	0.1	156
0.2222222222222222	0.2	81
0.34615384615384615	0.3	26
0.5	0.4	8
0.5	0.5	2
1.0	0.6	2
0.06067961165048544	0.0	412
0.15894039735099338	0.1	151
0.24691358024691357	0.2	81
0.3076923076923077	0.3	26
0.5	0.4	4
0.8	0.5	5
1.0	0.6	1
0.06313131313131314	0.0	396
0.1524390243902439	0.1	164
0.24358974358974358	0.2	78
0.2413793103448276	0.3	29
0.16666666666666666	0.4	6
1.0	0.5	6
1.0	0.6	1
0.0665083135391924	0.0	421
0.1834319526627219	0.1	169
0.26666666666666666	0.2	60
0.24	0.3	25
0.0	0.4	2
1.0	0.5	2
1.0	0.6	1
0.06030150753768844	0.0	398
0.15822784810126583	0.1	158
0.2345679012345679	0.2	81
0.25806451612903225	0.3	31
0.42857142857142855	0.4	7
1.0	0.5	4
1.0	0.6	1
0.0625	0.0	400
0.16666666666666666	0.1	162
0.21794871794871795	0.2	78
0.23333333333333334	0.3	30
0.6666666666666666	0.4	6
1.0	0.5	4
0.061611374407582936	0.0	422
0.2	0.1	150
0.22784810126582278	0.2	79
0.34782608695652173	0.3	23
0.3333333333333333	0.4	6
0.06341463414634146	0.0	410
0.16233766233766234	0.1	154
0.2345679012345679	0.2	81
0.21739130434782608	0.3	23
0.6	0.4	5
0.8	0.5	5
1.0	0.6	2
0.05755395683453238	0.0	417
0.19230769230769232	0.1	156
0.24	0.2	75
0.18181818181818182	0.3	22
0.8333333333333334	0.4	6
1.0	0.5	3
0.0	0.6	1
0.058823529411764705	0.0	408
0.18633540372670807	0.1	161
0.25675675675675674	0.2	74
0.16666666666666666	0.3	24
0.5555555555555556	0.4	9
0.5	0.5	4
0.07380952380952381	0.0	420
0.13793103448275862	0.1	145
0.25316455696202533	0.2	79
0.19230769230769232	0.3	26
0.5	0.4	4
1.0	0.5	6
0.05825242718446602	0.0	412
0.17123287671232876	0.1	146
0.23376623376623376	0.2	77
0.25806451612903225	0.3	31
0.5	0.4	8
0.8	0.5	5
1.0	0.6	1
0.06082725060827251	0.0	411
0.17006802721088435	0.1	147
0.19753086419753085	0.2	81
0.34615384615384615	0.3	26
0.375	0.4	8
0.8333333333333334	0.5	6
1.0	0.6	1
0.07451923076923077	0.0	416
0.14864864864864866	0.1	148
0.20270270270270271	0.2	74
0.2413793103448276	0.3	29
0.5	0.4	6
0.8	0.5	5
1.0	0.6	2
0.06451612903225806	0.0	403
0.15625	0.1	160
0.22784810126582278	0.2	79
0.2962962962962963	0.3	27
0.6666666666666666	0.4	6
0.6	0.5	5
0.06310679611650485	0.0	412
0.17901234567901234	0.1	162
0.22666666666666666	0.2	75
0.2222222222222222	0.3	18
0.42857142857142855	0.4	7
0.8	0.5	5
1.0	0.6	1
0.060453400503778336	0.0	397
0.15723270440251572	0.1	159
0.23076923076923078	0.2	78
0.26666666666666666	0.3	30
0.25	0.4	8
0.8571428571428571	0.5	7
1.0	0.6	1
0.0703883495145631	0.0	412
0.1346153846153846	0.1	156
0.2631578947368421	0.2	76
0.23076923076923078	0.3	26
0.75	0.4	4
0.8333333333333334	0.5	6
0.061274509803921566	0.0	408
0.1513157894736842	0.1	152
0.2631578947368421	0.2	76
0.2571428571428571	0.3	35
1.0	0.4	3
0.5	0.5	4
1.0	0.6	2
0.07211538461538461	0.0	416
0.15384615384615385	0.1	156
0.2028985507246377	0.2	69
0.2962962962962963	0.3	27
0.4	0.4	5
0.8	0.5	5
1.0	0.6	2
0.07913669064748201	0.0	417
0.12345679012345678	0.1	162
0.23076923076923078	0.2	65
0.2916666666666667	0.3	24
0.8333333333333334	0.4	6
0.6666666666666666	0.5	3
1.0	0.6	2
0.0	0.7	1
0.0665024630541872	0.0	406
0.1411042944785276	0.1	163
0.28125	0.2	64
0.1875	0.3	32
0.6363636363636364	0.4	11
0.6666666666666666	0.5	3
1.0	0.6	1
0.06281407035175879	0.0	398
0.15606936416184972	0.1	173
0.24	0.2	75
0.25	0.3	24
0.75	0.4	4
0.8	0.5	5
1.0	0.6	1
0.06746987951807229	0.0	415
0.15384615384615385	0.1	156
0.23943661971830985	0.2	71
0.25925925925925924	0.3	27
0.75	0.4	4
0.6666666666666666	0.5	6
1.0	0.6	1
0.07819905213270142	0.0	422
0.12179487179487179	0.1	156
0.2698412698412698	0.2	63
0.25925925925925924	0.3	27
0.5	0.4	6
1.0	0.5	2
0.75	0.6	4
0.06474820143884892	0.0	417
0.19318181818181818	0.1	176
0.19230769230769232	0.2	52
0.2962962962962963	0.3	27
0.5	0.4	6
1.0	0.5	1
1.0	0.6	1
0.07476635514018691	0.0	428
0.1388888888888889	0.1	144
0.2535211267605634	0.2	71
0.25	0.3	24
0.3333333333333333	0.4	6
0.8571428571428571	0.5	7
0.0683371298405467	0.0	439
0.14285714285714285	0.1	133
0.30303030303030304	0.2	66
0.25806451612903225	0.3	31
0.5	0.4	4
0.6666666666666666	0.5	6
1.0	0.6	1
0.06060606060606061	0.0	396
0.18023255813953487	0.1	172
0.18666666666666668	0.2	75
0.32	0.3	25
0.4	0.4	5
0.6666666666666666	0.5	6
1.0	0.6	1
0.06356968215158924	0.0	409
0.16352201257861634	0.1	159
0.2597402597402597	0.2	77
0.30434782608695654	0.3	23
0.14285714285714285	0.4	7
0.75	0.5	4
1.0	0.6	1
0.07021791767554479	0.0	413
0.15853658536585366	0.1	164
0.21428571428571427	0.2	70
0.2916666666666667	0.3	24
0.5	0.4	2
0.8571428571428571	0.5	7
0.06356968215158924	0.0	409
0.16447368421052633	0.1	152
0.23684210526315788	0.2	76
0.2	0.3	30
0.4	0.4	5
0.875	0.5	8
0.059113300492610835	0.0	406
0.17218543046357615	0.1	151
0.21951219512195122	0.2	82
0.2413793103448276	0.3	29
0.6666666666666666	0.4	6
0.8	0.5	5
1.0	0.6	1
0.0625	0.0	400
0.1656441717791411	0.1	163
0.21794871794871795	0.2	78
0.3076923076923077	0.3	26
0.4	0.4	10
1.0	0.5	3
0.06372549019607843	0.0	408
0.16149068322981366	0.1	161
0.2345679012345679	0.2	81
0.2	0.3	20
0.8333333333333334	0.4	6
1.0	0.5	2
1.0	0.6	2
0.07906976744186046	0.0	430
0.12056737588652482	0.1	141
0.25	0.2	72
0.24	0.3	25
0.8	0.4	5
0.75	0.5	4
0.6666666666666666	0.6	3
0.05707196029776675	0.0	403
0.16883116883116883	0.1	154
