Actual Deterioration	Estimated Deterioration	Counts
0.18181818181818182	0.0	55
0.17557251908396945	0.1	131
0.25903614457831325	0.2	166
0.33121019108280253	0.3	157
0.37	0.4	100
0.5641025641025641	0.5	39
0.6	0.6	15
0.9166666666666666	0.7	12
0.8	0.8	5
0.16363636363636364	0.0	55
0.175	0.1	120
0.24293785310734464	0.2	177
0.33088235294117646	0.3	136
0.3364485981308411	0.4	107
0.65	0.5	40
0.6363636363636364	0.6	22
0.7368421052631579	0.7	19
0.75	0.8	4
0.16666666666666666	0.0	54
0.18620689655172415	0.1	145
0.28901734104046245	0.2	173
0.3208955223880597	0.3	134
0.31958762886597936	0.4	97
0.5675675675675675	0.5	37
0.7222222222222222	0.6	18
0.75	0.7	16
0.8333333333333334	0.8	6
0.17307692307692307	0.0	52
0.21678321678321677	0.1	143
0.2887700534759358	0.2	187
0.2848101265822785	0.3	158
0.34328358208955223	0.4	67
0.5428571428571428	0.5	35
0.7647058823529411	0.6	17
0.8125	0.7	16
0.75	0.8	4
1.0	0.9	1
0.16666666666666666	0.0	60
0.21323529411764705	0.1	136
0.28160919540229884	0.2	174
0.31756756756756754	0.3	148
0.3116883116883117	0.4	77
0.5116279069767442	0.5	43
0.5789473684210527	0.6	19
0.7272727272727273	0.7	11
0.9	0.8	10
1.0	0.9	2
0.14285714285714285	0.0	56
0.21014492753623187	0.1	138
0.27325581395348836	0.2	172
0.3057324840764331	0.3	157
0.43902439024390244	0.4	82
0.4473684210526316	0.5	38
0.5909090909090909	0.6	22
0.9090909090909091	0.7	11
0.75	0.8	4
0.18604651162790697	0.0	43
0.14285714285714285	0.1	112
0.2849462365591398	0.2	186
0.33116883116883117	0.3	154
0.3076923076923077	0.4	91
0.46	0.5	50
0.65	0.6	20
0.7777777777777778	0.7	18
1.0	0.8	3
0.6666666666666666	0.9	3
0.16	0.0	50
0.2047244094488189	0.1	127
0.25555555555555554	0.2	180
0.3475609756097561	0.3	164
0.2891566265060241	0.4	83
0.6216216216216216	0.5	37
0.5714285714285714	0.6	21
0.8571428571428571	0.7	14
0.6666666666666666	0.8	3
1.0	0.9	1
0.13725490196078433	0.0	51
0.1888111888111888	0.1	143
0.27586206896551724	0.2	174
0.3254437869822485	0.3	169
0.40298507462686567	0.4	67
0.5116279069767442	0.5	43
0.6666666666666666	0.6	18
0.9166666666666666	0.7	12
0.6666666666666666	0.8	3
0.18867924528301888	0.0	53
0.15503875968992248	0.1	129
0.27011494252873564	0.2	174
0.33774834437086093	0.3	151
0.36363636363636365	0.4	99
0.5853658536585366	0.5	41
0.6111111111111112	0.6	18
0.8333333333333334	0.7	12
0.6666666666666666	0.8	3
0.1694915254237288	0.0	59
0.13846153846153847	0.1	130
0.26993865030674846	0.2	163
0.3374233128834356	0.3	163
0.4157303370786517	0.4	89
0.5555555555555556	0.5	36
0.5454545454545454	0.6	22
0.8666666666666667	0.7	15
0.6666666666666666	0.8	3
0.14583333333333334	0.0	48
0.19424460431654678	0.1	139
0.3020833333333333	0.2	192
0.3333333333333333	0.3	144
0.3253012048192771	0.4	83
0.47619047619047616	0.5	42
0.6666666666666666	0.6	15
0.7777777777777778	0.7	9
1.0	0.8	6
0.5	1.0	2
0.2	0.0	45
0.1693548387096774	0.1	124
0.24864864864864866	0.2	185
0.3227848101265823	0.3	158
0.375	0.4	88
0.5853658536585366	0.5	41
0.6666666666666666	0.6	15
0.7	0.7	20
0.75	0.8	4
0.18181818181818182	0.0	55
0.17037037037037037	0.1	135
0.2717391304347826	0.2	184
0.3511450381679389	0.3	131
0.3111111111111111	0.4	90
0.5853658536585366	0.5	41
0.5714285714285714	0.6	21
0.75	0.7	16
0.8571428571428571	0.8	7
0.11320754716981132	0.0	53
0.1935483870967742	0.1	124
0.2681564245810056	0.2	179
0.30612244897959184	0.3	147
0.3763440860215054	0.4	93
0.5813953488372093	0.5	43
0.6190476190476191	0.6	21
0.6363636363636364	0.7	11
0.875	0.8	8
1.0	0.9	1
0.17777777777777778	0.0	45
0.2066115702479339	0.1	121
0.26063829787234044	0.2	188
0.2945205479452055	0.3	146
0.34375	0.4	96
0.5348837209302325	0.5	43
0.5909090909090909	0.6	22
0.9333333333333333	0.7	15
1.0	0.8	2
0.5	0.9	2
0.16363636363636364	0.0	55
0.203125	0.1	128
0.27586206896551724	0.2	174
0.2913907284768212	0.3	151
0.3723404255319149	0.4	94
0.5476190476190477	0.5	42
0.6111111111111112	0.6	18
0.8571428571428571	0.7	14
0.75	0.8	4
0.14583333333333334	0.0	48
0.1897810218978102	0.1	137
0.2756756756756757	0.2	185
0.3202614379084967	0.3	153
0.4	0.4	80
0.5135135135135135	0.5	37
0.5263157894736842	0.6	19
0.7857142857142857	0.7	14
0.8571428571428571	0.8	7
0.19230769230769232	0.0	52
0.17647058823529413	0.1	119
0.2784090909090909	0.2	176
0.3037974683544304	0.3	158
0.336734693877551	0.4	98
0.5909090909090909	0.5	44
0.7142857142857143	0.6	14
0.6923076923076923	0.7	13
0.8333333333333334	0.8	6
0.15384615384615385	0.0	52
0.18487394957983194	0.1	119
0.2594594594594595	0.2	185
0.3287671232876712	0.3	146
0.3146067415730337	0.4	89
0.6046511627906976	0.5	43
0.6333333333333333	0.6	30
0.7272727272727273	0.7	11
0.8	0.8	5
0.17307692307692307	0.0	52
0.1956521739130435	0.1	138
0.25477707006369427	0.2	157
0.3333333333333333	0.3	153
0.37362637362637363	0.4	91
0.40476190476190477	0.5	42
0.6285714285714286	0.6	35
0.9	0.7	10
1.0	0.8	2
0.21818181818181817	0.0	55
0.1694915254237288	0.1	118
0.2751322751322751	0.2	189
0.310126582278481	0.3	158
0.36	0.4	75
0.5106382978723404	0.5	47
0.6	0.6	20
0.9	0.7	10
0.6666666666666666	0.8	6
1.0	0.9	2
0.2	0.0	55
0.2196969696969697	0.1	132
0.2513089005235602	0.2	191
0.2887323943661972	0.3	142
0.40789473684210525	0.4	76
0.5813953488372093	0.5	43
0.47368421052631576	0.6	19
0.7777777777777778	0.7	18
0.75	0.8	4
0.16279069767441862	0.0	43
0.1875	0.1	128
0.25	0.2	180
0.3312883435582822	0.3	163
0.4186046511627907	0.4	86
0.425531914893617	0.5	47
0.6875	0.6	16
0.8333333333333334	0.7	12
0.8	0.8	5
0.18181818181818182	0.0	55
0.17073170731707318	0.1	123
0.27325581395348836	0.2	172
0.3313253012048193	0.3	166
0.3626373626373626	0.4	91
0.5405405405405406	0.5	37
0.5	0.6	18
0.875	0.7	8
0.8888888888888888	0.8	9
1.0	0.9	1
0.23636363636363636	0.0	55
0.16428571428571428	0.1	140
0.281437125748503	0.2	167
0.32926829268292684	0.3	164
0.32142857142857145	0.4	84
0.6216216216216216	0.5	37
0.6153846153846154	0.6	13
0.7	0.7	10
1.0	0.8	8
0.5	0.9	2
0.19047619047619047	0.0	42
0.168	0.1	125
0.23756906077348067	0.2	181
0.3333333333333333	0.3	156
0.36666666666666664	0.4	90
0.5306122448979592	0.5	49
0.6842105263157895	0.6	19
0.8	0.7	15
1.0	0.8	3
0.15384615384615385	0.0	52
0.16541353383458646	0.1	133
0.2553191489361702	0.2	188
0.3741496598639456	0.3	147
0.36	0.4	75
0.5	0.5	46
0.5714285714285714	0.6	21
1.0	0.7	8
0.75	0.8	8
1.0	0.9	1
1.0	1.0	1
0.15217391304347827	0.0	46
0.1984732824427481	0.1	131
0.24456521739130435	0.2	184
0.3333333333333333	0.3	153
0.43529411764705883	0.4	85
0.4444444444444444	0.5	45
0.5882352941176471	0.6	17
0.7857142857142857	0.7	14
0.8	0.8	5
0.1956521739130435	0.0	46
0.16923076923076924	0.1	130
0.27607361963190186	0.2	163
0.32515337423312884	0.3	163
0.35051546391752575	0.4	97
0.5	0.5	38
0.5652173913043478	0.6	23
0.8	0.7	15
1.0	0.8	3
0.5	0.9	2
0.18333333333333332	0.0	60
0.1693548387096774	0.1	124
0.29120879120879123	0.2	182
0.2838709677419355	0.3	155
0.43902439024390244	0.4	82
0.5333333333333333	0.5	30
0.5185185185185185	0.6	27
0.7857142857142857	0.7	14
0.8333333333333334	0.8	6
0.2222222222222222	0.0	54
0.1984126984126984	0.1	126
0.25287356321839083	0.2	174
0.3108108108108108	0.3	148
0.34782608695652173	0.4	92
0.5	0.5	44
0.631578947368421	0.6	19
0.7777777777777778	0.7	18
0.8	0.8	5
0.17543859649122806	0.0	57
0.18253968253968253	0.1	126
0.26857142857142857	0.2	175
0.3181818181818182	0.3	154
0.35106382978723405	0.4	94
0.5833333333333334	0.5	36
0.65	0.6	20
0.8	0.7	10
0.875	0.8	8
0.20930232558139536	0.0	43
0.15942028985507245	0.1	138
0.24731182795698925	0.2	186
0.35570469798657717	0.3	149
0.35294117647058826	0.4	85
0.5897435897435898	0.5	39
0.6	0.6	20
0.7857142857142857	0.7	14
0.8333333333333334	0.8	6
0.19230769230769232	0.0	52
0.168	0.1	125
0.2774566473988439	0.2	173
0.33544303797468356	0.3	158
0.3263157894736842	0.4	95
0.5869565217391305	0.5	46
0.5555555555555556	0.6	18
0.8571428571428571	0.7	7
0.8333333333333334	0.8	6
0.1956521739130435	0.0	46
0.21705426356589147	0.1	129
0.23728813559322035	0.2	177
0.30718954248366015	0.3	153
0.3695652173913043	0.4	92
0.5510204081632653	0.5	49
0.631578947368421	0.6	19
0.8181818181818182	0.7	11
0.75	0.8	4
0.2	0.0	50
0.16923076923076924	0.1	130
0.24022346368715083	0.2	179
0.3959731543624161	0.3	149
0.30337078651685395	0.4	89
0.5208333333333334	0.5	48
0.6111111111111112	0.6	18
0.8333333333333334	0.7	12
0.8	0.8	5
0.1694915254237288	0.0	59
0.171875	0.1	128
0.25595238095238093	0.2	168
0.32450331125827814	0.3	151
0.43023255813953487	0.4	86
0.5434782608695652	0.5	46
0.5555555555555556	0.6	27
0.6363636363636364	0.7	11
0.75	0.8	4
0.20408163265306123	0.0	49
0.2066115702479339	0.1	121
0.25	0.2	172
0.2947976878612717	0.3	173
0.39473684210526316	0.4	76
0.48	0.5	50
0.631578947368421	0.6	19
0.8235294117647058	0.7	17
0.6666666666666666	0.8	3
0.1724137931034483	0.0	58
0.21428571428571427	0.1	126
0.25257731958762886	0.2	194
0.3472222222222222	0.3	144
0.39080459770114945	0.4	87
0.4594594594594595	0.5	37
0.6	0.6	15
0.7857142857142857	0.7	14
0.8	0.8	5
0.20454545454545456	0.0	44
0.18548387096774194	0.1	124
0.2529411764705882	0.2	170
0.32558139534883723	0.3	172
0.3333333333333333	0.4	84
0.5581395348837209	0.5	43
0.5416666666666666	0.6	24
0.8	0.7	15
0.75	0.8	4
0.25	0.0	48
0.171875	0.1	128
0.2648648648648649	0.2	185
0.3129251700680272	0.3	147
0.3373493975903614	0.4	83
0.52	0.5	50
0.6	0.6	20
0.8571428571428571	0.7	14
0.8	0.8	5
0.16666666666666666	0.0	48
0.17073170731707318	0.1	123
0.2698412698412698	0.2	189
0.3082191780821918	0.3	146
0.42424242424242425	0.4	99
0.4883720930232558	0.5	43
0.6666666666666666	0.6	18
0.7272727272727273	0.7	11
1.0	0.8	3
0.21428571428571427	0.0	56
0.2158273381294964	0.1	139
0.22941176470588234	0.2	170
0.32450331125827814	0.3	151
0.3707865168539326	0.4	89
0.5	0.5	32
0.7142857142857143	0.6	21
0.75	0.7	16
0.8333333333333334	0.8	6
0.2708333333333333	0.0	48
0.20588235294117646	0.1	136
0.25	0.2	188
0.2789115646258503	0.3	147
0.4578313253012048	0.4	83
0.4444444444444444	0.5	36
0.5652173913043478	0.6	23
0.7692307692307693	0.7	13
0.8333333333333334	0.8	6
0.20512820512820512	0.0	39
0.16129032258064516	0.1	124
0.2388888888888889	0.2	180
0.35	0.3	160
0.3626373626373626	0.4	91
0.4883720930232558	0.5	43
0.6363636363636364	0.6	22
0.7142857142857143	0.7	14
1.0	0.8	5
0.5	0.9	2
0.1568627450980392	0.0	51
0.17985611510791366	0.1	139
0.2839506172839506	0.2	162
0.2987012987012987	0.3	154
0.41304347826086957	0.4	92
0.46153846153846156	0.5	39
0.7083333333333334	0.6	24
0.6666666666666666	0.7	15
0.75	0.8	4
0.16363636363636364	0.0	55
0.216	0.1	125
0.24210526315789474	0.2	190
0.3246753246753247	0.3	154
0.375	0.4	80
0.5945945945945946	0.5	37
0.6206896551724138	0.6	29
1.0	0.7	3
0.8571428571428571	0.8	7
0.16666666666666666	0.0	60
0.19008264462809918	0.1	121
0.23595505617977527	0.2	178
0.35294117647058826	0.3	153
0.3924050632911392	0.4	79
0.4	0.5	50
0.7647058823529411	0.6	17
0.7272727272727273	0.7	11
0.8888888888888888	0.8	9
1.0	0.9	2
0.2222222222222222	0.0	54
0.17164179104477612	0.1	134
0.27672955974842767	0.2	159
0.3006535947712418	0.3	153
0.37	0.4	100
0.55	0.5	40
0.6111111111111112	0.6	18
0.6428571428571429	0.7	14
0.875	0.8	8
0.21739130434782608	0.0	46
0.16129032258064516	0.1	124
0.2727272727272727	0.2	176
0.34210526315789475	0.3	152
0.3125	0.4	96
0.5348837209302325	0.5	43
0.5217391304347826	0.6	23
0.7857142857142857	0.7	14
0.8333333333333334	0.8	6
0.1509433962264151	0.0	53
0.1694915254237288	0.1	118
0.22807017543859648	0.2	171
0.38125	0.3	160
0.3655913978494624	0.4	93
0.4	0.5	45
0.7037037037037037	0.6	27
0.9166666666666666	0.7	12
1.0	0.8	1
0.19148936170212766	0.0	47
0.19298245614035087	0.1	114
0.25862068965517243	0.2	174
0.3269230769230769	0.3	156
0.30097087378640774	0.4	103
0.5227272727272727	0.5	44
0.6764705882352942	0.6	34
0.8	0.7	5
1.0	0.8	3
0.2222222222222222	0.0	45
0.15625	0.1	128
0.2717391304347826	0.2	184
0.32679738562091504	0.3	153
0.325	0.4	80
0.5102040816326531	0.5	49
0.65	0.6	20
0.8125	0.7	16
0.8	0.8	5
0.22033898305084745	0.0	59
0.1958041958041958	0.1	143
0.25609756097560976	0.2	164
0.34615384615384615	0.3	156
0.3626373626373626	0.4	91
0.5625	0.5	32
0.5	0.6	16
0.7692307692307693	0.7	13
0.8	0.8	5
1.0	0.9	1
0.21428571428571427	0.0	42
0.19047619047619047	0.1	126
0.24875621890547264	0.2	201
0.34394904458598724	0.3	157
0.34146341463414637	0.4	82
0.5789473684210527	0.5	38
0.7142857142857143	0.6	14
0.6666666666666666	0.7	15
0.8	0.8	5
0.1702127659574468	0.0	47
0.18382352941176472	0.1	136
0.24	0.2	175
0.348993288590604	0.3	149
0.367816091954023	0.4	87
0.55	0.5	40
0.5	0.6	22
0.7647058823529411	0.7	17
0.8333333333333334	0.8	6
1.0	0.9	1
0.1956521739130435	0.0	46
0.16129032258064516	0.1	124
0.28	0.2	175
0.32857142857142857	0.3	140
0.33962264150943394	0.4	106
0.4716981132075472	0.5	53
0.7083333333333334	0.6	24
0.7777777777777778	0.7	9
0.6666666666666666	0.8	3
0.16	0.0	50
0.20833333333333334	0.1	120
0.23163841807909605	0.2	177
0.33986928104575165	0.3	153
0.3707865168539326	0.4	89
0.46153846153846156	0.5	52
0.631578947368421	0.6	19
0.7692307692307693	0.7	13
0.8571428571428571	0.8	7
0.22727272727272727	0.0	44
0.16037735849056603	0.1	106
0.23699421965317918	0.2	173
0.3058823529411765	0.3	170
0.39215686274509803	0.4	102
0.5813953488372093	0.5	43
0.48	0.6	25
0.8181818181818182	0.7	11
0.8333333333333334	0.8	6
0.18604651162790697	0.0	43
0.184	0.1	125
0.2441860465116279	0.2	172
0.32666666666666666	0.3	150
0.35294117647058826	0.4	102
0.5106382978723404	0.5	47
0.65	0.6	20
0.7777777777777778	0.7	18
0.6666666666666666	0.8	3
0.21568627450980393	0.0	51
0.14912280701754385	0.1	114
0.26	0.2	200
0.3103448275862069	0.3	145
0.39759036144578314	0.4	83
0.5227272727272727	0.5	44
0.625	0.6	24
0.7692307692307693	0.7	13
1.0	0.8	4
0.5	0.9	2
0.1836734693877551	0.0	49
0.18045112781954886	0.1	133
0.2556818181818182	0.2	176
0.35185185185185186	0.3	162
0.3253012048192771	0.4	83
0.5675675675675675	0.5	37
0.5714285714285714	0.6	21
0.8571428571428571	0.7	7
0.8	0.8	10
1.0	0.9	1
1.0	1.0	1
0.21568627450980393	0.0	51
0.17692307692307693	0.1	130
0.2542372881355932	0.2	177
0.35403726708074534	0.3	161
0.325	0.4	80
0.5	0.5	44
0.7142857142857143	0.6	21
0.7272727272727273	0.7	11
0.8	0.8	5
0.18518518518518517	0.0	54
0.18	0.1	150
0.27906976744186046	0.2	172
0.35570469798657717	0.3	149
0.3448275862068966	0.4	87
0.5161290322580645	0.5	31
0.7058823529411765	0.6	17
0.7142857142857143	0.7	14
0.8333333333333334	0.8	6
0.1836734693877551	0.0	49
0.21052631578947367	0.1	133
0.23295454545454544	0.2	176
0.3270440251572327	0.3	159
0.449438202247191	0.4	89
0.38095238095238093	0.5	42
0.7058823529411765	0.6	17
0.8888888888888888	0.7	9
0.8333333333333334	0.8	6
0.19148936170212766	0.0	47
0.15702479338842976	0.1	121
0.2554347826086957	0.2	184
0.3081761006289308	0.3	159
0.4	0.4	85
0.5909090909090909	0.5	44
0.5454545454545454	0.6	22
0.7777777777777778	0.7	9
1.0	0.8	7
0.5	0.9	2
0.16326530612244897	0.0	49
0.21481481481481482	0.1	135
0.23121387283236994	0.2	173
0.32894736842105265	0.3	152
0.3894736842105263	0.4	95
0.5384615384615384	0.5	39
0.631578947368421	0.6	19
0.7692307692307693	0.7	13
0.8	0.8	5
0.16666666666666666	0.0	48
0.14925373134328357	0.1	134
0.27624309392265195	0.2	181
0.3355263157894737	0.3	152
0.3333333333333333	0.4	84
0.55	0.5	40
0.782608695652174	0.6	23
0.7692307692307693	0.7	13
0.8	0.8	5
0.18867924528301888	0.0	53
0.18115942028985507	0.1	138
0.25862068965517243	0.2	174
0.3472222222222222	0.3	144
0.3372093023255814	0.4	86
0.5	0.5	42
0.64	0.6	25
0.7777777777777778	0.7	9
1.0	0.8	6
0.6666666666666666	0.9	3
0.1875	0.0	64
0.1917808219178082	0.1	146
0.2640449438202247	0.2	178
0.3380281690140845	0.3	142
0.36486486486486486	0.4	74
0.631578947368421	0.5	38
0.52	0.6	25
1.0	0.7	7
0.8333333333333334	0.8	6
0.17647058823529413	0.0	51
0.1885245901639344	0.1	122
0.24571428571428572	0.2	175
0.35526315789473684	0.3	152
0.3119266055045872	0.4	109
0.631578947368421	0.5	38
0.6923076923076923	0.6	26
0.8571428571428571	0.7	7
0.1702127659574468	0.0	47
0.1984126984126984	0.1	126
0.27835051546391754	0.2	194
0.3076923076923077	0.3	143
0.34831460674157305	0.4	89
0.5	0.5	40
0.6538461538461539	0.6	26
0.8181818181818182	0.7	11
0.75	0.8	4
0.1951219512195122	0.0	41
0.1592920353982301	0.1	113
0.2611111111111111	0.2	180
0.28205128205128205	0.3	156
0.41414141414141414	0.4	99
0.475	0.5	40
0.56	0.6	25
0.7058823529411765	0.7	17
0.8888888888888888	0.8	9
0.21428571428571427	0.0	42
0.16379310344827586	0.1	116
0.25654450261780104	0.2	191
0.3157894736842105	0.3	152
0.3522727272727273	0.4	88
0.5490196078431373	0.5	51
0.5789473684210527	0.6	19
0.7647058823529411	0.7	17
0.75	0.8	4
0.20454545454545456	0.0	44
0.19083969465648856	0.1	131
0.2558139534883721	0.2	172
0.32335329341317365	0.3	167
0.325	0.4	80
0.5714285714285714	0.5	42
0.5416666666666666	0.6	24
0.7333333333333333	0.7	15
1.0	0.8	4
1.0	0.9	1
0.16981132075471697	0.0	53
0.15702479338842976	0.1	121
0.26900584795321636	0.2	171
0.3619631901840491	0.3	163
0.3146067415730337	0.4	89
0.5555555555555556	0.5	45
0.5416666666666666	0.6	24
0.875	0.7	8
0.8333333333333334	0.8	6
0.2	0.0	50
0.17647058823529413	0.1	136
0.2545454545454545	0.2	165
0.32	0.3	150
0.3684210526315789	0.4	95
0.5588235294117647	0.5	34
0.5	0.6	28
0.8666666666666667	0.7	15
0.8571428571428571	0.8	7
0.1896551724137931	0.0	58
0.19166666666666668	0.1	120
0.24598930481283424	0.2	187
0.35714285714285715	0.3	154
0.3058823529411765	0.4	85
0.5897435897435898	0.5	39
0.6363636363636364	0.6	22
0.8571428571428571	0.7	14
1.0	0.8	1
0.21568627450980393	0.0	51
0.13533834586466165	0.1	133
0.26704545454545453	0.2	176
0.3522012578616352	0.3	159
0.38271604938271603	0.4	81
0.475	0.5	40
0.6666666666666666	0.6	21
0.625	0.7	8
1.0	0.8	8
0.6666666666666666	0.9	3
0.22580645161290322	0.0	62
0.1937984496124031	0.1	129
0.25870646766169153	0.2	201
0.3357664233576642	0.3	137
0.36486486486486486	0.4	74
0.5238095238095238	0.5	42
0.5333333333333333	0.6	15
0.8461538461538461	0.7	13
0.8571428571428571	0.8	7
0.20754716981132076	0.0	53
0.1532258064516129	0.1	124
0.2594594594594595	0.2	185
0.30434782608695654	0.3	161
0.41025641025641024	0.4	78
0.5777777777777777	0.5	45
0.6875	0.6	16
0.8461538461538461	0.7	13
0.8	0.8	5
0.22	0.0	50
0.15254237288135594	0.1	118
0.2647058823529412	0.2	170
0.2865853658536585	0.3	164
0.43820224719101125	0.4	89
0.4375	0.5	48
0.7	0.6	20
0.6666666666666666	0.7	12
1.0	0.8	7
0.5	0.9	2
0.15555555555555556	0.0	45
0.17829457364341086	0.1	129
0.25	0.2	180
0.3375796178343949	0.3	157
0.3645833333333333	0.4	96
0.5428571428571428	0.5	35
0.7142857142857143	0.6	21
0.8333333333333334	0.7	12
0.8	0.8	5
0.16666666666666666	0.0	48
0.16129032258064516	0.1	124
0.2648648648648649	0.2	185
0.3108108108108108	0.3	148
0.39080459770114945	0.4	87
0.5	0.5	48
0.6956521739130435	0.6	23
0.8181818181818182	0.7	11
0.8333333333333334	0.8	6
0.17647058823529413	0.0	51
0.1773049645390071	0.1	141
0.2839506172839506	0.2	162
0.3197278911564626	0.3	147
0.29591836734693877	0.4	98
0.6363636363636364	0.5	44
0.6666666666666666	0.6	18
0.7857142857142857	0.7	14
0.8	0.8	5
0.23636363636363636	0.0	55
0.2	0.1	135
0.2608695652173913	0.2	184
0.3184713375796178	0.3	157
0.38823529411764707	0.4	85
0.5172413793103449	0.5	29
0.5263157894736842	0.6	19
1.0	0.7	12
0.75	0.8	4
0.18181818181818182	0.0	44
0.17424242424242425	0.1	132
0.2235294117647059	0.2	170
0.35294117647058826	0.3	153
0.3804347826086957	0.4	92
0.5	0.5	46
0.5454545454545454	0.6	22
0.875	0.7	16
0.8	0.8	5
0.2	0.0	50
0.1532258064516129	0.1	124
0.30113636363636365	0.2	176
0.27631578947368424	0.3	152
0.3883495145631068	0.4	103
0.5454545454545454	0.5	33
0.6086956521739131	0.6	23
0.75	0.7	12
0.8571428571428571	0.8	7
0.16981132075471697	0.0	53
0.1896551724137931	0.1	116
0.24293785310734464	0.2	177
0.3310810810810811	0.3	148
0.38461538461538464	0.4	91
0.46808510638297873	0.5	47
0.5357142857142857	0.6	28
0.6666666666666666	0.7	6
0.9166666666666666	0.8	12
0.5	0.9	2
0.20512820512820512	0.0	39
0.1652892561983471	0.1	121
0.2857142857142857	0.2	182
0.27325581395348836	0.3	172
0.4069767441860465	0.4	86
0.5609756097560976	0.5	41
0.5454545454545454	0.6	22
0.8333333333333334	0.7	12
0.8	0.8	5
0.19148936170212766	0.0	47
0.16176470588235295	0.1	136
0.27011494252873564	0.2	174
0.31788079470198677	0.3	151
0.40425531914893614	0.4	94
0.475	0.5	40
0.6666666666666666	0.6	18
0.75	0.7	16
1.0	0.8	3
1.0	0.9	1
0.12903225806451613	0.0	62
0.21641791044776118	0.1	134
0.24719101123595505	0.2	178
0.34285714285714286	0.3	140
0.3793103448275862	0.4	87
0.5	0.5	40
0.6521739130434783	0.6	23
0.9090909090909091	0.7	11
0.8	0.8	5
0.21818181818181817	0.0	55
0.15492957746478872	0.1	142
0.25	0.2	172
0.3431952662721893	0.3	169
0.49333333333333335	0.4	75
0.45454545454545453	0.5	33
0.5263157894736842	0.6	19
1.0	0.7	8
0.8571428571428571	0.8	7
0.21666666666666667	0.0	60
