Actual Sepsis Rate	Estimated Sepsis Rate	Counts	Label	Predictions
0.8275862068965517	1.0	29	Protein	0.8671645922969119
0.0	0.2	3	Protein	0.13686254272690185
0.16666666666666666	0.3	6	Protein	0.22815029892315308
0.3888888888888889	0.4	18	Protein	0.3194380551194044
0.55	0.5	20	Protein	0.4107258113156556
0.65625	0.6	32	Protein	0.5020135675119068
0.5573770491803278	0.7	61	Protein	0.5933013237081581
0.6730769230769231	0.8	52	Protein	0.6845890799044094
0.6976744186046512	0.9	43	Protein	0.7758768361006606
0.896551724137931	1.0	29	Protein	0.8671645922969119
0.0	0.2	1	Protein	0.13686254272690185
0.2	0.3	10	Protein	0.22815029892315308
0.2857142857142857	0.4	7	Protein	0.3194380551194044
0.47619047619047616	0.5	21	Protein	0.4107258113156556
0.5609756097560976	0.6	41	Protein	0.5020135675119068
0.5616438356164384	0.7	73	Protein	0.5933013237081581
0.7884615384615384	0.8	52	Protein	0.6845890799044094
0.7674418604651163	0.9	43	Protein	0.7758768361006606
0.8125	1.0	16	Protein	0.8671645922969119
0.0	0.2	1	Protein	0.13686254272690185
0.2	0.3	5	Protein	0.22815029892315308
0.3333333333333333	0.4	9	Protein	0.3194380551194044
0.48	0.5	25	Protein	0.4107258113156556
0.5	0.6	32	Protein	0.5020135675119068
0.631578947368421	0.7	57	Protein	0.5933013237081581
0.6333333333333333	0.8	60	Protein	0.6845890799044094
0.7333333333333333	0.9	45	Protein	0.7758768361006606
0.8666666666666667	1.0	30	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.16666666666666666	0.3	6	Protein	0.22815029892315308
0.09090909090909091	0.4	11	Protein	0.3194380551194044
0.56	0.5	25	Protein	0.4107258113156556
0.5151515151515151	0.6	33	Protein	0.5020135675119068
0.6	0.7	45	Protein	0.5933013237081581
0.6615384615384615	0.8	65	Protein	0.6845890799044094
0.78	0.9	50	Protein	0.7758768361006606
0.8518518518518519	1.0	27	Protein	0.8671645922969119
0.0	0.1	1	Protein	0.045574786530650585
0.0	0.2	3	Protein	0.13686254272690185
0.5	0.3	6	Protein	0.22815029892315308
0.5	0.4	10	Protein	0.3194380551194044
0.4090909090909091	0.5	22	Protein	0.4107258113156556
0.4666666666666667	0.6	30	Protein	0.5020135675119068
0.6491228070175439	0.7	57	Protein	0.5933013237081581
0.6461538461538462	0.8	65	Protein	0.6845890799044094
0.75	0.9	44	Protein	0.7758768361006606
0.8461538461538461	1.0	26	Protein	0.8671645922969119
0.0	0.2	3	Protein	0.13686254272690185
0.0	0.3	5	Protein	0.22815029892315308
0.4444444444444444	0.4	9	Protein	0.3194380551194044
0.5238095238095238	0.5	21	Protein	0.4107258113156556
0.5897435897435898	0.6	39	Protein	0.5020135675119068
0.5490196078431373	0.7	51	Protein	0.5933013237081581
0.559322033898305	0.8	59	Protein	0.6845890799044094
0.851063829787234	0.9	47	Protein	0.7758768361006606
0.8666666666666667	1.0	30	Protein	0.8671645922969119
0.0	0.2	3	Protein	0.13686254272690185
0.2857142857142857	0.3	7	Protein	0.22815029892315308
0.3333333333333333	0.4	9	Protein	0.3194380551194044
0.55	0.5	20	Protein	0.4107258113156556
0.47058823529411764	0.6	34	Protein	0.5020135675119068
0.543859649122807	0.7	57	Protein	0.5933013237081581
0.68	0.8	50	Protein	0.6845890799044094
0.8035714285714286	0.9	56	Protein	0.7758768361006606
0.8214285714285714	1.0	28	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.14285714285714285	0.3	7	Protein	0.22815029892315308
0.36363636363636365	0.4	11	Protein	0.3194380551194044
0.5625	0.5	16	Protein	0.4107258113156556
0.6	0.6	35	Protein	0.5020135675119068
0.5106382978723404	0.7	47	Protein	0.5933013237081581
0.6896551724137931	0.8	58	Protein	0.6845890799044094
0.7213114754098361	0.9	61	Protein	0.7758768361006606
0.8148148148148148	1.0	27	Protein	0.8671645922969119
0.16666666666666666	0.3	6	Protein	0.22815029892315308
0.2222222222222222	0.4	9	Protein	0.3194380551194044
0.48148148148148145	0.5	27	Protein	0.4107258113156556
0.631578947368421	0.6	38	Protein	0.5020135675119068
0.5652173913043478	0.7	46	Protein	0.5933013237081581
0.6551724137931034	0.8	58	Protein	0.6845890799044094
0.6808510638297872	0.9	47	Protein	0.7758768361006606
0.8787878787878788	1.0	33	Protein	0.8671645922969119
0.0	0.3	6	Protein	0.22815029892315308
0.38461538461538464	0.4	13	Protein	0.3194380551194044
0.5416666666666666	0.5	24	Protein	0.4107258113156556
0.55	0.6	40	Protein	0.5020135675119068
0.5692307692307692	0.7	65	Protein	0.5933013237081581
0.68	0.8	50	Protein	0.6845890799044094
0.8043478260869565	0.9	46	Protein	0.7758768361006606
0.85	1.0	20	Protein	0.8671645922969119
0.3333333333333333	0.2	3	Protein	0.13686254272690185
0.0	0.3	4	Protein	0.22815029892315308
0.26666666666666666	0.4	15	Protein	0.3194380551194044
0.55	0.5	20	Protein	0.4107258113156556
0.5882352941176471	0.6	34	Protein	0.5020135675119068
0.5102040816326531	0.7	49	Protein	0.5933013237081581
0.7321428571428571	0.8	56	Protein	0.6845890799044094
0.7115384615384616	0.9	52	Protein	0.7758768361006606
0.8387096774193549	1.0	31	Protein	0.8671645922969119
0.0	0.2	3	Protein	0.13686254272690185
0.0	0.3	4	Protein	0.22815029892315308
0.3333333333333333	0.4	6	Protein	0.3194380551194044
0.5882352941176471	0.5	17	Protein	0.4107258113156556
0.5217391304347826	0.6	46	Protein	0.5020135675119068
0.6111111111111112	0.7	54	Protein	0.5933013237081581
0.5555555555555556	0.8	54	Protein	0.6845890799044094
0.82	0.9	50	Protein	0.7758768361006606
0.8333333333333334	1.0	30	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.2	0.3	5	Protein	0.22815029892315308
0.2	0.4	10	Protein	0.3194380551194044
0.5416666666666666	0.5	24	Protein	0.4107258113156556
0.5555555555555556	0.6	36	Protein	0.5020135675119068
0.532258064516129	0.7	62	Protein	0.5933013237081581
0.7090909090909091	0.8	55	Protein	0.6845890799044094
0.8421052631578947	0.9	38	Protein	0.7758768361006606
0.78125	1.0	32	Protein	0.8671645922969119
0.2	0.2	5	Protein	0.13686254272690185
0.2857142857142857	0.3	7	Protein	0.22815029892315308
0.35294117647058826	0.4	17	Protein	0.3194380551194044
0.5555555555555556	0.5	18	Protein	0.4107258113156556
0.6153846153846154	0.6	26	Protein	0.5020135675119068
0.5370370370370371	0.7	54	Protein	0.5933013237081581
0.6842105263157895	0.8	57	Protein	0.6845890799044094
0.75	0.9	52	Protein	0.7758768361006606
0.8214285714285714	1.0	28	Protein	0.8671645922969119
0.2	0.3	5	Protein	0.22815029892315308
0.3333333333333333	0.4	15	Protein	0.3194380551194044
0.5263157894736842	0.5	19	Protein	0.4107258113156556
0.5588235294117647	0.6	34	Protein	0.5020135675119068
0.5573770491803278	0.7	61	Protein	0.5933013237081581
0.6938775510204082	0.8	49	Protein	0.6845890799044094
0.7547169811320755	0.9	53	Protein	0.7758768361006606
0.7857142857142857	1.0	28	Protein	0.8671645922969119
0.0	0.2	1	Protein	0.13686254272690185
0.2	0.3	5	Protein	0.22815029892315308
0.3333333333333333	0.4	12	Protein	0.3194380551194044
0.4782608695652174	0.5	23	Protein	0.4107258113156556
0.5555555555555556	0.6	36	Protein	0.5020135675119068
0.5964912280701754	0.7	57	Protein	0.5933013237081581
0.6326530612244898	0.8	49	Protein	0.6845890799044094
0.75	0.9	52	Protein	0.7758768361006606
0.8620689655172413	1.0	29	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.2	0.3	5	Protein	0.22815029892315308
0.3333333333333333	0.4	12	Protein	0.3194380551194044
0.5	0.5	22	Protein	0.4107258113156556
0.5454545454545454	0.6	33	Protein	0.5020135675119068
0.5	0.7	44	Protein	0.5933013237081581
0.6610169491525424	0.8	59	Protein	0.6845890799044094
0.8043478260869565	0.9	46	Protein	0.7758768361006606
0.8048780487804879	1.0	41	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.25	0.3	4	Protein	0.22815029892315308
0.1	0.4	10	Protein	0.3194380551194044
0.5238095238095238	0.5	21	Protein	0.4107258113156556
0.6071428571428571	0.6	28	Protein	0.5020135675119068
0.576271186440678	0.7	59	Protein	0.5933013237081581
0.6	0.8	55	Protein	0.6845890799044094
0.7777777777777778	0.9	54	Protein	0.7758768361006606
0.8387096774193549	1.0	31	Protein	0.8671645922969119
0.0	0.2	2	Protein	0.13686254272690185
0.2857142857142857	0.3	7	Protein	0.22815029892315308
0.2	0.4	15	Protein	0.3194380551194044
0.5925925925925926	0.5	27	Protein	0.4107258113156556
0.5925925925925926	0.6	27	Protein	0.5020135675119068
0.64	0.7	50	Protein	0.5933013237081581
0.6031746031746031	0.8	63	Protein	0.6845890799044094
0.7555555555555555	0.9	45	Protein	0.7758768361006606
0.8571428571428571	1.0	28	Protein	0.8671645922969119
0.0	0.2	5	Protein	0.13686254272690185
0.4	0.3	5	Protein	0.22815029892315308
0.5	0.4	8	Protein	0.3194380551194044
0.5416666666666666	0.5	24	Protein	0.4107258113156556
0.5277777777777778	0.6	36	Protein	0.5020135675119068
0.52	0.7	50	Protein	0.5933013237081581
0.6842105263157895	0.8	57	Protein	0.6845890799044094
0.75	0.9	52	Protein	0.7758768361006606
0.8518518518518519	1.0	27	Protein	0.8671645922969119
0.0	0.2	3	Protein	0.13686254272690185
0.25	0.3	4	Protein	0.22815029892315308
0.3333333333333333	0.4	18	Protein	0.3194380551194044
0.5555555555555556	0.5	18	Protein	0.4107258113156556
0.5161290322580645	0.6	31	Protein	0.5020135675119068
0.5964912280701754	0.7	57	Protein	0.5933013237081581
0.6885245901639344	0.8	61	Protein	0.6845890799044094
0.7111111111111111	0.9	45	Protein	0.7758768361006606
0.8888888888888888	1.0	27	Protein	0.8671645922969119
0.0	0.2	5	Protein	0.13686254272690185
0.5	0.3	4	Protein	0.22815029892315308
0.3333333333333333	0.4	12	Protein	0.3194380551194044
0.56	0.5	25	Protein	0.4107258113156556
0.46875	0.6	32	Protein	0.5020135675119068
0.6428571428571429	0.7	56	Protein	0.5933013237081581
0.6379310344827587	0.8	58	Protein	0.6845890799044094
0.7777777777777778	0.9	45	Protein	0.7758768361006606
0.8148148148148148	1.0	27	Protein	0.8671645922969119
0.0	0.2	1	Protein	0.13686254272690185
0.3333333333333333	0.3	6	Protein	0.22815029892315308
0.2	0.4	15	Protein	0.3194380551194044
0.4	0.5	25	Protein	0.4107258113156556
0.6382978723404256	0.6	47	Protein	0.5020135675119068
0.5769230769230769	0.7	52	Protein	0.5933013237081581
0.74	0.8	50	Protein	0.6845890799044094
0.7111111111111111	0.9	45	Protein	0.7758768361006606
0.9130434782608695	1.0	23	Protein	0.8671645922969119
0.0	0.2	1	Protein	0.13686254272690185
0.125	0.3	8	Protein	0.22815029892315308
0.2727272727272727	0.4	11	Protein	0.3194380551194044
0.5555555555555556	0.5	27	Protein	0.4107258113156556
0.5	0.6	34	Protein	0.5020135675119068
0.6206896551724138	0.7	58	Protein	0.5933013237081581
0.7058823529411765	0.8	51	Protein	0.6845890799044094
0.7142857142857143	0.9	49	Protein	0.7758768361006606
0.88	1.0	25	Protein	0.8671645922969119
0.0	0.2	5	Protein	0.13686254272690185
0.2	0.3	5	Protein	0.22815029892315308
0.4	0.4	10	Protein	0.3194380551194044
0.56	0.5	25	Protein	0.4107258113156556
0.5555555555555556	0.6	36	Protein	0.5020135675119068
0.59375	0.7	64	Protein	0.5933013237081581
0.6530612244897959	0.8	49	Protein	0.6845890799044094
0.7674418604651163	0.9	43	Protein	0.7758768361006606
0.8518518518518519	1.0	27	Protein	0.8671645922969119
0.0	0.2	4	Protein	0.13686254272690185
0.2857142857142857	0.3	7	Protein	0.22815029892315308
0.35714285714285715	0.4	14	Protein	0.3194380551194044
0.5769230769230769	0.5	26	Protein	0.4107258113156556
0.59375	0.6	32	Protein	0.5020135675119068
0.5272727272727272	0.7	55	Protein	0.5933013237081581
0.7090909090909091	0.8	55	Protein	0.6845890799044094
0.75	0.9	44	Protein	0.7758768361006606
0.8518518518518519	1.0	27	Protein	0.8671645922969119
0.25	0.2	4	Protein	0.13686254272690185
0.3333333333333333	0.3	6	Protein	0.22815029892315308
0.35	0.4	20	Protein	0.3194380551194044
0.5333333333333333	0.5	15	Protein	0.4107258113156556
