	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
416	GO_Biological_Process_2023	Response To Interferon-Beta (GO:0035456)	1/29	0.1046020777922812	0.1816772930076463	0	0	9.474285714285717	21.389070339886597	CALM1
417	GO_Biological_Process_2023	Defense Response To Fungus (GO:0050832)	1/29	0.1046020777922812	0.1816772930076463	0	0	9.474285714285717	21.389070339886597	GAPDH
418	GO_Biological_Process_2023	Negative Regulation Of Response To External Stimulus (GO:0032102)	2/146	0.1064553579483438	0.1844548684260087	0	0	3.7124624624624625	8.316025641102556	SAA1;YWHAZ
419	GO_Biological_Process_2023	Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)	1/30	0.1080095250991305	0.1853780501701389	0	0	9.14712643678161	20.3572579045293	CRP
420	GO_Biological_Process_2023	Lamellipodium Organization (GO:0097581)	1/30	0.1080095250991305	0.1853780501701389	0	0	9.14712643678161	20.3572579045293	VCL
421	GO_Biological_Process_2023	Prostaglandin Metabolic Process (GO:0006693)	1/30	0.1080095250991305	0.1853780501701389	0	0	9.14712643678161	20.3572579045293	PTGDS
422	GO_Biological_Process_2023	Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)	1/30	0.1080095250991305	0.1853780501701389	0	0	9.14712643678161	20.3572579045293	CALM1
423	GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	4/480	0.1098722415826606	0.1876552930947402	0	0	2.2698412698412698	5.012801508775526	CRP;SAA1;GAPDH;ACTG1
424	GO_Biological_Process_2023	Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	2/149	0.110105808584407	0.1876552930947402	0	0	3.636146350432065	8.022478705642351	TMSB4X;FLNA
425	GO_Biological_Process_2023	Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	1/31	0.1114041753771805	0.1876552930947402	0	0	8.841777777777779	19.40408125999615	CALR
426	GO_Biological_Process_2023	Positive Regulation Of Leukocyte Migration (GO:0002687)	1/31	0.1114041753771805	0.1876552930947402	0	0	8.841777777777779	19.40408125999615	ICAM1
427	GO_Biological_Process_2023	Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	1/31	0.1114041753771805	0.1876552930947402	0	0	8.841777777777779	19.40408125999615	CALR
428	GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	1/31	0.1114041753771805	0.1876552930947402	0	0	8.841777777777779	19.40408125999615	CTSD
429	GO_Biological_Process_2023	Regulation Of Protein Autophosphorylation (GO:0031952)	1/31	0.1114041753771805	0.1876552930947402	0	0	8.841777777777779	19.40408125999615	CALM1
430	GO_Biological_Process_2023	Positive Regulation Of Cholesterol Transport (GO:0032376)	1/31	0.1114041753771805	0.1876552930947402	0	0	8.841777777777779	19.40408125999615	PLTP
431	GO_Biological_Process_2023	Regulation Of Cholesterol Efflux (GO:0010874)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	PLTP
432	GO_Biological_Process_2023	Transition Metal Ion Transport (GO:0000041)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	CP
433	GO_Biological_Process_2023	Amide Transport (GO:0042886)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	PLTP
434	GO_Biological_Process_2023	Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	PVR
435	GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase I (GO:0006356)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	FLNA
436	GO_Biological_Process_2023	Regulation Of Transmembrane Transport (GO:0034762)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	ACTB
437	GO_Biological_Process_2023	Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	1/32	0.1147860760194061	0.1902618520321664	0	0	8.556129032258065	18.52132495692828	CALM1
438	GO_Biological_Process_2023	Epithelium Development (GO:0060429)	2/154	0.1162626313296574	0.1922703196932375	0	0	3.515647226173542	7.565333865443248	VCL;CTSB
439	GO_Biological_Process_2023	Actin Filament Bundle Assembly (GO:0051017)	1/33	0.118155274306829	0.1927656834758603	0	0	8.288333333333334	17.701854626205957	HSP90B1
440	GO_Biological_Process_2023	Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)	1/33	0.118155274306829	0.1927656834758603	0	0	8.288333333333334	17.701854626205957	CALM1
441	GO_Biological_Process_2023	Regulation Of Potassium Ion Transmembrane Transport (GO:1901379)	1/33	0.118155274306829	0.1927656834758603	0	0	8.288333333333334	17.701854626205957	FLNA
442	GO_Biological_Process_2023	Regulation Of Protein Polymerization (GO:0032271)	1/33	0.118155274306829	0.1927656834758603	0	0	8.288333333333334	17.701854626205957	PFN1
443	GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	1/33	0.118155274306829	0.1927656834758603	0	0	8.288333333333334	17.701854626205957	PVR
444	GO_Biological_Process_2023	Regulation Of Activated T Cell Proliferation (GO:0046006)	1/33	0.118155274306829	0.1927656834758603	0	0	8.288333333333334	17.701854626205957	IGFBP2
445	GO_Biological_Process_2023	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	3/319	0.1214379169141773	0.1960390652091308	0	0	2.550026010057222	5.376352741023691	MAN1A1;CALR;HSP90B1
446	GO_Biological_Process_2023	Negative Regulation Of Interleukin-6 Production (GO:0032715)	1/34	0.1215118172783869	0.1960390652091308	0	0	8.036767676767676	16.939446916298973	ORM1
447	GO_Biological_Process_2023	Positive Regulation Of Neuron Death (GO:1901216)	1/34	0.1215118172783869	0.1960390652091308	0	0	8.036767676767676	16.939446916298973	PCSK9
448	GO_Biological_Process_2023	Regulation Of Metal Ion Transport (GO:0010959)	1/34	0.1215118172783869	0.1960390652091308	0	0	8.036767676767676	16.939446916298973	B2M
449	GO_Biological_Process_2023	Semaphorin-Plexin Signaling Pathway (GO:0071526)	1/34	0.1215118172783869	0.1960390652091308	0	0	8.036767676767676	16.939446916298973	FLNA
450	GO_Biological_Process_2023	Regulation Of Cellular Senescence (GO:2000772)	1/35	0.1248557518640663	0.1996591979147844	0	0	7.8	16.22865030634214	B2M
451	GO_Biological_Process_2023	Liver Development (GO:0001889)	1/35	0.1248557518640663	0.1996591979147844	0	0	7.8	16.22865030634214	PCSK9
452	GO_Biological_Process_2023	One-Carbon Compound Transport (GO:0019755)	1/35	0.1248557518640663	0.1996591979147844	0	0	7.8	16.22865030634214	CA2
453	GO_Biological_Process_2023	Regulation Of Cardiac Muscle Contraction (GO:0055117)	1/35	0.1248557518640663	0.1996591979147844	0	0	7.8	16.22865030634214	CALM1
454	GO_Biological_Process_2023	Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	1/36	0.1281871247597126	0.2031961846627759	0	0	7.576761904761905	15.564670508835611	FLNA
455	GO_Biological_Process_2023	Blood Vessel Diameter Maintenance (GO:0097746)	1/36	0.1281871247597126	0.2031961846627759	0	0	7.576761904761905	15.564670508835611	CRP
456	GO_Biological_Process_2023	Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)	1/36	0.1281871247597126	0.2031961846627759	0	0	7.576761904761905	15.564670508835611	CALM1
457	GO_Biological_Process_2023	Regulation Of Receptor Internalization (GO:0002090)	1/36	0.1281871247597126	0.2031961846627759	0	0	7.576761904761905	15.564670508835611	PCSK9
458	GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	3/328	0.1289949741194432	0.2040312662542828	0	0	2.4782718651211804	5.075455763679249	FGB;FGA;FGG
459	GO_Biological_Process_2023	Proteolysis (GO:0006508)	3/330	0.1306970050241875	0.2062739687990437	0	0	2.4628628880231243	5.011614605997403	CTSD;CTSB;CPN1
460	GO_Biological_Process_2023	Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)	1/37	0.1315059825524281	0.2066522582966727	0	0	7.365925925925926	14.943275535371535	PPIA
461	GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	1/37	0.1315059825524281	0.2066522582966727	0	0	7.365925925925926	14.943275535371535	PCSK9
462	GO_Biological_Process_2023	Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)	1/38	0.1348123716113367	0.2109348745470484	0	0	7.166486486486487	14.360716643585402	TMSB4X
463	GO_Biological_Process_2023	Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)	1/38	0.1348123716113367	0.2109348745470484	0	0	7.166486486486487	14.360716643585402	CDH1
464	GO_Biological_Process_2023	Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	1/39	0.1381063381564738	0.2137850778285714	0	0	6.977543859649122	13.813662144979054	CD14
465	GO_Biological_Process_2023	Regulation Of Receptor-Mediated Endocytosis (GO:0048259)	1/39	0.1381063381564738	0.2137850778285714	0	0	6.977543859649122	13.813662144979054	B2M
466	GO_Biological_Process_2023	Positive Regulation Of ATP-dependent Activity (GO:0032781)	1/39	0.1381063381564738	0.2137850778285714	0	0	6.977543859649122	13.813662144979054	PFN1
467	GO_Biological_Process_2023	Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	1/39	0.1381063381564738	0.2137850778285714	0	0	6.977543859649122	13.813662144979054	FLNA
468	GO_Biological_Process_2023	Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	1/39	0.1381063381564738	0.2137850778285714	0	0	6.977543859649122	13.813662144979054	FBLN1
469	GO_Biological_Process_2023	Negative Regulation Of Protein Localization (GO:1903828)	1/40	0.1413879282392794	0.2174738048765187	0	0	6.798290598290598	13.29914172209874	YWHAZ
470	GO_Biological_Process_2023	Protein Deacetylation (GO:0006476)	1/40	0.1413879282392794	0.2174738048765187	0	0	6.798290598290598	13.29914172209874	FLNA
471	GO_Biological_Process_2023	Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	1/40	0.1413879282392794	0.2174738048765187	0	0	6.798290598290598	13.29914172209874	CDH1
472	GO_Biological_Process_2023	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	2/175	0.1430013030918474	0.2194903721874868	0	0	3.0856116231838775	6.0012107861497945	FLNA;GAPDH
473	GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	2/176	0.1443059933845288	0.2197094525250424	0	0	3.0677228953091022	5.938557126033418	COL18A1;QSOX1
474	GO_Biological_Process_2023	Positive Regulation Of Viral Process (GO:0048524)	1/41	0.1446571877506478	0.2197094525250424	0	0	6.628	12.814499363467858	PPIA
475	GO_Biological_Process_2023	Lymphocyte Migration (GO:0072676)	1/41	0.1446571877506478	0.2197094525250424	0	0	6.628	12.814499363467858	SAA1
476	GO_Biological_Process_2023	Positive Regulation Of Actin Filament Polymerization (GO:0030838)	1/41	0.1446571877506478	0.2197094525250424	0	0	6.628	12.814499363467858	PFN1
477	GO_Biological_Process_2023	Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)	1/41	0.1446571877506478	0.2197094525250424	0	0	6.628	12.814499363467858	PIGR
478	GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	2/178	0.1469230084554965	0.2226849773250324	0	0	3.0325552825552826	5.815975781594025	ORM1;TMSB4X
479	GO_Biological_Process_2023	Substantia Nigra Development (GO:0021762)	1/42	0.1479141624036626	0.2227918711723218	0	0	6.4660162601626014	12.357353409839916	CALM1
480	GO_Biological_Process_2023	Collagen Fibril Organization (GO:0030199)	1/42	0.1479141624036626	0.2227918711723218	0	0	6.4660162601626014	12.357353409839916	COL18A1
481	GO_Biological_Process_2023	Sensory Perception Of Bitter Taste (GO:0050913)	1/42	0.1479141624036626	0.2227918711723218	0	0	6.4660162601626014	12.357353409839916	PIGR
482	GO_Biological_Process_2023	Regulation Of Primary Metabolic Process (GO:0080090)	1/43	0.15115889773631	0.226738346604465	0	0	6.311746031746032	11.9255624938045	SERPINA3
483	GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	1/43	0.15115889773631	0.226738346604465	0	0	6.311746031746032	11.9255624938045	CDH1
484	GO_Biological_Process_2023	Negative Regulation Of Immune System Process (GO:0002683)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	AMBP
485	GO_Biological_Process_2023	Autophagosome Maturation (GO:0097352)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	CALM1
486	GO_Biological_Process_2023	Lymphocyte Chemotaxis (GO:0048247)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	SAA1
487	GO_Biological_Process_2023	Regulation Of Transport (GO:0051049)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	ACTG1
488	GO_Biological_Process_2023	Mitotic Spindle Assembly (GO:0090307)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	FLNA
489	GO_Biological_Process_2023	Positive Regulation Of Chemotaxis (GO:0050921)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	TMSB4X
490	GO_Biological_Process_2023	Embryonic Organ Morphogenesis (GO:0048562)	1/44	0.1543914391423307	0.228285508792937	0	0	6.1646511627906975	11.5171963880252	EFEMP1
491	GO_Biological_Process_2023	Establishment Of Protein Localization To Extracellular Region (GO:0035592)	1/45	0.157611831816104	0.2311640199969526	0	0	6.024242424242424	11.130510964997924	FGG
492	GO_Biological_Process_2023	Negative Regulation Of Response To Biotic Stimulus (GO:0002832)	1/45	0.157611831816104	0.2311640199969526	0	0	6.024242424242424	11.130510964997924	YWHAZ
493	GO_Biological_Process_2023	Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)	1/45	0.157611831816104	0.2311640199969526	0	0	6.024242424242424	11.130510964997924	PIGR
494	GO_Biological_Process_2023	Regulation Of Apoptotic Signaling Pathway (GO:2001233)	1/45	0.157611831816104	0.2311640199969526	0	0	6.024242424242424	11.130510964997924	PPIA
495	GO_Biological_Process_2023	Epithelial Cell Migration (GO:0010631)	1/46	0.1608201208195244	0.2344486098694272	0	0	5.890074074074074	10.763926603538268	LRG1
496	GO_Biological_Process_2023	Vacuolar Transport (GO:0007034)	1/46	0.1608201208195244	0.2344486098694272	0	0	5.890074074074074	10.763926603538268	PCSK9
497	GO_Biological_Process_2023	Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	1/46	0.1608201208195244	0.2344486098694272	0	0	5.890074074074074	10.763926603538268	TMSB4X
498	GO_Biological_Process_2023	Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720)	1/47	0.1640163510278258	0.2372029299725131	0	0	5.7617391304347825	10.416009512433067	ORM1
499	GO_Biological_Process_2023	Regulation Of T Cell Differentiation (GO:0045580)	1/47	0.1640163510278258	0.2372029299725131	0	0	5.7617391304347825	10.416009512433067	ACTB
500	GO_Biological_Process_2023	Secondary Alcohol Metabolic Process (GO:1902652)	1/47	0.1640163510278258	0.2372029299725131	0	0	5.7617391304347825	10.416009512433067	APOF
501	GO_Biological_Process_2023	Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	1/47	0.1640163510278258	0.2372029299725131	0	0	5.7617391304347825	10.416009512433067	LRG1
502	GO_Biological_Process_2023	Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	1/48	0.1672005671849301	0.2408484360640065	0	0	5.63886524822695	10.085455516530567	CRP
503	GO_Biological_Process_2023	Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	1/48	0.1672005671849301	0.2408484360640065	0	0	5.63886524822695	10.085455516530567	FBLN1
504	GO_Biological_Process_2023	Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	1/49	0.1703728138367953	0.2430071961601441	0	0	5.521111111111111	9.771075944218463	ORM1
505	GO_Biological_Process_2023	Neurogenesis (GO:0022008)	1/49	0.1703728138367953	0.2430071961601441	0	0	5.521111111111111	9.771075944218463	PCSK9
506	GO_Biological_Process_2023	Nuclear Export (GO:0051168)	1/49	0.1703728138367953	0.2430071961601441	0	0	5.521111111111111	9.771075944218463	CALR
507	GO_Biological_Process_2023	Negative Regulation Of T Cell Activation (GO:0050868)	1/49	0.1703728138367953	0.2430071961601441	0	0	5.521111111111111	9.771075944218463	FGL1
508	GO_Biological_Process_2023	Regulation Of Cell Communication (GO:0010646)	1/49	0.1703728138367953	0.2430071961601441	0	0	5.521111111111111	9.771075944218463	IGFBP7
509	GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	1/50	0.1735331353639065	0.2465460983839455	0	0	5.408163265306122	9.4717853003048	PFN1
510	GO_Biological_Process_2023	Positive Regulation Of Transport (GO:0051050)	1/50	0.1735331353639065	0.2465460983839455	0	0	5.408163265306122	9.4717853003048	ACTB
511	GO_Biological_Process_2023	Negative Regulation Of Programmed Cell Death (GO:0043069)	3/381	0.1765735786972776	0.2490695615294064	0	0	2.1250271798217004	3.684834557926899	FLNA;YWHAZ;HSP90B1
512	GO_Biological_Process_2023	Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	1/51	0.176681576016039	0.2490695615294064	0	0	5.299733333333333	9.186590470597055	PVR
513	GO_Biological_Process_2023	Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279)	1/51	0.176681576016039	0.2490695615294064	0	0	5.299733333333333	9.186590470597055	CALM1
514	GO_Biological_Process_2023	Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	1/51	0.176681576016039	0.2490695615294064	0	0	5.299733333333333	9.186590470597055	PFN1
515	GO_Biological_Process_2023	Organic Substance Transport (GO:0071702)	2/201	0.1776603603511521	0.249613763981335	0	0	2.678935216623658	4.628882973741536	PLTP;HSP90B1
516	GO_Biological_Process_2023	Regulation Of Translation (GO:0006417)	2/202	0.1790199563958341	0.249613763981335	0	0	2.6654054054054055	4.585184948198706	CALR;GAPDH
517	GO_Biological_Process_2023	Negative Regulation Of Innate Immune Response (GO:0045824)	1/52	0.1798181798377937	0.249613763981335	0	0	5.195555555555556	8.914581245175166	YWHAZ
518	GO_Biological_Process_2023	Negative Regulation Of Response To Stimulus (GO:0048585)	1/52	0.1798181798377937	0.249613763981335	0	0	5.195555555555556	8.914581245175166	AMBP
519	GO_Biological_Process_2023	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	1/52	0.1798181798377937	0.249613763981335	0	0	5.195555555555556	8.914581245175166	FLNA
520	GO_Biological_Process_2023	Arachidonic Acid Metabolic Process (GO:0019369)	1/52	0.1798181798377937	0.249613763981335	0	0	5.195555555555556	8.914581245175166	PTGDS
521	GO_Biological_Process_2023	Regulation Of Protein Localization To Nucleus (GO:1900180)	1/52	0.1798181798377937	0.249613763981335	0	0	5.195555555555556	8.914581245175166	YWHAZ
522	GO_Biological_Process_2023	Regulation Of Proteolysis (GO:0030162)	1/52	0.1798181798377937	0.249613763981335	0	0	5.195555555555556	8.914581245175166	CST3
523	GO_Biological_Process_2023	Glycoprotein Metabolic Process (GO:0009100)	1/53	0.1829429907725733	0.2510710988674635	0	0	5.095384615384615	8.654921969357183	MAN1A1
524	GO_Biological_Process_2023	Actin Cytoskeleton Reorganization (GO:0031532)	1/53	0.1829429907725733	0.2510710988674635	0	0	5.095384615384615	8.654921969357183	FLNA
525	GO_Biological_Process_2023	Protein Homotetramerization (GO:0051289)	1/53	0.1829429907725733	0.2510710988674635	0	0	5.095384615384615	8.654921969357183	B2M
526	GO_Biological_Process_2023	Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	1/53	0.1829429907725733	0.2510710988674635	0	0	5.095384615384615	8.654921969357183	CALM1
527	GO_Biological_Process_2023	Cellular Response To Alcohol (GO:0097306)	1/53	0.1829429907725733	0.2510710988674635	0	0	5.095384615384615	8.654921969357183	CDH1
528	GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)	1/53	0.1829429907725733	0.2510710988674635	0	0	5.095384615384615	8.654921969357183	CST3
529	GO_Biological_Process_2023	Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	2/207	0.1858421628553032	0.252479802149495	0	0	2.599736321687541	4.374985902997636	IGFBP2;IGFBP6
530	GO_Biological_Process_2023	Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	1/54	0.1860560525481816	0.252479802149495	0	0	4.998993710691824	8.406844180342443	CALR
531	GO_Biological_Process_2023	Regulation Of Lipid Metabolic Process (GO:0019216)	1/54	0.1860560525481816	0.252479802149495	0	0	4.998993710691824	8.406844180342443	SERPINA3
532	GO_Biological_Process_2023	Apical Junction Assembly (GO:0043297)	1/54	0.1860560525481816	0.252479802149495	0	0	4.998993710691824	8.406844180342443	VCL
533	GO_Biological_Process_2023	Peptidyl-Tyrosine Modification (GO:0018212)	1/54	0.1860560525481816	0.252479802149495	0	0	4.998993710691824	8.406844180342443	EFEMP1
534	GO_Biological_Process_2023	Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	1/54	0.1860560525481816	0.252479802149495	0	0	4.998993710691824	8.406844180342443	TMSB4X
535	GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	4/594	0.1894303771892256	0.2565792049242123	0	0	1.820527306967985	3.0288726772742605	SAA1;CALR;TIMP1;ACTB
536	GO_Biological_Process_2023	Pattern Recognition Receptor Signaling Pathway (GO:0002221)	1/56	0.1922471028417366	0.2584655493761126	0	0	4.816727272727273	7.942656787655047	CD14
537	GO_Biological_Process_2023	Peptide Metabolic Process (GO:0006518)	1/56	0.1922471028417366	0.2584655493761126	0	0	4.816727272727273	7.942656787655047	CPN1
538	GO_Biological_Process_2023	Positive Regulation Of Cellular Metabolic Process (GO:0031325)	1/56	0.1922471028417366	0.2584655493761126	0	0	4.816727272727273	7.942656787655047	B2M
539	GO_Biological_Process_2023	Regulation Of Cation Channel Activity (GO:2001257)	1/56	0.1922471028417366	0.2584655493761126	0	0	4.816727272727273	7.942656787655047	CALM1
540	GO_Biological_Process_2023	Eye Development (GO:0001654)	1/58	0.1983916774913417	0.2637955272137621	0	0	4.647251461988304	7.516985160791354	EFEMP1
541	GO_Biological_Process_2023	Regulation Of Neuron Death (GO:1901214)	1/58	0.1983916774913417	0.2637955272137621	0	0	4.647251461988304	7.516985160791354	PCSK9
542	GO_Biological_Process_2023	Positive Regulation Of Type II Interferon Production (GO:0032729)	1/58	0.1983916774913417	0.2637955272137621	0	0	4.647251461988304	7.516985160791354	CD14
543	GO_Biological_Process_2023	Regulation Of Phagocytosis (GO:0050764)	1/58	0.1983916774913417	0.2637955272137621	0	0	4.647251461988304	7.516985160791354	CALR
544	GO_Biological_Process_2023	Renal System Development (GO:0072001)	1/58	0.1983916774913417	0.2637955272137621	0	0	4.647251461988304	7.516985160791354	PCSK9
545	GO_Biological_Process_2023	Selective Autophagy (GO:0061912)	1/58	0.1983916774913417	0.2637955272137621	0	0	4.647251461988304	7.516985160791354	CALR
546	GO_Biological_Process_2023	Positive Regulation Of Protein Binding (GO:0032092)	1/59	0.2014466441390773	0.2668800431477557	0	0	4.566896551724138	7.317221977698906	B2M
547	GO_Biological_Process_2023	Phospholipid Transport (GO:0015914)	1/59	0.2014466441390773	0.2668800431477557	0	0	4.566896551724138	7.317221977698906	PLTP
548	GO_Biological_Process_2023	Sterol Metabolic Process (GO:0016125)	1/60	0.2044901207943848	0.2699269594485879	0	0	4.489265536723164	7.1255221394231345	APOF
549	GO_Biological_Process_2023	Positive Regulation Of Phagocytosis (GO:0050766)	1/60	0.2044901207943848	0.2699269594485879	0	0	4.489265536723164	7.1255221394231345	CALR
550	GO_Biological_Process_2023	Positive Regulation Of Interleukin-8 Production (GO:0032757)	1/61	0.2075221500610244	0.2719514096467577	0	0	4.4142222222222225	6.941440359030599	CD14
551	GO_Biological_Process_2023	Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	1/61	0.2075221500610244	0.2719514096467577	0	0	4.4142222222222225	6.941440359030599	PPIA
552	GO_Biological_Process_2023	Negative Regulation Of Viral Process (GO:0048525)	1/61	0.2075221500610244	0.2719514096467577	0	0	4.4142222222222225	6.941440359030599	PPIA
553	GO_Biological_Process_2023	Negative Regulation Of Autophagy (GO:0010507)	1/61	0.2075221500610244	0.2719514096467577	0	0	4.4142222222222225	6.941440359030599	QSOX1
554	GO_Biological_Process_2023	Negative Regulation Of Kinase Activity (GO:0033673)	1/62	0.210542774482205	0.275104594207449	0	0	4.341639344262295	6.764562566916031	PPIA
555	GO_Biological_Process_2023	Positive Regulation Of Protein Modification Process (GO:0031401)	2/225	0.2106861630569444	0.275104594207449	0	0	2.3877105805356926	3.7185861506151574	CALM1;PPIA
556	GO_Biological_Process_2023	Regulation Of Secretion By Cell (GO:1903530)	1/64	0.2165499777789261	0.2817478205510759	0	0	4.203386243386244	6.430903167126818	SAA1
557	GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	1/64	0.2165499777789261	0.2817478205510759	0	0	4.203386243386244	6.430903167126818	CTSD
558	GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	2/231	0.2190462150692777	0.2844857820041067	0	0	2.324442346276407	3.5296018822697923	CALR;TIMP1
559	GO_Biological_Process_2023	Positive Regulation Of Cell Cycle (GO:0045787)	1/65	0.2195366408889244	0.2846135737238556	0	0	4.1375	6.273426994160108	CALR
560	GO_Biological_Process_2023	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	2/232	0.2204425842861619	0.2852786384879742	0	0	2.3142185663924795	3.499371565744372	FLNA;GAPDH
561	GO_Biological_Process_2023	Regulation Of Neurogenesis (GO:0050767)	1/67	0.2254762993301082	0.2887051028459587	0	0	4.011717171717172	5.975614111882971	B2M
562	GO_Biological_Process_2023	Peptidyl-Tyrosine Phosphorylation (GO:0018108)	1/67	0.2254762993301082	0.2887051028459587	0	0	4.011717171717172	5.975614111882971	EFEMP1
563	GO_Biological_Process_2023	Protein Secretion (GO:0009306)	1/67	0.2254762993301082	0.2887051028459587	0	0	4.011717171717172	5.975614111882971	FGG
564	GO_Biological_Process_2023	Regulation Of Viral Genome Replication (GO:0045069)	1/67	0.2254762993301082	0.2887051028459587	0	0	4.011717171717172	5.975614111882971	PPIA
565	GO_Biological_Process_2023	Cholesterol Metabolic Process (GO:0008203)	1/67	0.2254762993301082	0.2887051028459587	0	0	4.011717171717172	5.975614111882971	APOF
566	GO_Biological_Process_2023	Negative Regulation Of Cellular Catabolic Process (GO:0031330)	1/67	0.2254762993301082	0.2887051028459587	0	0	4.011717171717172	5.975614111882971	TIMP1
567	GO_Biological_Process_2023	B Cell Differentiation (GO:0030183)	1/68	0.2284293779420443	0.2914582221193747	0	0	3.951641791044776	5.834710479551735	VCAM1
568	GO_Biological_Process_2023	Cell-Cell Junction Organization (GO:0045216)	1/68	0.2284293779420443	0.2914582221193747	0	0	3.951641791044776	5.834710479551735	CDH1
569	GO_Biological_Process_2023	Regulation Of Heart Contraction (GO:0008016)	1/69	0.2313713447185862	0.293491539436464	0	0	3.8933333333333335	5.698793885846119	CALM1
570	GO_Biological_Process_2023	Phagocytosis (GO:0006909)	1/69	0.2313713447185862	0.293491539436464	0	0	3.8933333333333335	5.698793885846119	CD14
