	False Positive Rate	True Positive Rate	Threshold
0	0.0	0.0	inf
1	0.0028089887640449437	0.0	0.9948908993017972
2	0.0028089887640449437	0.009900990099009901	0.9855690501398864
3	0.008426966292134831	0.009900990099009901	0.977830364848547
4	0.008426966292134831	0.039603960396039604	0.9665572189687013
5	0.011235955056179775	0.039603960396039604	0.9644566621644587
6	0.011235955056179775	0.10891089108910891	0.9435503170351781
7	0.014044943820224719	0.10891089108910891	0.9420138007835154
8	0.014044943820224719	0.1485148514851485	0.933761156586536
9	0.016853932584269662	0.1485148514851485	0.9277821996420813
10	0.016853932584269662	0.15841584158415842	0.9231677901353275
11	0.019662921348314606	0.15841584158415842	0.9228197897432494
12	0.019662921348314606	0.16831683168316833	0.9228117314658049
13	0.02247191011235955	0.16831683168316833	0.9056800108381564
14	0.02247191011235955	0.1782178217821782	0.9021493170280791
15	0.03089887640449438	0.1782178217821782	0.884501760821938
16	0.03089887640449438	0.2079207920792079	0.8708974110383536
17	0.03932584269662921	0.2079207920792079	0.8662711366580472
18	0.03932584269662921	0.22772277227722773	0.8578049830440388
19	0.0449438202247191	0.22772277227722773	0.8484179253397394
20	0.0449438202247191	0.2376237623762376	0.847234511454924
21	0.06741573033707865	0.2376237623762376	0.8197569880678743
22	0.06741573033707865	0.24752475247524752	0.8183064204959306
23	0.07865168539325842	0.24752475247524752	0.8133695047471812
24	0.07865168539325842	0.25742574257425743	0.8030120297811593
25	0.0898876404494382	0.25742574257425743	0.7887361954890976
26	0.0898876404494382	0.26732673267326734	0.7780157607607606
27	0.09269662921348315	0.26732673267326734	0.7725536844794028
28	0.09269662921348315	0.27722772277227725	0.7690041231285957
29	0.09831460674157304	0.27722772277227725	0.7586078481086896
30	0.09831460674157304	0.3069306930693069	0.7468832683956289
31	0.1151685393258427	0.3069306930693069	0.7336378113748866
32	0.1151685393258427	0.3564356435643564	0.7246307745942271
33	0.12078651685393259	0.3564356435643564	0.7211069778112218
34	0.12078651685393259	0.36633663366336633	0.7127931670420166
35	0.12359550561797752	0.36633663366336633	0.7106468538765757
36	0.12359550561797752	0.37623762376237624	0.7096188150223421
37	0.12921348314606743	0.37623762376237624	0.7058548300268066
38	0.12921348314606743	0.39603960396039606	0.7039602731538338
39	0.14325842696629212	0.39603960396039606	0.6851435365890963
40	0.14325842696629212	0.40594059405940597	0.6824801840007599
41	0.14887640449438203	0.40594059405940597	0.6759374205528259
42	0.14887640449438203	0.4158415841584158	0.6759140937313453
43	0.15730337078651685	0.4158415841584158	0.6709794303791808
44	0.15730337078651685	0.43564356435643564	0.6681212977750977
45	0.17415730337078653	0.43564356435643564	0.6479591243348631
46	0.17415730337078653	0.44554455445544555	0.6467514707502581
47	0.1853932584269663	0.44554455445544555	0.6352538849637752
48	0.1853932584269663	0.45544554455445546	0.6333287176659627
49	0.18820224719101122	0.45544554455445546	0.6305484415726644
50	0.18820224719101122	0.46534653465346537	0.6213511766243363
51	0.19382022471910113	0.46534653465346537	0.617407409803184
52	0.19382022471910113	0.4752475247524752	0.615760881736695
53	0.19662921348314608	0.4752475247524752	0.6113623259816451
54	0.19662921348314608	0.49504950495049505	0.6063710317646055
55	0.2050561797752809	0.49504950495049505	0.6026404210602595
56	0.2050561797752809	0.504950495049505	0.5959272932305435
57	0.21067415730337077	0.504950495049505	0.5889667483786167
58	0.21067415730337077	0.5148514851485149	0.588358077606531
59	0.21629213483146068	0.5148514851485149	0.5810036306811321
60	0.21629213483146068	0.5445544554455446	0.57200789830842
61	0.2303370786516854	0.5445544554455446	0.5647604172686139
62	0.2303370786516854	0.5544554455445545	0.5636984935904465
63	0.23876404494382023	0.5544554455445545	0.5577612519809259
64	0.23876404494382023	0.5643564356435643	0.555778155615025
65	0.24157303370786518	0.5643564356435643	0.5540957871121462
66	0.24157303370786518	0.5742574257425742	0.5539874969376068
67	0.25842696629213485	0.5742574257425742	0.5336174997511813
68	0.25842696629213485	0.594059405940594	0.5303236070887266
69	0.2640449438202247	0.594059405940594	0.5284743083142519
70	0.2640449438202247	0.6039603960396039	0.526017644094802
71	0.27247191011235955	0.6039603960396039	0.5232337391285135
72	0.27247191011235955	0.6138613861386139	0.5213720394094344
73	0.2949438202247191	0.6138613861386139	0.5077206459484711
74	0.2949438202247191	0.6237623762376238	0.5063500157854136
75	0.32303370786516855	0.6237623762376238	0.47924554322618323
76	0.32303370786516855	0.6435643564356436	0.4756739067311706
77	0.3258426966292135	0.6435643564356436	0.4726972433279683
78	0.3258426966292135	0.6633663366336634	0.4671167759844688
79	0.32865168539325845	0.6633663366336634	0.46613344807580376
80	0.32865168539325845	0.6732673267326733	0.46088728159794834
81	0.3342696629213483	0.6732673267326733	0.45618455395948115
82	0.3342696629213483	0.6831683168316832	0.4555405947720669
83	0.351123595505618	0.6831683168316832	0.4461865713444101
84	0.351123595505618	0.693069306930693	0.4412389748994947
85	0.3595505617977528	0.693069306930693	0.4366425074833725
86	0.3595505617977528	0.7029702970297029	0.4355408875446613
87	0.36235955056179775	0.7029702970297029	0.4341183320209172
88	0.36235955056179775	0.7128712871287128	0.43082372240546063
89	0.3792134831460674	0.7128712871287128	0.4253201331029611
90	0.3792134831460674	0.7227722772277227	0.4245759459634423
91	0.3904494382022472	0.7227722772277227	0.41720401177110983
92	0.3904494382022472	0.7425742574257426	0.4114610183780271
93	0.40168539325842695	0.7425742574257426	0.40483764475845657
94	0.40168539325842695	0.7524752475247525	0.404800908609757
95	0.4101123595505618	0.7524752475247525	0.40169105156799617
96	0.4101123595505618	0.7623762376237624	0.3993615132669583
