	False Positive Rate	True Positive Rate	Threshold
0	0.0	0.0	inf
1	0.0	0.003676470588235294	0.9989439866191431
2	0.0	0.10661764705882353	0.9579015342281617
3	0.005434782608695652	0.10661764705882353	0.952750037777772
4	0.005434782608695652	0.17279411764705882	0.9178461745743243
5	0.016304347826086956	0.17279411764705882	0.9083659586322679
6	0.016304347826086956	0.19852941176470587	0.8844056428121608
7	0.02717391304347826	0.19852941176470587	0.8798512331232419
8	0.02717391304347826	0.20220588235294118	0.8794942701468212
9	0.03260869565217391	0.20220588235294118	0.8738428658891492
10	0.03260869565217391	0.22058823529411764	0.8640794099166015
11	0.03804347826086957	0.22058823529411764	0.8633706280237058
12	0.03804347826086957	0.22794117647058823	0.8584556162076726
13	0.043478260869565216	0.22794117647058823	0.8569820346586892
14	0.043478260869565216	0.29411764705882354	0.8164249830981619
15	0.04891304347826087	0.29411764705882354	0.8121782895854416
16	0.04891304347826087	0.2977941176470588	0.811143653630948
17	0.05434782608695652	0.2977941176470588	0.8106523865379671
18	0.05434782608695652	0.3014705882352941	0.8084598387383098
19	0.059782608695652176	0.3014705882352941	0.8083394160780281
20	0.059782608695652176	0.31985294117647056	0.7871232838203012
21	0.06521739130434782	0.31985294117647056	0.7869549677803525
22	0.06521739130434782	0.3272058823529412	0.7798920630929347
23	0.07065217391304347	0.3272058823529412	0.7657504835999979
24	0.07065217391304347	0.34558823529411764	0.7593807726759357
25	0.08695652173913043	0.34558823529411764	0.7570188861846957
26	0.08695652173913043	0.3639705882352941	0.7415193297878365
27	0.09239130434782608	0.3639705882352941	0.7411991246685116
28	0.09239130434782608	0.375	0.7380324508642343
29	0.09782608695652174	0.375	0.7366406036422098
30	0.09782608695652174	0.3786764705882353	0.7351757632104441
31	0.10326086956521739	0.3786764705882353	0.7345534257798565
32	0.10326086956521739	0.3860294117647059	0.7319916441620316
33	0.11413043478260869	0.3860294117647059	0.7293026065039004
34	0.11413043478260869	0.3897058823529412	0.726847788889543
35	0.11956521739130435	0.3897058823529412	0.7232774407466024
36	0.11956521739130435	0.39338235294117646	0.7166693258146517
37	0.125	0.39338235294117646	0.7123520313673574
38	0.125	0.39705882352941174	0.7117285487465876
39	0.13043478260869565	0.39705882352941174	0.7097259862474133
40	0.13043478260869565	0.40441176470588236	0.7090891429330408
41	0.1358695652173913	0.40441176470588236	0.7079065846519381
42	0.1358695652173913	0.4264705882352941	0.6944980391024534
43	0.14130434782608695	0.4264705882352941	0.6925719176427094
44	0.14130434782608695	0.45588235294117646	0.6714806881235913
45	0.14673913043478262	0.45588235294117646	0.6710534014540507
46	0.14673913043478262	0.45955882352941174	0.6689565318761288
47	0.15217391304347827	0.45955882352941174	0.6676345907670467
48	0.15217391304347827	0.47058823529411764	0.6647984114425521
49	0.15760869565217392	0.47058823529411764	0.6631633968069973
50	0.15760869565217392	0.47794117647058826	0.6564128973998998
51	0.16847826086956522	0.47794117647058826	0.6433216754206497
52	0.16847826086956522	0.48161764705882354	0.6411390060081857
53	0.17391304347826086	0.48161764705882354	0.6409920236222815
54	0.17391304347826086	0.4852941176470588	0.6399224110960617
55	0.1793478260869565	0.4852941176470588	0.638430198397798
56	0.1793478260869565	0.5036764705882353	0.6297862561694217
57	0.18478260869565216	0.5036764705882353	0.6295582787460199
58	0.18478260869565216	0.5073529411764706	0.6245721331152909
59	0.19021739130434784	0.5073529411764706	0.6243908963676524
60	0.19021739130434784	0.5147058823529411	0.6193081494650243
61	0.1956521739130435	0.5147058823529411	0.6176078868996903
62	0.1956521739130435	0.5183823529411765	0.6165911331441131
63	0.20108695652173914	0.5183823529411765	0.6161219991158399
64	0.20108695652173914	0.5698529411764706	0.5972086144459445
65	0.20652173913043478	0.5698529411764706	0.5957217108995424
66	0.20652173913043478	0.5735294117647058	0.5909607240834129
67	0.21195652173913043	0.5735294117647058	0.5885214768015645
68	0.21195652173913043	0.5772058823529411	0.5753913085809116
69	0.22282608695652173	0.5772058823529411	0.5710204570979062
70	0.22282608695652173	0.5808823529411765	0.5664415177101599
71	0.22826086956521738	0.5808823529411765	0.5655813398956776
72	0.22826086956521738	0.5882352941176471	0.5639949414888528
73	0.23369565217391305	0.5882352941176471	0.5603476947848927
74	0.23369565217391305	0.5919117647058824	0.5569504000532335
75	0.24456521739130435	0.5919117647058824	0.5537208538641123
76	0.24456521739130435	0.5955882352941176	0.5510201518529858
77	0.2554347826086957	0.5955882352941176	0.5475552442998893
78	0.2554347826086957	0.6102941176470589	0.541055618763714
79	0.2608695652173913	0.6102941176470589	0.5407284727114648
80	0.2608695652173913	0.6213235294117647	0.5391642448152566
81	0.266304347826087	0.6213235294117647	0.5384461878722684
82	0.266304347826087	0.6286764705882353	0.5349466696801093
83	0.27717391304347827	0.6286764705882353	0.5322802910271774
84	0.27717391304347827	0.6323529411764706	0.5314283200550832
85	0.2826086956521739	0.6323529411764706	0.5263468391808428
86	0.2826086956521739	0.6360294117647058	0.5248178501587812
87	0.30978260869565216	0.6360294117647058	0.5100487325783342
88	0.30978260869565216	0.6470588235294118	0.5086557788593773
89	0.32065217391304346	0.6470588235294118	0.4983375364534143
90	0.32065217391304346	0.6507352941176471	0.49769540130840273
91	0.32608695652173914	0.6507352941176471	0.4973086544496943
92	0.32608695652173914	0.6544117647058824	0.4956129400750349
93	0.33152173913043476	0.6544117647058824	0.4952079380309502
94	0.33152173913043476	0.6580882352941176	0.4937278564327311
95	0.3423913043478261	0.6580882352941176	0.48385657843361696
96	0.3423913043478261	0.6654411764705882	0.4816904112847187
