	False Positive Rate	True Positive Rate	Threshold
0	0.0	0.0	inf
1	0.0	0.01282051282051282	0.9969754929543213
2	0.0	0.15384615384615385	0.9538571636693748
3	0.005376344086021506	0.15384615384615385	0.9522761141499321
4	0.005376344086021506	0.23076923076923078	0.942086692331152
5	0.010752688172043012	0.23076923076923078	0.9413301366366678
6	0.010752688172043012	0.24358974358974358	0.9367109838909211
7	0.016129032258064516	0.24358974358974358	0.9339146504901853
8	0.016129032258064516	0.32051282051282054	0.9162456171489756
9	0.021505376344086023	0.32051282051282054	0.9023400317506944
10	0.021505376344086023	0.3333333333333333	0.8993184427098827
11	0.026881720430107527	0.3333333333333333	0.8991038690569653
12	0.026881720430107527	0.34615384615384615	0.898775252489347
13	0.03225806451612903	0.34615384615384615	0.8979841838141509
14	0.03225806451612903	0.38461538461538464	0.8911759512715077
15	0.043010752688172046	0.38461538461538464	0.8851707522327097
16	0.043010752688172046	0.3974358974358974	0.8807910213204897
17	0.053763440860215055	0.3974358974358974	0.8746349392034507
18	0.053763440860215055	0.41025641025641024	0.872396901160466
19	0.05913978494623656	0.41025641025641024	0.8635355796389963
20	0.05913978494623656	0.4230769230769231	0.8607531809183748
21	0.08064516129032258	0.4230769230769231	0.8385427011230759
22	0.08064516129032258	0.4358974358974359	0.8316078570951506
23	0.0967741935483871	0.4358974358974359	0.8274462322951429
24	0.0967741935483871	0.5	0.7942420869058574
25	0.10752688172043011	0.5	0.7911025723492086
26	0.10752688172043011	0.5128205128205128	0.7826224859883013
27	0.11827956989247312	0.5128205128205128	0.7649829928833961
28	0.11827956989247312	0.5256410256410257	0.7618790448179353
29	0.12365591397849462	0.5256410256410257	0.7600188019826418
30	0.12365591397849462	0.5384615384615384	0.7573847931454947
31	0.12903225806451613	0.5384615384615384	0.7535289953087511
32	0.12903225806451613	0.5641025641025641	0.7371243454160153
33	0.16666666666666666	0.5641025641025641	0.7121100837057982
34	0.16666666666666666	0.5769230769230769	0.7089552652447526
35	0.1827956989247312	0.5769230769230769	0.6948761963262549
36	0.1827956989247312	0.5897435897435898	0.6816305333703254
37	0.1881720430107527	0.5897435897435898	0.6810453765903774
38	0.1881720430107527	0.6025641025641025	0.6803715321930174
39	0.1935483870967742	0.6025641025641025	0.6740520930641027
40	0.1935483870967742	0.6282051282051282	0.6631642268774051
41	0.22580645161290322	0.6282051282051282	0.6223595731746225
42	0.22580645161290322	0.6410256410256411	0.6210529897315215
43	0.23655913978494625	0.6410256410256411	0.6171484546987421
44	0.23655913978494625	0.6538461538461539	0.616719885194611
45	0.24731182795698925	0.6538461538461539	0.6102593673769043
46	0.24731182795698925	0.6794871794871795	0.5980938666487096
47	0.26881720430107525	0.6794871794871795	0.5886372390236178
48	0.26881720430107525	0.6923076923076923	0.5798955230757018
49	0.3118279569892473	0.6923076923076923	0.5575418137692681
50	0.3118279569892473	0.7051282051282052	0.5568758251028652
51	0.3225806451612903	0.7051282051282052	0.5526799505697655
52	0.3225806451612903	0.717948717948718	0.5445715303257344
53	0.34946236559139787	0.717948717948718	0.5326621633599661
54	0.34946236559139787	0.7435897435897436	0.5302637145669349
55	0.3924731182795699	0.7435897435897436	0.4981783091381339
56	0.3924731182795699	0.7564102564102564	0.49747863769336503
57	0.40860215053763443	0.7564102564102564	0.47360811632194394
58	0.40860215053763443	0.7692307692307693	0.4706832664219192
59	0.41397849462365593	0.7692307692307693	0.4642479713147442
60	0.41397849462365593	0.782051282051282	0.4608103340996534
61	0.44623655913978494	0.782051282051282	0.4319268125836822
62	0.44623655913978494	0.7948717948717948	0.43041597612107335
63	0.45161290322580644	0.7948717948717948	0.4270747523840059
64	0.45161290322580644	0.8076923076923077	0.4266003564767192
65	0.45698924731182794	0.8076923076923077	0.39998723364896166
66	0.45698924731182794	0.8333333333333334	0.3893639453557256
67	0.4838709677419355	0.8333333333333334	0.3491245728646248
68	0.4838709677419355	0.8461538461538461	0.32648252194292854
69	0.6021505376344086	0.8461538461538461	0.2131945255528348
70	0.6021505376344086	0.8589743589743589	0.2127108736149818
71	0.6236559139784946	0.8589743589743589	0.2074917392252888
72	0.6236559139784946	0.8717948717948718	0.20329771688291612
73	0.6344086021505376	0.8717948717948718	0.1995772185717839
74	0.6344086021505376	0.8846153846153846	0.19124937416616156
75	0.6774193548387096	0.8846153846153846	0.15569039086786382
76	0.6774193548387096	0.8974358974358975	0.15274131248888975
77	0.7096774193548387	0.8974358974358975	0.12907580837019433
78	0.7096774193548387	0.9102564102564102	0.12858538638322553
79	0.7365591397849462	0.9102564102564102	0.11188056227690403
80	0.7365591397849462	0.9230769230769231	0.11112922289845349
81	0.7419354838709677	0.9230769230769231	0.10840401809372929
82	0.7419354838709677	0.9358974358974359	0.1077743890878019
83	0.7688172043010753	0.9358974358974359	0.10131930776299815
84	0.7688172043010753	0.9487179487179487	0.09951038498502443
85	0.7956989247311828	0.9487179487179487	0.09044879491673964
86	0.7956989247311828	0.9615384615384616	0.08847942314196482
87	0.9408602150537635	0.9615384615384616	0.01568216560131316
88	0.9408602150537635	0.9743589743589743	0.01500307883314171
89	0.9516129032258065	0.9743589743589743	0.013412332612138651
90	0.9516129032258065	1.0	0.0075945533593925136
91	1.0	1.0	0.002098670693865717
