Actual Deterioration	Estimated Deterioration	Counts
0.3103448275862069	0.0	29
0.39316239316239315	0.2	117
0.5231481481481481	0.4	216
0.5174418604651163	0.6	172
0.6788990825688074	0.8	109
0.5945945945945946	1.0	37
0.29411764705882354	0.0	34
0.3875968992248062	0.2	129
0.5247524752475248	0.4	202
0.5416666666666666	0.6	168
0.6601941747572816	0.8	103
0.6363636363636364	1.0	44
0.35	0.0	40
0.4094488188976378	0.2	127
0.5076142131979695	0.4	197
0.5523255813953488	0.6	172
0.6504854368932039	0.8	103
0.6097560975609756	1.0	41
0.26666666666666666	0.0	45
0.4090909090909091	0.2	110
0.5192307692307693	0.4	208
0.5253164556962026	0.6	158
0.6491228070175439	0.8	114
0.6888888888888889	1.0	45
0.2631578947368421	0.0	38
0.3865546218487395	0.2	119
0.5247524752475248	0.4	202
0.5698324022346368	0.6	179
0.6363636363636364	0.8	99
0.6046511627906976	1.0	43
0.23076923076923078	0.0	39
0.3949579831932773	0.2	119
0.5369458128078818	0.4	203
0.5375722543352601	0.6	173
0.6470588235294118	0.8	102
0.6590909090909091	1.0	44
0.30303030303030304	0.0	33
0.3709677419354839	0.2	124
0.54	0.4	200
0.5470588235294118	0.6	170
0.6476190476190476	0.8	105
0.5833333333333334	1.0	48
0.29411764705882354	0.0	34
0.43089430894308944	0.2	123
0.526829268292683	0.4	205
0.49707602339181284	0.6	171
0.6788990825688074	0.8	109
0.6052631578947368	1.0	38
0.2727272727272727	0.0	33
0.36585365853658536	0.2	123
0.5373134328358209	0.4	201
0.5238095238095238	0.6	168
0.6842105263157895	0.8	114
0.6097560975609756	1.0	41
0.2564102564102564	0.0	39
0.3821138211382114	0.2	123
0.5194174757281553	0.4	206
0.5426829268292683	0.6	164
0.7047619047619048	0.8	105
0.6046511627906976	1.0	43
0.24390243902439024	0.0	41
0.4	0.2	115
0.5023923444976076	0.4	209
0.5757575757575758	0.6	165
0.6666666666666666	0.8	105
0.6	1.0	45
0.22580645161290322	0.0	31
0.3643410852713178	0.2	129
0.5360824742268041	0.4	194
0.5730994152046783	0.6	171
0.6260869565217392	0.8	115
0.625	1.0	40
0.2777777777777778	0.0	36
0.41379310344827586	0.2	116
0.5025380710659898	0.4	197
0.5384615384615384	0.6	182
0.6893203883495146	0.8	103
0.5869565217391305	1.0	46
0.3142857142857143	0.0	35
0.3644067796610169	0.2	118
0.5454545454545454	0.4	198
0.5254237288135594	0.6	177
0.6330275229357798	0.8	109
0.6744186046511628	1.0	43
0.2608695652173913	0.0	46
0.42201834862385323	0.2	109
0.52	0.4	200
0.5384615384615384	0.6	182
0.6415094339622641	0.8	106
0.6756756756756757	1.0	37
0.2564102564102564	0.0	39
0.384	0.2	125
0.5621890547263682	0.4	201
0.5172413793103449	0.6	174
0.6597938144329897	0.8	97
0.6363636363636364	1.0	44
0.23076923076923078	0.0	39
0.4230769230769231	0.2	130
0.5380710659898477	0.4	197
0.5340909090909091	0.6	176
0.6185567010309279	0.8	97
0.7073170731707317	1.0	41
0.23809523809523808	0.0	42
0.3983739837398374	0.2	123
0.510989010989011	0.4	182
0.5806451612903226	0.6	186
0.6363636363636364	0.8	110
0.6216216216216216	1.0	37
0.18181818181818182	0.0	33
0.4	0.2	120
0.5145631067961165	0.4	206
0.5517241379310345	0.6	174
0.65	0.8	100
0.6808510638297872	1.0	47
0.2894736842105263	0.0	38
0.39669421487603307	0.2	121
0.5336538461538461	0.4	208
0.5423728813559322	0.6	177
0.6808510638297872	0.8	94
0.5476190476190477	1.0	42
0.3055555555555556	0.0	36
0.36134453781512604	0.2	119
0.533678756476684	0.4	193
0.5647058823529412	0.6	170
0.5752212389380531	0.8	113
0.7142857142857143	1.0	49
0.27906976744186046	0.0	43
0.4049586776859504	0.2	121
0.5284974093264249	0.4	193
0.5287356321839081	0.6	174
0.6759259259259259	0.8	108
0.6097560975609756	1.0	41
0.2777777777777778	0.0	36
0.4198473282442748	0.2	131
0.5279187817258884	0.4	197
0.5227272727272727	0.6	176
0.6458333333333334	0.8	96
0.6818181818181818	1.0	44
0.28	0.0	50
0.39823008849557523	0.2	113
0.5392156862745098	0.4	204
0.5380116959064327	0.6	171
0.6326530612244898	0.8	98
0.6818181818181818	1.0	44
0.34375	0.0	32
0.3333333333333333	0.2	129
0.5678391959798995	0.4	199
0.5535714285714286	0.6	168
0.5892857142857143	0.8	112
0.675	1.0	40
0.2727272727272727	0.0	33
0.376	0.2	125
0.5076142131979695	0.4	197
0.5611111111111111	0.6	180
0.6756756756756757	0.8	111
0.6176470588235294	1.0	34
0.27906976744186046	0.0	43
0.41228070175438597	0.2	114
0.5285714285714286	0.4	210
0.5536723163841808	0.6	177
0.6041666666666666	0.8	96
0.675	1.0	40
0.3125	0.0	32
0.39344262295081966	0.2	122
0.5215311004784688	0.4	209
0.5333333333333333	0.6	165
0.6785714285714286	0.8	112
0.55	1.0	40
0.2631578947368421	0.0	38
0.3769230769230769	0.2	130
0.5336538461538461	0.4	208
0.5345911949685535	0.6	159
0.6857142857142857	0.8	105
0.65	1.0	40
0.21875	0.0	32
0.3968253968253968	0.2	126
0.5187165775401069	0.4	187
0.5597826086956522	0.6	184
0.6509433962264151	0.8	106
0.6	1.0	45
0.2631578947368421	0.0	38
0.41284403669724773	0.2	109
0.5198019801980198	0.4	202
0.5397727272727273	0.6	176
0.6296296296296297	0.8	108
0.6382978723404256	1.0	47
0.28205128205128205	0.0	39
0.36923076923076925	0.2	130
0.5309278350515464	0.4	194
0.5654761904761905	0.6	168
0.6633663366336634	0.8	101
0.6041666666666666	1.0	48
0.2972972972972973	0.0	37
0.3951612903225806	0.2	124
0.5097087378640777	0.4	206
0.5621301775147929	0.6	169
0.6635514018691588	0.8	107
0.5945945945945946	1.0	37
0.3125	0.0	32
0.36885245901639346	0.2	122
0.515625	0.4	192
0.5614973262032086	0.6	187
0.6470588235294118	0.8	102
0.6222222222222222	1.0	45
0.35294117647058826	0.0	34
0.3467741935483871	0.2	124
0.5523809523809524	0.4	210
0.5393939393939394	0.6	165
0.6224489795918368	0.8	98
0.6530612244897959	1.0	49
0.20588235294117646	0.0	34
0.3870967741935484	0.2	124
0.5294117647058824	0.4	187
0.5251396648044693	0.6	179
0.7	0.8	110
0.6086956521739131	1.0	46
0.29411764705882354	0.0	34
0.32592592592592595	0.2	135
0.5609756097560976	0.4	205
0.5536723163841808	0.6	177
0.6808510638297872	0.8	94
0.6285714285714286	1.0	35
0.3333333333333333	0.0	30
0.32142857142857145	0.2	112
0.5467980295566502	0.4	203
0.5263157894736842	0.6	190
0.6764705882352942	0.8	102
0.627906976744186	1.0	43
0.2571428571428571	0.0	35
0.39669421487603307	0.2	121
0.555	0.4	200
0.510989010989011	0.6	182
0.6448598130841121	0.8	107
0.6571428571428571	1.0	35
0.24242424242424243	0.0	33
0.37815126050420167	0.2	119
0.5339805825242718	0.4	206
0.562874251497006	0.6	167
0.635593220338983	0.8	118
0.5675675675675675	1.0	37
0.3055555555555556	0.0	36
0.38461538461538464	0.2	130
0.5463414634146342	0.4	205
0.5287356321839081	0.6	174
0.6593406593406593	0.8	91
0.6363636363636364	1.0	44
0.20689655172413793	0.0	29
0.4180327868852459	0.2	122
0.5025380710659898	0.4	197
0.544973544973545	0.6	189
0.6868686868686869	0.8	99
0.5909090909090909	1.0	44
0.325	0.0	40
0.39072847682119205	0.2	151
0.5683060109289617	0.4	183
0.519774011299435	0.6	177
0.6703296703296703	0.8	91
0.631578947368421	1.0	38
0.2653061224489796	0.0	49
0.38524590163934425	0.2	122
0.5670103092783505	0.4	194
0.5174418604651163	0.6	172
0.6728971962616822	0.8	107
0.6111111111111112	1.0	36
0.3	0.0	30
0.37398373983739835	0.2	123
0.533678756476684	0.4	193
0.5166666666666667	0.6	180
0.672566371681416	0.8	113
0.6341463414634146	1.0	41
0.28125	0.0	32
0.3274336283185841	0.2	113
0.5488372093023256	0.4	215
0.5128205128205128	0.6	156
0.6521739130434783	0.8	115
0.6938775510204082	1.0	49
0.2647058823529412	0.0	34
0.39166666666666666	0.2	120
0.5362318840579711	0.4	207
0.5393939393939394	0.6	165
0.6347826086956522	0.8	115
0.6153846153846154	1.0	39
0.3	0.0	30
0.3357664233576642	0.2	137
0.5773195876288659	0.4	194
0.5352941176470588	0.6	170
0.5979381443298969	0.8	97
0.7115384615384616	1.0	52
0.2702702702702703	0.0	37
0.3543307086614173	0.2	127
0.5612244897959183	0.4	196
0.5657142857142857	0.6	175
0.6020408163265306	0.8	98
0.6382978723404256	1.0	47
0.2631578947368421	0.0	38
0.3728813559322034	0.2	118
0.5147058823529411	0.4	204
0.5654761904761905	0.6	168
0.6415094339622641	0.8	106
0.6739130434782609	1.0	46
0.34285714285714286	0.0	35
0.3277310924369748	0.2	119
0.5634517766497462	0.4	197
0.5465116279069767	0.6	172
0.6218487394957983	0.8	119
0.6052631578947368	1.0	38
0.2972972972972973	0.0	37
0.3939393939393939	0.2	132
0.504950495049505	0.4	202
0.5394736842105263	0.6	152
0.680672268907563	0.8	119
0.6578947368421053	1.0	38
0.3170731707317073	0.0	41
0.30578512396694213	0.2	121
0.5674418604651162	0.4	215
0.5364238410596026	0.6	151
0.6666666666666666	0.8	108
0.6363636363636364	1.0	44
0.3225806451612903	0.0	31
0.375	0.2	128
0.53	0.4	200
0.5372340425531915	0.6	188
0.6666666666666666	0.8	93
0.65	1.0	40
0.28205128205128205	0.0	39
0.4263565891472868	0.2	129
0.4895833333333333	0.4	192
0.5868263473053892	0.6	167
0.6355140186915887	0.8	107
0.5869565217391305	1.0	46
0.25	0.0	44
0.42105263157894735	0.2	133
0.5538461538461539	0.4	195
0.5149700598802395	0.6	167
0.65	0.8	100
0.6585365853658537	1.0	41
0.21052631578947367	0.0	38
0.3983050847457627	0.2	118
0.5072463768115942	0.4	207
0.572289156626506	0.6	166
0.6699029126213593	0.8	103
0.6041666666666666	1.0	48
0.22857142857142856	0.0	35
0.39344262295081966	0.2	122
0.5167464114832536	0.4	209
0.5818181818181818	0.6	165
0.6283185840707964	0.8	113
0.6111111111111112	1.0	36
0.28125	0.0	32
0.3656716417910448	0.2	134
0.5198019801980198	0.4	202
0.5771428571428572	0.6	175
0.6530612244897959	0.8	98
0.6410256410256411	1.0	39
0.225	0.0	40
0.3619047619047619	0.2	105
0.5181347150259067	0.4	193
0.5502958579881657	0.6	169
0.6870229007633588	0.8	131
0.5476190476190477	1.0	42
0.2702702702702703	0.0	37
0.40458015267175573	0.2	131
0.5346534653465347	0.4	202
0.5365853658536586	0.6	164
0.6538461538461539	0.8	104
0.6190476190476191	1.0	42
0.3	0.0	40
0.3482142857142857	0.2	112
0.5297029702970297	0.4	202
0.5523255813953488	0.6	172
0.6792452830188679	0.8	106
0.5833333333333334	1.0	48
0.3448275862068966	0.0	29
0.36065573770491804	0.2	122
0.5673076923076923	0.4	208
0.5031055900621118	0.6	161
0.6333333333333333	0.8	120
0.6	1.0	40
0.34285714285714286	0.0	35
0.359375	0.2	128
0.5255102040816326	0.4	196
0.5574712643678161	0.6	174
0.6138613861386139	0.8	101
0.717391304347826	1.0	46
0.21621621621621623	0.0	37
0.4126984126984127	0.2	126
0.4951923076923077	0.4	208
0.5660377358490566	0.6	159
0.6902654867256637	0.8	113
0.5945945945945946	1.0	37
0.2972972972972973	0.0	37
0.40336134453781514	0.2	119
0.49065420560747663	0.4	214
0.5862068965517241	0.6	174
0.6464646464646465	0.8	99
0.6216216216216216	1.0	37
0.2631578947368421	0.0	38
0.391304347826087	0.2	138
0.5459183673469388	0.4	196
0.5535714285714286	0.6	168
0.6428571428571429	0.8	98
0.6190476190476191	1.0	42
0.2571428571428571	0.0	35
0.3884297520661157	0.2	121
0.5395348837209303	0.4	215
0.5317919075144508	0.6	173
0.6526315789473685	0.8	95
0.6585365853658537	1.0	41
0.3333333333333333	0.0	30
0.373134328358209	0.2	134
0.5380710659898477	0.4	197
0.5581395348837209	0.6	172
0.5981308411214953	0.8	107
0.675	1.0	40
0.2702702702702703	0.0	37
0.42276422764227645	0.2	123
0.5283018867924528	0.4	212
0.5325443786982249	0.6	169
0.6105263157894737	0.8	95
0.7045454545454546	1.0	44
0.2972972972972973	0.0	37
0.42028985507246375	0.2	138
0.5362318840579711	0.4	207
0.5483870967741935	0.6	155
0.625	0.8	104
0.5897435897435898	1.0	39
0.3157894736842105	0.0	38
0.45454545454545453	0.2	121
0.4930232558139535	0.4	215
0.5460122699386503	0.6	163
0.6363636363636364	0.8	99
0.6363636363636364	1.0	44
0.25	0.0	40
0.4083333333333333	0.2	120
0.5204081632653061	0.4	196
0.5470588235294118	0.6	170
0.6481481481481481	0.8	108
0.6304347826086957	1.0	46
0.35135135135135137	0.0	37
0.392	0.2	125
0.4977168949771689	0.4	219
0.5882352941176471	0.6	153
0.6039603960396039	0.8	101
0.6888888888888889	1.0	45
0.32432432432432434	0.0	37
0.35294117647058826	0.2	119
0.5276381909547738	0.4	199
0.5337078651685393	0.6	178
0.71875	0.8	96
0.5882352941176471	1.0	51
0.2558139534883721	0.0	43
0.4152542372881356	0.2	118
0.5380952380952381	0.4	210
0.4968944099378882	0.6	161
0.6666666666666666	0.8	111
0.7027027027027027	1.0	37
0.2894736842105263	0.0	38
0.3523809523809524	0.2	105
0.5217391304347826	0.4	184
0.5309278350515464	0.6	194
0.7130434782608696	0.8	115
0.5454545454545454	1.0	44
0.2857142857142857	0.0	35
0.328	0.2	125
0.5678391959798995	0.4	199
0.5172413793103449	0.6	174
0.6981132075471698	0.8	106
0.6097560975609756	1.0	41
0.2647058823529412	0.0	34
0.3870967741935484	0.2	124
0.5303030303030303	0.4	198
0.52	0.6	175
0.6442307692307693	0.8	104
0.7333333333333333	1.0	45
0.24390243902439024	0.0	41
0.4083333333333333	0.2	120
0.5311004784688995	0.4	209
0.5515151515151515	0.6	165
0.6262626262626263	0.8	99
0.6521739130434783	1.0	46
0.3023255813953488	0.0	43
0.384	0.2	125
0.5346534653465347	0.4	202
0.5476190476190477	0.6	168
0.6470588235294118	0.8	102
0.65	1.0	40
0.21052631578947367	0.0	38
0.3821138211382114	0.2	123
0.5193370165745856	0.4	181
0.5657142857142857	0.6	175
0.6386554621848739	0.8	119
0.6590909090909091	1.0	44
0.24324324324324326	0.0	37
0.3609022556390977	0.2	133
0.5555555555555556	0.4	189
0.573170731707317	0.6	164
0.6052631578947368	0.8	114
0.6511627906976745	1.0	43
0.3333333333333333	0.0	36
0.3888888888888889	0.2	126
0.518324607329843	0.4	191
0.5649717514124294	0.6	177
0.5961538461538461	0.8	104
0.6739130434782609	1.0	46
0.24324324324324326	0.0	37
0.4117647058823529	0.2	119
0.5492957746478874	0.4	213
0.5057471264367817	0.6	174
0.67	0.8	100
0.6216216216216216	1.0	37
0.29411764705882354	0.0	34
0.362962962962963	0.2	135
0.5592417061611374	0.4	211
0.5496688741721855	0.6	151
0.6296296296296297	0.8	108
0.6097560975609756	1.0	41
0.2647058823529412	0.0	34
0.42962962962962964	0.2	135
0.5118483412322274	0.4	211
0.5680473372781065	0.6	169
0.6111111111111112	0.8	90
0.6585365853658537	1.0	41
0.25806451612903225	0.0	31
0.38345864661654133	0.2	133
0.5185185185185185	0.4	189
0.5698924731182796	0.6	186
0.6237623762376238	0.8	101
0.675	1.0	40
0.25	0.0	36
0.3644067796610169	0.2	118
0.544973544973545	0.4	189
0.5257142857142857	0.6	175
0.6607142857142857	0.8	112
0.64	1.0	50
0.2564102564102564	0.0	39
0.41935483870967744	0.2	124
0.515	0.4	200
0.5614035087719298	0.6	171
0.6346153846153846	0.8	104
0.6190476190476191	1.0	42
0.2702702702702703	0.0	37
0.3870967741935484	0.2	124
0.5319148936170213	0.4	188
0.5274725274725275	0.6	182
0.6545454545454545	0.8	110
0.6923076923076923	1.0	39
0.2631578947368421	0.0	38
0.421875	0.2	128
0.5353535353535354	0.4	198
0.5224719101123596	0.6	178
0.6565656565656566	0.8	99
0.6410256410256411	1.0	39
0.1951219512195122	0.0	41
0.3949579831932773	0.2	119
0.5454545454545454	0.4	198
0.5139664804469274	0.6	179
0.7	0.8	100
0.6511627906976745	1.0	43
0.22916666666666666	0.0	48
0.42990654205607476	0.2	107
0.5181818181818182	0.4	220
0.5632911392405063	0.6	158
0.638095238095238	0.8	105
0.6190476190476191	1.0	42
0.325	0.0	40
0.38461538461538464	0.2	130
0.5073891625615764	0.4	203
0.5542168674698795	0.6	166
0.6842105263157895	0.8	95
0.6521739130434783	1.0	46
0.3783783783783784	0.0	37
0.35537190082644626	0.2	121
0.5392156862745098	0.4	204
0.5056818181818182	0.6	176
0.69	0.8	100
0.6666666666666666	1.0	42
0.2631578947368421	0.0	38
0.408	0.2	125
0.51010101010101	0.4	198
0.5380116959064327	0.6	171
0.6728971962616822	0.8	107
0.6585365853658537	1.0	41
0.27906976744186046	0.0	43
0.37606837606837606	0.2	117
0.565	0.4	200
0.5195530726256983	0.6	179
0.64	0.8	100
0.6585365853658537	1.0	41
0.2391304347826087	0.0	46
0.4330708661417323	0.2	127
0.5192307692307693	0.4	208
0.546583850931677	0.6	161
0.6764705882352942	0.8	102
0.6111111111111112	1.0	36
0.3333333333333333	0.0	36
0.366412213740458	0.2	131
0.5421052631578948	0.4	190
0.5459770114942529	0.6	174
0.6448598130841121	0.8	107
0.6190476190476191	1.0	42
0.25	0.0	36
0.3884297520661157	0.2	121
0.5473684210526316	0.4	190
0.546448087431694	0.6	183
0.625	0.8	104
0.6086956521739131	1.0	46
0.4	0.0	40
0.375	0.2	128
0.5242718446601942	0.4	206
0.5609756097560976	0.6	164
0.6039603960396039	0.8	101
0.6829268292682927	1.0	41
0.22857142857142856	0.0	35
0.4015748031496063	0.2	127
0.5454545454545454	0.4	187
0.5168539325842697	0.6	178
0.6666666666666666	0.8	114
0.6153846153846154	1.0	39
0.27586206896551724	0.0	29
0.34710743801652894	0.2	121
0.5435897435897435	0.4	195
0.5431472081218274	0.6	197
0.65	0.8	100
0.6578947368421053	1.0	38
0.3333333333333333	0.0	36
0.36666666666666664	0.2	120
0.5358851674641149	0.4	209
0.5325443786982249	0.6	169
0.6574074074074074	0.8	108
0.631578947368421	1.0	38
0.3333333333333333	0.0	33
0.37209302325581395	0.2	129
0.5242718446601942	0.4	206
0.5418994413407822	0.6	179
0.7010309278350515	0.8	97
0.5833333333333334	1.0	36
0.3055555555555556	0.0	36
0.4036697247706422	0.2	109
0.5049019607843137	0.4	204
0.5714285714285714	0.6	175
0.6194690265486725	0.8	113
0.5813953488372093	1.0	43
0.27906976744186046	0.0	43
0.40625	0.2	96
0.5192307692307693	0.4	208
0.5260115606936416	0.6	173
0.6428571428571429	0.8	112
0.6458333333333334	1.0	48
0.3333333333333333	0.0	36
0.38686131386861317	0.2	137
0.5228426395939086	0.4	197
0.5632911392405063	0.6	158
0.6181818181818182	0.8	110
0.6666666666666666	1.0	42
0.23333333333333334	0.0	30
0.36923076923076925	0.2	130
0.525	0.4	200
0.5617977528089888	0.6	178
0.6470588235294118	0.8	102
0.675	1.0	40
0.3170731707317073	0.0	41
0.3247863247863248	0.2	117
0.5510204081632653	0.4	196
0.5426829268292683	0.6	164
0.6440677966101694	0.8	118
0.6590909090909091	1.0	44
0.24242424242424243	0.0	33
0.3416666666666667	0.2	120
0.5583756345177665	0.4	197
0.5543478260869565	0.6	184
0.625	0.8	104
0.6428571428571429	1.0	42
0.19444444444444445	0.0	36
0.38333333333333336	0.2	120
0.5024630541871922	0.4	203
0.5857988165680473	0.6	169
0.6363636363636364	0.8	110
0.6904761904761905	1.0	42
0.25	0.0	36
0.4	0.2	120
0.5233644859813084	0.4	214
0.5180722891566265	0.6	166
0.7102803738317757	0.8	107
0.5945945945945946	1.0	37
0.23076923076923078	0.0	39
0.3937007874015748	0.2	127
0.5333333333333333	0.4	195
0.5397727272727273	0.6	176
0.6494845360824743	0.8	97
0.6956521739130435	1.0	46
0.2777777777777778	0.0	36
0.39669421487603307	0.2	121
0.5252525252525253	0.4	198
0.5263157894736842	0.6	171
0.6814159292035398	0.8	113
0.5853658536585366	1.0	41
0.25	0.0	36
0.375	0.2	128
0.5463414634146342	0.4	205
0.5176470588235295	0.6	170
0.6893203883495146	0.8	103
0.6578947368421053	1.0	38
0.2702702702702703	0.0	37
0.3770491803278688	0.2	122
0.5414634146341464	0.4	205
0.5406976744186046	0.6	172
0.6476190476190476	0.8	105
0.6410256410256411	1.0	39
0.2	0.0	35
0.38524590163934425	0.2	122
0.5497382198952879	0.4	191
0.5421052631578948	0.6	190
0.6372549019607843	0.8	102
0.65	1.0	40
0.2826086956521739	0.0	46
0.36283185840707965	0.2	113
