Actual Mortality (30-Day)	Estimated Mortality (30-Day)	Counts
0.07645875251509054	0.0	497
0.2097902097902098	0.2	143
0.375	0.4	32
0.5	0.6	6
0.5	0.8	2
0.0814663951120163	0.0	491
0.19444444444444445	0.2	144
0.3142857142857143	0.4	35
0.42857142857142855	0.6	7
0.6666666666666666	0.8	3
0.08582834331337326	0.0	501
0.16666666666666666	0.2	138
0.3448275862068966	0.4	29
0.7	0.6	10
0.5	0.8	2
0.091796875	0.0	512
0.1640625	0.2	128
0.35294117647058826	0.4	34
0.75	0.6	4
0.5	0.8	2
0.07991803278688525	0.0	488
0.18620689655172415	0.2	145
0.2727272727272727	0.4	33
0.6	0.6	10
0.75	0.8	4
0.09362549800796813	0.0	502
0.15441176470588236	0.2	136
0.3225806451612903	0.4	31
0.5714285714285714	0.6	7
0.5	0.8	4
0.07867494824016563	0.0	483
0.18831168831168832	0.2	154
0.35294117647058826	0.4	34
0.5	0.6	6
0.6666666666666666	0.8	3
0.08298755186721991	0.0	482
0.18666666666666668	0.2	150
0.24324324324324326	0.4	37
0.5714285714285714	0.6	7
0.75	0.8	4
0.07802874743326489	0.0	487
0.20382165605095542	0.2	157
0.2857142857142857	0.4	28
0.6666666666666666	0.6	6
1.0	0.8	2
0.08588957055214724	0.0	489
0.14482758620689656	0.2	145
0.40540540540540543	0.4	37
0.6	0.6	5
0.75	0.8	4
0.08196721311475409	0.0	488
0.18791946308724833	0.2	149
0.25	0.4	32
0.75	0.6	8
0.6666666666666666	0.8	3
0.08924949290060852	0.0	493
0.1527777777777778	0.2	144
0.375	0.4	32
0.5	0.6	8
0.6666666666666666	0.8	3
0.07851239669421488	0.0	484
0.18493150684931506	0.2	146
0.325	0.4	40
0.6666666666666666	0.6	6
0.5	0.8	4
0.0823293172690763	0.0	498
0.17266187050359713	0.2	139
0.4117647058823529	0.4	34
0.5	0.6	8
1.0	0.8	1
0.084	0.0	500
0.1773049645390071	0.2	141
0.3448275862068966	0.4	29
0.625	0.6	8
1.0	0.8	2
0.08669354838709678	0.0	496
0.16783216783216784	0.2	143
0.34375	0.4	32
0.5714285714285714	0.6	7
1.0	0.8	2
0.08130081300813008	0.0	492
0.1917808219178082	0.2	146
0.3125	0.4	32
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.08484848484848485	0.0	495
0.18181818181818182	0.2	143
0.34285714285714286	0.4	35
0.5	0.6	6
1.0	0.8	1
0.07851239669421488	0.0	484
0.18831168831168832	0.2	154
0.32142857142857145	0.4	28
0.5454545454545454	0.6	11
0.6666666666666666	0.8	3
0.0781563126252505	0.0	499
0.20833333333333334	0.2	144
0.3333333333333333	0.4	27
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.0778688524590164	0.0	488
0.19607843137254902	0.2	153
0.3333333333333333	0.4	30
0.625	0.6	8
1.0	0.8	1
0.086	0.0	500
0.1678832116788321	0.2	137
0.3225806451612903	0.4	31
0.6	0.6	10
1.0	0.8	2
0.08531746031746032	0.0	504
0.19402985074626866	0.2	134
0.25806451612903225	0.4	31
0.625	0.6	8
0.6666666666666666	0.8	3
0.07692307692307693	0.0	507
0.21804511278195488	0.2	133
0.3	0.4	30
0.7142857142857143	0.6	7
0.6666666666666666	0.8	3
0.0860655737704918	0.0	488
0.16891891891891891	0.2	148
0.3333333333333333	0.4	36
0.75	0.6	4
0.5	0.8	4
0.08484848484848485	0.0	495
0.18791946308724833	0.2	149
0.32	0.4	25
0.4444444444444444	0.6	9
1.0	0.8	2
0.08316430020283976	0.0	493
0.18493150684931506	0.2	146
0.3125	0.4	32
0.6666666666666666	0.6	6
0.6666666666666666	0.8	3
0.0841683366733467	0.0	499
0.18705035971223022	0.2	139
0.27586206896551724	0.4	29
0.6363636363636364	0.6	11
0.5	0.8	2
0.081799591002045	0.0	489
0.1917808219178082	0.2	146
0.2857142857142857	0.4	35
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.0846774193548387	0.0	496
0.17266187050359713	0.2	139
0.3611111111111111	0.4	36
0.42857142857142855	0.6	7
1.0	0.8	2
0.07802874743326489	0.0	487
0.16783216783216784	0.2	143
0.4	0.4	40
0.625	0.6	8
0.5	0.8	2
0.08823529411764706	0.0	510
0.17692307692307693	0.2	130
0.3225806451612903	0.4	31
0.5714285714285714	0.6	7
1.0	0.8	2
0.07802874743326489	0.0	487
0.1891891891891892	0.2	148
0.3333333333333333	0.4	36
0.5714285714285714	0.6	7
1.0	0.8	2
0.0925553319919517	0.0	497
0.1527777777777778	0.2	144
0.3548387096774194	0.4	31
0.5714285714285714	0.6	7
1.0	0.8	1
0.0823045267489712	0.0	486
0.18421052631578946	0.2	152
0.3	0.4	30
0.5	0.6	10
1.0	0.8	2
0.07509881422924901	0.0	506
0.2196969696969697	0.2	132
0.3333333333333333	0.4	33
0.75	0.6	4
0.6	0.8	5
0.08757637474541752	0.0	491
0.1643835616438356	0.2	146
0.3125	0.4	32
0.7142857142857143	0.6	7
0.5	0.8	4
0.0873015873015873	0.0	504
0.16176470588235295	0.2	136
0.36666666666666664	0.4	30
0.6666666666666666	0.6	6
0.75	0.8	4
0.0855397148676171	0.0	491
0.17123287671232876	0.2	146
0.34285714285714286	0.4	35
0.6	0.6	5
0.6666666666666666	0.8	3
0.08151093439363817	0.0	503
0.19148936170212766	0.2	141
0.3076923076923077	0.4	26
0.875	0.6	8
0.5	0.8	2
0.08024691358024691	0.0	486
0.18666666666666668	0.2	150
0.29411764705882354	0.4	34
0.8333333333333334	0.6	6
0.5	0.8	4
0.081799591002045	0.0	489
0.1895424836601307	0.2	153
0.3076923076923077	0.4	26
0.5555555555555556	0.6	9
0.6666666666666666	0.8	3
0.08350730688935282	0.0	479
0.17218543046357615	0.2	151
0.2894736842105263	0.4	38
0.6666666666666666	0.6	9
0.3333333333333333	0.8	3
0.08498023715415019	0.0	506
0.1865671641791045	0.2	134
0.3333333333333333	0.4	30
0.6666666666666666	0.6	9
0.0	0.8	1
0.0846774193548387	0.0	496
0.1773049645390071	0.2	141
0.30303030303030304	0.4	33
0.5714285714285714	0.6	7
1.0	0.8	3
0.07910750507099391	0.0	493
0.18620689655172415	0.2	145
0.36363636363636365	0.4	33
0.5714285714285714	0.6	7
1.0	0.8	2
0.09441233140655106	0.0	519
0.168	0.2	125
0.2962962962962963	0.4	27
0.6666666666666666	0.6	6
0.6666666666666666	0.8	3
0.081419624217119	0.0	479
0.16447368421052633	0.2	152
0.34285714285714286	0.4	35
0.5	0.6	12
1.0	0.8	2
0.0823293172690763	0.0	498
0.17687074829931973	0.2	147
0.4482758620689655	0.4	29
0.75	0.6	4
0.5	0.8	2
0.07818930041152264	0.0	486
0.19310344827586207	0.2	145
0.3055555555555556	0.4	36
0.45454545454545453	0.6	11
1.0	0.8	1
1.0	1.0	1
0.07847082494969819	0.0	497
0.20714285714285716	0.2	140
0.26666666666666666	0.4	30
0.5454545454545454	0.6	11
1.0	0.8	2
0.078	0.0	500
0.2028985507246377	0.2	138
0.3125	0.4	32
0.7142857142857143	0.6	7
0.6666666666666666	0.8	3
0.08949416342412451	0.0	514
0.1693548387096774	0.2	124
0.3225806451612903	0.4	31
0.5555555555555556	0.6	9
1.0	0.8	2
0.082	0.0	500
0.19230769230769232	0.2	130
0.2631578947368421	0.4	38
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.07883817427385892	0.0	482
0.19205298013245034	0.2	151
0.2571428571428571	0.4	35
0.6	0.6	10
1.0	0.8	2
0.09126984126984126	0.0	504
0.17482517482517482	0.2	143
0.2727272727272727	0.4	22
0.5	0.6	8
1.0	0.8	2
1.0	1.0	1
0.08249496981891348	0.0	497
0.19014084507042253	0.2	142
0.3225806451612903	0.4	31
0.6666666666666666	0.6	6
0.3333333333333333	0.8	3
1.0	1.0	1
0.07569721115537849	0.0	502
0.22857142857142856	0.2	140
0.3	0.4	30
0.6	0.6	5
0.6666666666666666	0.8	3
0.08249496981891348	0.0	497
0.19424460431654678	0.2	139
0.2727272727272727	0.4	33
0.6666666666666666	0.6	6
0.6	0.8	5
0.07851239669421488	0.0	484
0.1870967741935484	0.2	155
0.3225806451612903	0.4	31
0.6666666666666666	0.6	6
0.75	0.8	4
0.08300395256916997	0.0	506
0.19402985074626866	0.2	134
0.3448275862068966	0.4	29
0.5	0.6	8
0.6666666666666666	0.8	3
0.08048289738430583	0.0	497
0.2028985507246377	0.2	138
0.3055555555555556	0.4	36
0.42857142857142855	0.6	7
1.0	0.8	1
1.0	1.0	1
0.0835030549898167	0.0	491
0.1736111111111111	0.2	144
0.3333333333333333	0.4	36
0.6666666666666666	0.6	6
0.6666666666666666	0.8	3
0.07975460122699386	0.0	489
0.20945945945945946	0.2	148
0.25	0.4	36
0.6	0.6	5
1.0	0.8	2
0.0775347912524851	0.0	503
0.2196969696969697	0.2	132
0.2857142857142857	0.4	35
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.07991803278688525	0.0	488
0.18120805369127516	0.2	149
0.36363636363636365	0.4	33
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.07959183673469387	0.0	490
0.18620689655172415	0.2	145
0.3125	0.4	32
0.6	0.6	10
0.6666666666666666	0.8	3
0.08282828282828283	0.0	495
0.18439716312056736	0.2	141
0.3235294117647059	0.4	34
0.6666666666666666	0.6	6
0.5	0.8	4
0.086	0.0	500
0.1897810218978102	0.2	137
0.29411764705882354	0.4	34
0.5	0.6	6
0.6666666666666666	0.8	3
0.07910750507099391	0.0	493
0.19863013698630136	0.2	146
0.3333333333333333	0.4	33
0.6666666666666666	0.6	6
0.5	0.8	2
0.0775347912524851	0.0	503
0.2158273381294964	0.2	139
0.2692307692307692	0.4	26
0.625	0.6	8
0.75	0.8	4
0.07584830339321358	0.0	501
0.2222222222222222	0.2	144
0.25	0.4	24
0.7142857142857143	0.6	7
0.75	0.8	4
0.08247422680412371	0.0	485
0.17105263157894737	0.2	152
0.36363636363636365	0.4	33
0.5555555555555556	0.6	9
1.0	0.8	1
0.08216432865731463	0.0	499
0.18840579710144928	0.2	138
0.3125	0.4	32
0.6	0.6	10
1.0	1.0	1
0.0814663951120163	0.0	491
0.20134228187919462	0.2	149
0.2413793103448276	0.4	29
0.5	0.6	8
1.0	0.8	3
0.07942973523421588	0.0	491
0.1773049645390071	0.2	141
0.3783783783783784	0.4	37
0.42857142857142855	0.6	7
0.75	0.8	4
0.08041237113402062	0.0	485
0.1830065359477124	0.2	153
0.3	0.4	30
0.5555555555555556	0.6	9
1.0	0.8	3
0.07975460122699386	0.0	489
0.18421052631578946	0.2	152
0.3548387096774194	0.4	31
0.6	0.6	5
1.0	0.8	3
0.08080808080808081	0.0	495
0.18439716312056736	0.2	141
0.35294117647058826	0.4	34
0.625	0.6	8
0.5	0.8	2
0.09108910891089109	0.0	505
0.16546762589928057	0.2	139
0.32142857142857145	0.4	28
0.6666666666666666	0.6	6
1.0	0.8	2
0.08167330677290836	0.0	502
0.2014388489208633	0.2	139
0.24	0.4	25
0.6666666666666666	0.6	12
0.5	0.8	2
0.08163265306122448	0.0	490
0.19444444444444445	0.2	144
0.2571428571428571	0.4	35
0.625	0.6	8
0.6666666666666666	0.8	3
0.08982035928143713	0.0	501
0.14814814814814814	0.2	135
0.375	0.4	32
0.5	0.6	8
0.75	0.8	4
0.07942973523421588	0.0	491
0.2	0.2	145
0.2727272727272727	0.4	33
0.5555555555555556	0.6	9
1.0	0.8	2
0.08167330677290836	0.0	502
0.19117647058823528	0.2	136
0.3548387096774194	0.4	31
0.5714285714285714	0.6	7
0.5	0.8	4
0.08477842003853564	0.0	519
0.2230769230769231	0.2	130
0.2692307692307692	0.4	26
0.6666666666666666	0.6	3
1.0	0.8	2
0.07942973523421588	0.0	491
0.18243243243243243	0.2	148
0.3939393939393939	0.4	33
0.8	0.6	5
0.3333333333333333	0.8	3
0.08134920634920635	0.0	504
0.19402985074626866	0.2	134
0.30303030303030304	0.4	33
0.8333333333333334	0.6	6
0.6666666666666666	0.8	3
0.08282828282828283	0.0	495
0.1875	0.2	144
0.36363636363636365	0.4	33
0.5	0.6	6
0.5	0.8	2
0.07782101167315175	0.0	514
0.23622047244094488	0.2	127
0.25	0.4	28
0.75	0.6	8
0.3333333333333333	0.8	3
0.0835030549898167	0.0	491
0.17482517482517482	0.2	143
0.3055555555555556	0.4	36
0.7142857142857143	0.6	7
0.6666666666666666	0.8	3
0.08097165991902834	0.0	494
0.1888111888111888	0.2	143
0.30303030303030304	0.4	33
0.75	0.6	8
0.5	0.8	2
0.07566462167689161	0.0	489
0.2054794520547945	0.2	146
0.34285714285714286	0.4	35
0.5	0.6	6
0.5	0.8	4
0.07584830339321358	0.0	501
0.2222222222222222	0.2	135
0.24242424242424243	0.4	33
0.75	0.6	8
0.5	0.8	2
1.0	1.0	1
0.08433734939759036	0.0	498
0.18115942028985507	0.2	138
0.3235294117647059	0.4	34
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.07802874743326489	0.0	487
0.1917808219178082	0.2	146
0.32432432432432434	0.4	37
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.08064516129032258	0.0	496
0.1888111888111888	0.2	143
0.35294117647058826	0.4	34
0.75	0.6	4
0.6666666666666666	0.8	3
0.08041237113402062	0.0	485
0.18243243243243243	0.2	148
0.2857142857142857	0.4	35
0.7	0.6	10
0.5	0.8	2
0.08267716535433071	0.0	508
0.19285714285714287	0.2	140
0.4782608695652174	0.4	23
0.375	0.6	8
1.0	0.8	1
0.08418891170431211	0.0	487
0.17687074829931973	0.2	147
0.2857142857142857	0.4	35
0.5555555555555556	0.6	9
1.0	0.8	2
0.07802874743326489	0.0	487
0.19463087248322147	0.2	149
0.29411764705882354	0.4	34
0.625	0.6	8
1.0	0.8	2
0.07984031936127745	0.0	501
0.22377622377622378	0.2	143
0.2903225806451613	0.4	31
0.5	0.6	4
1.0	0.8	1
0.0783132530120482	0.0	498
0.20134228187919462	0.2	149
0.375	0.4	24
0.6666666666666666	0.6	6
0.0	0.8	1
1.0	1.0	2
0.07784431137724551	0.0	501
0.2246376811594203	0.2	138
0.24242424242424243	0.4	33
0.6666666666666666	0.6	6
1.0	0.8	2
0.07910750507099391	0.0	493
0.21678321678321677	0.2	143
0.2777777777777778	0.4	36
0.4	0.6	5
0.6666666666666666	0.8	3
0.08450704225352113	0.0	497
0.19310344827586207	0.2	145
0.25	0.4	28
0.625	0.6	8
1.0	0.8	2
0.07551020408163266	0.0	490
0.21678321678321677	0.2	143
0.2222222222222222	0.4	36
0.7777777777777778	0.6	9
0.5	0.8	2
0.07520325203252033	0.0	492
0.20270270270270271	0.2	148
0.3448275862068966	0.4	29
0.625	0.6	8
0.6666666666666666	0.8	3
0.08870967741935484	0.0	496
0.15217391304347827	0.2	138
0.3235294117647059	0.4	34
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.081799591002045	0.0	489
0.17218543046357615	0.2	151
0.3870967741935484	0.4	31
0.75	0.6	4
0.6	0.8	5
0.084	0.0	500
0.18705035971223022	0.2	139
0.3333333333333333	0.4	30
0.42857142857142855	0.6	7
0.6666666666666666	0.8	3
1.0	1.0	1
0.07660455486542443	0.0	483
0.19047619047619047	0.2	147
0.2894736842105263	0.4	38
0.75	0.6	8
0.5	0.8	4
0.08450704225352113	0.0	497
0.18571428571428572	0.2	140
0.28125	0.4	32
0.625	0.6	8
0.6666666666666666	0.8	3
0.07755102040816327	0.0	490
0.2	0.2	145
0.3142857142857143	0.4	35
0.625	0.6	8
0.5	0.8	2
0.08249496981891348	0.0	497
0.2	0.2	145
0.25925925925925924	0.4	27
0.5714285714285714	0.6	7
0.75	0.8	4
0.08946322067594434	0.0	503
0.16296296296296298	0.2	135
0.36363636363636365	0.4	33
0.6666666666666666	0.6	6
0.3333333333333333	0.8	3
0.08163265306122448	0.0	490
0.17567567567567569	0.2	148
0.3793103448275862	0.4	29
0.5454545454545454	0.6	11
0.5	0.8	2
0.0835030549898167	0.0	491
0.1891891891891892	0.2	148
0.2727272727272727	0.4	33
0.7142857142857143	0.6	7
1.0	0.8	1
0.08502024291497975	0.0	494
0.1773049645390071	0.2	141
0.2857142857142857	0.4	35
0.8571428571428571	0.6	7
0.3333333333333333	0.8	3
0.08383233532934131	0.0	501
0.18705035971223022	0.2	139
0.32142857142857145	0.4	28
0.4444444444444444	0.6	9
1.0	0.8	2
1.0	1.0	1
0.08531746031746032	0.0	504
0.19718309859154928	0.2	142
0.38461538461538464	0.4	26
0.2857142857142857	0.6	7
1.0	0.8	1
0.08316831683168317	0.0	505
0.18181818181818182	0.2	132
0.375	0.4	32
0.5	0.6	8
0.6666666666666666	0.8	3
0.08754863813229571	0.0	514
0.1732283464566929	0.2	127
0.3793103448275862	0.4	29
0.5714285714285714	0.6	7
0.5	0.8	2
1.0	1.0	1
0.08506224066390042	0.0	482
0.17105263157894737	0.2	152
0.3076923076923077	0.4	39
0.75	0.6	4
0.6666666666666666	0.8	3
0.07926829268292683	0.0	492
0.1917808219178082	0.2	146
0.3333333333333333	0.4	33
0.6666666666666666	0.6	6
0.6666666666666666	0.8	3
0.078	0.0	500
0.2108843537414966	0.2	147
0.32	0.4	25
0.75	0.6	4
0.75	0.8	4
0.08097165991902834	0.0	494
0.19285714285714287	0.2	140
0.2647058823529412	0.4	34
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.08091286307053942	0.0	482
0.1830065359477124	0.2	153
0.2647058823529412	0.4	34
0.7777777777777778	0.6	9
0.5	0.8	2
0.08163265306122448	0.0	490
0.18243243243243243	0.2	148
0.375	0.4	32
0.42857142857142855	0.6	7
0.6666666666666666	0.8	3
0.08024691358024691	0.0	486
0.17763157894736842	0.2	152
0.34375	0.4	32
0.6666666666666666	0.6	9
1.0	0.8	1
0.08333333333333333	0.0	504
0.1897810218978102	0.2	137
0.2962962962962963	0.4	27
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.07739307535641547	0.0	491
0.19148936170212766	0.2	141
0.3055555555555556	0.4	36
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.08875739644970414	0.0	507
0.18115942028985507	0.2	138
0.2916666666666667	0.4	24
0.5	0.6	8
1.0	0.8	3
0.09108910891089109	0.0	505
0.15942028985507245	0.2	138
0.39285714285714285	0.4	28
0.5	0.6	8
1.0	0.8	1
0.0874751491053678	0.0	503
0.1897810218978102	0.2	137
0.21428571428571427	0.4	28
0.7	0.6	10
0.5	0.8	2
0.0814663951120163	0.0	491
0.18055555555555555	0.2	144
0.3783783783783784	0.4	37
0.5	0.6	4
0.5	0.8	4
0.07878787878787878	0.0	495
0.18620689655172415	0.2	145
0.3793103448275862	0.4	29
0.6666666666666666	0.6	9
0.5	0.8	2
0.09072978303747535	0.0	507
0.15151515151515152	0.2	132
0.3448275862068966	0.4	29
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.08163265306122448	0.0	490
0.17482517482517482	0.2	143
0.34285714285714286	0.4	35
0.5555555555555556	0.6	9
0.6666666666666666	0.8	3
0.0814663951120163	0.0	491
0.18309859154929578	0.2	142
0.3235294117647059	0.4	34
0.5454545454545454	0.6	11
0.5	0.8	2
0.07551020408163266	0.0	490
0.19310344827586207	0.2	145
0.3888888888888889	0.4	36
0.5	0.6	6
0.6666666666666666	0.8	3
0.08383233532934131	0.0	501
0.17266187050359713	0.2	139
0.35714285714285715	0.4	28
0.7142857142857143	0.6	7
0.6	0.8	5
0.08514851485148515	0.0	505
0.1865671641791045	0.2	134
0.2903225806451613	0.4	31
0.7142857142857143	0.6	7
0.6666666666666666	0.8	3
0.08080808080808081	0.0	495
0.21232876712328766	0.2	146
0.17857142857142858	0.4	28
0.75	0.6	8
0.6666666666666666	0.8	3
0.08008213552361396	0.0	487
0.1724137931034483	0.2	145
0.34210526315789475	0.4	38
0.75	0.6	8
0.5	0.8	2
0.08576998050682261	0.0	513
0.1875	0.2	128
0.34375	0.4	32
0.75	0.6	4
0.6666666666666666	0.8	3
0.08266129032258064	0.0	496
0.17857142857142858	0.2	140
0.3	0.4	30
0.6363636363636364	0.6	11
0.6666666666666666	0.8	3
0.08032128514056225	0.0	498
0.19708029197080293	0.2	137
0.2727272727272727	0.4	33
0.6	0.6	10
1.0	0.8	2
0.08247422680412371	0.0	485
0.1830065359477124	0.2	153
0.28125	0.4	32
0.8333333333333334	0.6	6
0.5	0.8	4
0.0783132530120482	0.0	498
0.20833333333333334	0.2	144
0.3448275862068966	0.4	29
0.42857142857142855	0.6	7
1.0	0.8	2
0.0925553319919517	0.0	497
0.15172413793103448	0.2	145
0.3076923076923077	0.4	26
0.6	0.6	10
1.0	0.8	2
0.08498023715415019	0.0	506
0.2014388489208633	0.2	139
0.2692307692307692	0.4	26
0.5714285714285714	0.6	7
1.0	0.8	2
0.08155339805825243	0.0	515
0.1984732824427481	0.2	131
0.36363636363636365	0.4	22
0.625	0.6	8
0.75	0.8	4
0.07755102040816327	0.0	490
0.1986754966887417	0.2	151
0.2962962962962963	0.4	27
0.6	0.6	10
1.0	0.8	2
0.07894736842105263	0.0	494
0.19014084507042253	0.2	142
0.30303030303030304	0.4	33
0.7777777777777778	0.6	9
0.5	0.8	2
0.09108910891089109	0.0	505
0.14388489208633093	0.2	139
0.42857142857142855	0.4	28
0.8	0.6	5
0.5	0.8	2
1.0	1.0	1
0.07818930041152264	0.0	486
0.19205298013245034	0.2	151
0.3333333333333333	0.4	33
0.5714285714285714	0.6	7
0.6666666666666666	0.8	3
0.08754863813229571	0.0	514
0.1875	0.2	128
0.2857142857142857	0.4	28
0.7142857142857143	0.6	7
0.6666666666666666	0.8	3
0.07883817427385892	0.0	482
0.19078947368421054	0.2	152
0.2857142857142857	0.4	35
0.5714285714285714	0.6	7
0.75	0.8	4
0.08514851485148515	0.0	505
0.17518248175182483	0.2	137
0.37037037037037035	0.4	27
0.625	0.6	8
0.6666666666666666	0.8	3
0.07770961145194274	0.0	489
0.19444444444444445	0.2	144
0.3157894736842105	0.4	38
0.7142857142857143	0.6	7
0.5	0.8	2
0.0835030549898167	0.0	491
0.18620689655172415	0.2	145
0.3235294117647059	0.4	34
0.5	0.6	6
0.5	0.8	4
0.07802874743326489	0.0	487
0.1836734693877551	0.2	147
0.35135135135135137	0.4	37
0.6	0.6	5
0.75	0.8	4
0.082	0.0	500
0.19148936170212766	0.2	141
0.36666666666666664	0.4	30
0.3333333333333333	0.6	6
1.0	0.8	3
0.08134920634920635	0.0	504
0.2	0.2	135
0.27586206896551724	0.4	29
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.08617234468937876	0.0	499
0.18705035971223022	0.2	139
0.25806451612903225	0.4	31
0.625	0.6	8
0.6666666666666666	0.8	3
0.0823045267489712	0.0	486
0.17333333333333334	0.2	150
0.37142857142857144	0.4	35
0.5	0.6	6
0.6666666666666666	0.8	3
0.07802874743326489	0.0	487
0.19607843137254902	0.2	153
0.3103448275862069	0.4	29
0.5714285714285714	0.6	7
0.75	0.8	4
0.07645875251509054	0.0	497
0.2013888888888889	0.2	144
0.40625	0.4	32
0.5	0.6	6
1.0	0.8	1
0.07926829268292683	0.0	492
0.18181818181818182	0.2	143
0.3333333333333333	0.4	33
0.6666666666666666	0.6	9
0.6666666666666666	0.8	3
0.08433734939759036	0.0	498
0.18571428571428572	0.2	140
0.2903225806451613	0.4	31
0.5555555555555556	0.6	9
1.0	0.8	2
0.08216432865731463	0.0	499
0.18840579710144928	0.2	138
0.3225806451612903	0.4	31
0.5454545454545454	0.6	11
1.0	0.8	1
0.07818930041152264	0.0	486
0.20408163265306123	0.2	147
0.2631578947368421	0.4	38
0.8	0.6	5
0.3333333333333333	0.8	3
1.0	1.0	1
0.07959183673469387	0.0	490
0.18120805369127516	0.2	149
0.3939393939393939	0.4	33
0.6	0.6	5
0.6666666666666666	0.8	3
0.08247422680412371	0.0	485
0.16666666666666666	0.2	144
0.28205128205128205	0.4	39
0.8571428571428571	0.6	7
0.6	0.8	5
0.07975460122699386	0.0	489
0.1917808219178082	0.2	146
0.2857142857142857	0.4	35
0.7142857142857143	0.6	7
0.6666666666666666	0.8	3
