	Weight	Feature	Label
344	0.014188422931230552	G3P_HUMAN	Liver
345	0.01411379351744741	APOC1_HUMAN	Liver
346	0.014034708156332452	SEPP1_HUMAN	Liver
347	0.013577448157897633	CPN2_HUMAN	Liver
348	0.013091515292278333	FHR2_HUMAN	Liver
349	0.013056744030946112	ITIH1_HUMAN	Liver
350	0.01238540231698818	APOB_HUMAN	Liver
351	0.012208596484277079	ANGT_HUMAN	Liver
352	0.0119773162719313	PON3_HUMAN	Liver
353	0.011832833741797026	A2GL_HUMAN	Liver
354	0.0117554751093642	LDHA_HUMAN	Liver
355	0.011674479863005337	ENPL_HUMAN	Liver
356	0.01160062810281103	HPT_HUMAN	Liver
357	0.011258370608288137	C1QC_HUMAN	Liver
358	0.010947058639815488	CD14_HUMAN	Liver
359	0.010782529985025345	APOA4_HUMAN	Liver
360	0.010694351742441688	GAPR1_HUMAN	Liver
361	0.0100163679343653	PTGDS_HUMAN	Liver
362	0.010005199135674688	PLSL_HUMAN	Liver
363	0.009873150391466436	APOA1_HUMAN	Liver
364	0.009495927385034854	HRG_HUMAN	Liver
365	0.00942580581673608	LAMP2_HUMAN	Liver
366	0.009371151252864463	FETUA_HUMAN	Liver
367	0.009309924780673436	CBPB2_HUMAN	Liver
368	0.009236243634416693	CADH1_HUMAN	Liver
369	0.00896338216724446	APOA2_HUMAN	Liver
370	0.008893233390622406	LMAN2_HUMAN	Liver
371	0.00885456684131066	VASN_HUMAN	Liver
372	0.008355965872359976	FINC_HUMAN	Liver
373	0.00829976309244861	CRP_HUMAN	Liver
374	0.00829833171460296	FETUB_HUMAN	Liver
375	0.008231947226527331	ICAM2_HUMAN	Liver
376	0.008224181733498242	PROC_HUMAN	Liver
377	0.007958036620522906	CAH2_HUMAN	Liver
378	0.007853464059592046	A1AG1_HUMAN	Liver
379	0.007811356968400297	PON1_HUMAN	Liver
380	0.007772049585458712	CO2_HUMAN	Liver
381	0.007632104549904095	CO3_HUMAN	Liver
382	0.007517017744342499	ALS_HUMAN	Liver
383	0.0074893671083532416	CERU_HUMAN	Liver
384	0.0072906192818461895	PCSK9_HUMAN	Liver
385	0.007193330811423836	AFAM_HUMAN	Liver
386	0.007173254928334128	GSTO1_HUMAN	Liver
387	0.007155473218065427	FGL1_HUMAN	Liver
388	0.007061882216081105	PLMN_HUMAN	Liver
389	0.00700837487613976	IBP7_HUMAN	Liver
390	0.006781081590993158	CALR_HUMAN	Liver
391	0.006619873909436266	COIA1_HUMAN	Liver
392	0.006486166876494652	1433Z_HUMAN	Liver
393	0.006339744445132926	CRAC1_HUMAN	Liver
394	0.006314861075954996	CO4B_HUMAN	Liver
395	0.00629448662434376	ACTBL_HUMAN	Liver
396	0.00626563325857981	IBP2_HUMAN	Liver
397	0.0062542679886692975	KLKB1_HUMAN	Liver
398	0.006153317921505984	SAA2_HUMAN	Liver
399	0.005955841851664623	BTD_HUMAN	Liver
400	0.005832927944045675	ITIH2_HUMAN	Liver
401	0.0057731240400910305	CNDP1_HUMAN	Liver
402	0.00573010278099296	AMBP_HUMAN	Liver
403	0.005681166244539852	THRB_HUMAN	Liver
404	0.005644249078148902	CO7_HUMAN	Liver
405	0.005580266698318008	PROP_HUMAN	Liver
406	0.005512933881252319	CFAB_HUMAN	Liver
407	0.005485706782447825	TIMP1_HUMAN	Liver
408	0.005409974295885045	PHLD_HUMAN	Liver
409	0.0054019226152537715	LCAT_HUMAN	Liver
410	0.00513602597928396	SHBG_HUMAN	Liver
411	0.005047681804458913	H4_HUMAN	Liver
412	0.005003057989933938	CFAD_HUMAN	Liver
413	0.004957769446820537	IBP3_HUMAN	Liver
414	0.004866421472464466	FHR1_HUMAN	Liver
415	0.004824149972787173	SAA4_HUMAN	Liver
416	0.004689307709565949	LBP_HUMAN	Liver
417	0.0046518994379499135	TETN_HUMAN	Liver
418	0.00464551780929999	ATS13_HUMAN	Liver
419	0.00462698586482126	FBLN1_HUMAN	Liver
420	0.004537544830782134	FCGBP_HUMAN	Liver
421	0.004464173917205312	LYSC_HUMAN	Liver
422	0.004376384122390544	IC1_HUMAN	Liver
423	0.004266407708037372	AACT_HUMAN	Liver
424	0.004262713731129677	PCYOX_HUMAN	Liver
425	0.004176993311784385	IPSP_HUMAN	Liver
426	0.003987497162727044	TTHY_HUMAN	Liver
427	0.0038754769721291373	RNAS4_HUMAN	Liver
428	0.0038061886688801365	RNAS1_HUMAN	Liver
429	0.003787439208672877	MASP2_HUMAN	Liver
430	0.0036054291122716805	GELS_HUMAN	Liver
431	0.00345463262905447	APOC4_HUMAN	Liver
