sample,reachability,label
728,1.924170329625169,0
729,1.92686651571319,0
730,1.92686651571319,0
731,1.929777507492396,0
732,1.930452686128648,0
733,1.93218124817951,0
734,1.932264817596359,0
735,1.932690095293473,0
736,1.932992290965531,0
737,1.933904656894092,0
738,1.934051148760309,0
739,1.934941967743272,0
740,1.936318935271296,0
741,1.936502236082459,0
742,1.936502236082459,0
743,1.937257906890992,0
744,1.937257906890992,0
745,1.937915827127384,0
746,1.940462744832692,0
747,1.940527904944921,0
748,1.940527904944921,0
749,1.94107748651301,0
750,1.941899888486946,0
751,1.942010797813361,0
752,1.949002112498669,0
753,1.949515447373666,0
754,1.94988185262344,0
755,1.955700206134243,0
756,1.956283623191127,0
757,1.956354042525388,0
758,1.957266729727183,0
759,1.957862459570415,0
760,1.958288606554405,0
761,1.958288606554405,0
762,1.958602478320097,0
763,1.960455309590021,0
764,1.960479851041278,0
765,1.961375484480777,0
766,1.964024414987256,0
767,1.964972574207846,0
768,1.964972574207846,0
769,1.966421196040779,0
770,1.968263699122877,0
771,1.968901367888307,0
772,1.969485573912948,0
773,1.971182060394396,0
774,1.971549436765803,0
775,1.971549436765803,0
776,1.971549436765803,0
777,1.971549436765803,0
778,1.97157020403606,0
779,1.972047221223773,0
780,1.972817414292165,0
781,1.973507358408998,0
782,1.973539191868092,0
783,1.976134220645386,0
784,1.976143379018674,0
785,1.976143379018674,0
786,1.97856882200181,0
787,1.97914434903115,0
788,1.979354948630446,0
789,1.979354948630446,0
790,1.980473478009773,0
791,1.980766087494506,0
792,1.982252802414282,0
793,1.982991395529056,0
794,1.984393305462917,0
795,1.984573475505084,0
796,1.985105471466164,0
797,1.985609197012228,0
798,1.986491821498911,0
799,1.986491821498911,0
800,1.986838663843957,0
801,1.989194615389697,0
802,1.991229197164816,0
803,1.991451938206518,0
804,1.991457259554304,0
805,1.991461851427206,0
806,1.994573154141523,0
807,1.997342285558413,0
808,1.997366438575648,0
809,1.998259313244849,0
810,1.998955452499009,0
811,1.99925135358016,0
812,2.001033382166504,0
813,2.001494817866625,0
814,2.002598730223024,0
815,2.003575530041284,0
816,2.004367555192146,0
817,2.005796975547257,0
818,2.005857642820125,0
819,2.005857642820125,0
820,2.00656428420379,0
821,2.00763914129106,0
822,2.008329866569044,0
823,2.008329866569044,0
824,2.00910219691364,0
825,2.010053913848372,0
826,2.01066406257219,0
827,2.010779702046809,0
828,2.010779702046809,0
829,2.010779702046809,0
830,2.010779702046809,0
831,2.011035463159924,0
832,2.011478829204336,0
833,2.011826780323495,0
834,2.012878814648176,0
835,2.013156412282901,0
836,2.013156412282901,0
837,2.016820104214411,0
838,2.017301564472224,0
839,2.019137219330515,0
840,2.019400791486422,0
841,2.02091485128469,0
842,2.021681960980621,0
843,2.021681960980621,0
844,2.022807370427514,0
845,2.027641944083659,0
846,2.028504567865888,0
847,2.028814711182502,0
848,2.029531951805107,0
849,2.032026839639038,0
850,2.032724449350822,0
851,2.033487075289125,0
852,2.034364354271219,0
853,2.035530457602363,0
854,2.036246381920305,0
855,2.036246381920305,0
856,2.037755764368996,0
857,2.038488916724512,0
858,2.038488916724512,0
859,2.038488916724512,0
860,2.038729559368493,0
861,2.03878928695927,0
862,2.041380235262034,0
863,2.042096205115618,0
864,2.042791405188268,0
865,2.043175231501143,0
866,2.043266472695893,0
867,2.043424450795396,0
