feature	iteration_0_importance	iteration_0_rank	iteration_1_importance	iteration_1_rank	iteration_2_importance	iteration_2_rank	iteration_3_importance	iteration_3_rank	iteration_4_importance	iteration_4_rank	iteration_5_importance	iteration_5_rank	iteration_6_importance	iteration_6_rank	iteration_7_importance	iteration_7_rank	iteration_8_importance	iteration_8_rank	iteration_9_importance	iteration_9_rank	iteration_10_importance	iteration_10_rank	iteration_11_importance	iteration_11_rank	iteration_12_importance	iteration_12_rank	iteration_13_importance	iteration_13_rank	iteration_14_importance	iteration_14_rank	iteration_15_importance	iteration_15_rank	iteration_16_importance	iteration_16_rank	iteration_17_importance	iteration_17_rank	iteration_18_importance	iteration_18_rank	iteration_19_importance	iteration_19_rank	iteration_20_importance	iteration_20_rank	iteration_21_importance	iteration_21_rank	iteration_22_importance	iteration_22_rank	iteration_23_importance	iteration_23_rank	iteration_24_importance	iteration_24_rank	iteration_25_importance	iteration_25_rank	iteration_26_importance	iteration_26_rank	iteration_27_importance	iteration_27_rank	iteration_28_importance	iteration_28_rank	iteration_29_importance	iteration_29_rank	iteration_30_importance	iteration_30_rank	iteration_31_importance	iteration_31_rank	iteration_32_importance	iteration_32_rank	iteration_33_importance	iteration_33_rank	iteration_34_importance	iteration_34_rank	iteration_35_importance	iteration_35_rank	iteration_36_importance	iteration_36_rank	iteration_37_importance	iteration_37_rank	iteration_38_importance	iteration_38_rank	iteration_39_importance	iteration_39_rank	iteration_40_importance	iteration_40_rank	iteration_41_importance	iteration_41_rank	iteration_42_importance	iteration_42_rank	iteration_43_importance	iteration_43_rank	iteration_44_importance	iteration_44_rank	iteration_45_importance	iteration_45_rank	iteration_46_importance	iteration_46_rank	iteration_47_importance	iteration_47_rank	iteration_48_importance	iteration_48_rank	iteration_49_importance	iteration_49_rank	iteration_50_importance	iteration_50_rank	iteration_51_importance	iteration_51_rank	iteration_52_importance	iteration_52_rank	iteration_53_importance	iteration_53_rank	iteration_54_importance	iteration_54_rank	iteration_55_importance	iteration_55_rank	iteration_56_importance	iteration_56_rank	iteration_57_importance	iteration_57_rank	iteration_58_importance	iteration_58_rank	iteration_59_importance	iteration_59_rank	iteration_60_importance	iteration_60_rank	iteration_61_importance	iteration_61_rank	iteration_62_importance	iteration_62_rank	iteration_63_importance	iteration_63_rank	iteration_64_importance	iteration_64_rank	iteration_65_importance	iteration_65_rank	iteration_66_importance	iteration_66_rank	iteration_67_importance	iteration_67_rank	iteration_68_importance	iteration_68_rank	iteration_69_importance	iteration_69_rank	iteration_70_importance	iteration_70_rank	iteration_71_importance	iteration_71_rank	iteration_72_importance	iteration_72_rank	iteration_73_importance	iteration_73_rank	iteration_74_importance	iteration_74_rank	iteration_75_importance	iteration_75_rank	iteration_76_importance	iteration_76_rank	iteration_77_importance	iteration_77_rank	iteration_78_importance	iteration_78_rank	iteration_79_importance	iteration_79_rank	iteration_80_importance	iteration_80_rank	iteration_81_importance	iteration_81_rank	iteration_82_importance	iteration_82_rank	iteration_83_importance	iteration_83_rank	iteration_84_importance	iteration_84_rank	iteration_85_importance	iteration_85_rank	iteration_86_importance	iteration_86_rank	iteration_87_importance	iteration_87_rank	iteration_88_importance	iteration_88_rank	iteration_89_importance	iteration_89_rank	iteration_90_importance	iteration_90_rank	iteration_91_importance	iteration_91_rank	iteration_92_importance	iteration_92_rank	iteration_93_importance	iteration_93_rank	iteration_94_importance	iteration_94_rank	iteration_95_importance	iteration_95_rank	iteration_96_importance	iteration_96_rank	iteration_97_importance	iteration_97_rank	iteration_98_importance	iteration_98_rank	iteration_99_importance	iteration_99_rank	mean_importance	median_importance	stdev_importance	mean_rank	median_rank	stdev_rank
CFAB_HUMAN	1.0	1.0	0.448599949686495	4.0	1.0	1.0	0.7267873744436555	2.0	0.9869419684536411	2.0	0.5005078171045433	4.0	1.0	1.0	0.822475109365443	6.0	0.6342691104636479	5.0	0.8722869590955902	2.0	1.0	1.0	0.5280516833579427	5.0	0.36494674389071713	6.0	0.4764023163202256	7.0	0.43904657640095524	8.0	1.0	1.0	0.7038985631661103	4.0	0.4231318064653048	7.0	0.18475778693057407	10.0	0.9490924796805105	3.0	1.0	1.0	1.0	1.0	0.8439000618426179	3.0	1.0	1.0	1.0	1.0	0.352156645185589	3.0	1.0	1.0	0.8449280714435687	2.0	0.7065643691028697	3.0	0.9995747718143555	2.0	1.0	1.0	0.8956490026988884	2.0	1.0	1.0	0.9661895686297894	2.0	0.33126602280271994	9.0	0.20234304460410726	8.0	0.9639220395261995	2.0	0.7373768821244675	3.0	0.7131720291971533	3.0	1.0	1.0	1.0	1.0	0.4438660947011935	7.0	1.0	1.0	0.8780351883652998	3.0	0.8169904461029813	3.0	0.5169368642615839	7.0	1.0	1.0	0.24873051642588	10.0	0.4527596056023051	6.0	1.0	1.0	0.6739640756749814	2.0	0.48989568463457445	4.0	1.0	1.0	0.6268085199162043	4.0	0.4156801691846456	6.0	0.7847779292536555	3.0	0.5157801251068715	5.0	1.0	1.0	0.49977475232645285	8.0	0.9473039172515749	2.0	1.0	1.0	0.6249387980171426	4.0	0.9682648885938315	2.0	1.0	1.0	0.5930692531436901	2.0	0.7618540845161483	3.0	0.5668732805961567	4.0	1.0	1.0	0.960478711962763	2.0	0.5940091325237904	5.0	1.0	1.0	1.0	1.0	0.29817285923448145	8.0	1.0	1.0	0.8168893143246027	2.0	1.0	1.0	0.6844077061901301	2.0	0.5375507161032693	3.0	0.4973545236113717	4.0	0.5843904777400403	7.0	0.9612985301252859	2.0	1.0	1.0	1.0	1.0	0.7806172210489446	2.0	0.5840644098900853	2.0	1.0	1.0	0.8064823211157051	2.0	1.0	1.0	0.7910939799525298	3.0	1.0	1.0	0.652150241687048	5.0	0.7731023372194537	3.0	1.0	1.0	0.9288468285404051	2.0	0.840489769502797	3.0	1.0	1.0	0.8251711102785952	2.0	0.8464136986602707	2.0	0.6688387957337341	2.0	1.0	1.0	0.7787636563291817	0.8421949156727074	0.23590510779263216	2.99	2.0	2.3289786203701857
CRAC1_HUMAN	0.6384715137205669	5.0	1.0	1.0	0.7005462103036789	4.0	0.23633651045453768	9.0	0.4224654431880789	8.0	1.0	1.0	0.49728317134826966	6.0	0.9938901528773179	3.0	0.9937532611273376	2.0	0.788303324076326	3.0	0.39196078311482613	7.0	1.0	1.0	0.09844214975652398	10.0	0.9567634427356001	3.0	0.5028592508160483	6.0	0.9672383434405717	2.0	0.19892070745954063	10.0	1.0	1.0	1.0	1.0	0.9996608642897175	2.0	0.6820106590481568	4.0	0.8133778123250249	2.0	0.47291936886216995	9.0	0.7399686776252634	2.0	0.4509217274465608	8.0	1.0	1.0	0.31423369268609086	8.0	1.0	1.0	0.4716596749460606	7.0	0.999380528173445	3.0	0.8994600735864776	2.0	1.0	1.0	0.6262121315076232	3.0	1.0	1.0	0.35560713713447845	8.0	0.1426824839513928	9.0	0.7269309831380454	4.0	0.6300152986885533	6.0	1.0	1.0	0.4485966316856218	8.0	0.3127037711559925	8.0	0.6637571760804897	4.0	0.5334394338940588	4.0	0.4491481560934642	7.0	1.0	1.0	0.8007736474274895	4.0	0.5537192266398259	4.0	0.33885541704397876	8.0	1.0	1.0	0.3099018296787099	9.0	1.0	1.0	1.0	1.0	0.5775616897794034	6.0	0.50763074567563	8.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6009788918605723	3.0	0.8860993024761985	3.0	0.6591161308676227	3.0	0.3590088910723155	9.0	0.33012118240292043	6.0	0.3638750239182089	9.0	0.5703205431420436	4.0	0.19879379945778985	8.0	0.5631620070605042	7.0	1.0	1.0	0.21763469653901132	8.0	0.7531749124134481	4.0	1.0	1.0	0.8025971892718694	2.0	0.6420338585764687	2.0	0.6934228520029376	3.0	0.42091871010550813	6.0	0.3970193605874113	8.0	0.7020062634274598	3.0	1.0	1.0	1.0	1.0	0.2519862336298284	9.0	0.8661765248918621	2.0	0.3142149537033263	8.0	0.9849068879196357	2.0	0.9779715417956149	2.0	0.22280982513709313	8.0	1.0	1.0	0.90055434748575	2.0	0.5323370991809044	4.0	0.7914614218291992	3.0	1.0	1.0	0.16564177235036667	10.0	0.44929090072795086	7.0	0.9962142916775124	2.0	0.8228125689640656	3.0	0.695893902459748	3.0	0.5569531445481738	7.0	0.6724920338695463	3.0	1.0	1.0	0.724171188061243	5.0	0.3915389070480968	9.0	0.5243319213293038	5.0	0.6821040618477449	0.6946583772313428	0.2797299129013172	4.31	3.0	2.963396222532041
APOB_HUMAN	0.3871274563940514	6.0	0.746593641112751	2.0	0.8401904847941292	2.0	0.3701781027169019	6.0	0.6347328495809497	7.0	0.2763479194534357	6.0	0.5758175101762266	4.0	0.6448016021196102	7.0	0.2981925408078393	8.0	0.6299194443818651	4.0	0.542691616816871	4.0	0.5608677195085675	4.0	1.0	1.0	0.9846139737880829	2.0	0.6226212663756564	4.0	0.913169221418619	3.0	0.6492517749041705	5.0	0.5699023616164202	3.0	0.5930425380108261	2.0	0.5816735271443608	4.0	0.2111671261137105	8.0	0.35896007464493024	7.0	0.9904157037392974	2.0	0.3480997941991832	8.0	0.9318014877828704	3.0	0.0169749634448843	10.0	0.7069675315094269	3.0	0.43542285898962396	5.0	0.6687059704344469	4.0	0.30649648108077426	8.0	0.8104066007522659	4.0	0.5546231810130818	5.0	0.490505559373796	5.0	0.3578973660533985	7.0	0.8386432987598856	3.0	0.9226878083428864	2.0	0.3575484359934873	7.0	0.14338225635632246	9.0	0.7132586927300318	2.0	0.6779849989211643	4.0	0.6941077707500333	3.0	0.6687301800228217	3.0	0.5967530210219569	3.0	1.0	1.0	0.7748790210594945	4.0	0.3434958716898649	8.0	0.4614086215035375	6.0	1.0	1.0	0.44992782421606786	7.0	0.7206299329234415	2.0	0.4241765587620707	3.0	0.5062863048813719	3.0	0.310092500260182	7.0	1.0	1.0	0.4504852660283523	3.0	0.5834401374000504	5.0	0.8158803145507074	3.0	0.3787422233912987	6.0	0.8688055322485175	4.0	0.32443020466412287	7.0	0.9535315620366712	3.0	1.0	1.0	0.7941046296908092	4.0	0.5510902739500817	5.0	0.36361644190353176	5.0	0.882530426664943	2.0	0.3555493881996925	6.0	0.6305266347831675	6.0	0.6943929408536186	6.0	0.8101513032841918	2.0	0.631704120051126	4.0	0.4825092257092398	6.0	1.0	1.0	0.40278428821777057	7.0	1.0	1.0	0.4443711998862609	7.0	0.3667777982197094	6.0	0.38468196875194616	5.0	0.899068295279614	2.0	0.6173421049091953	6.0	0.045491279914219564	10.0	0.7554047883205686	4.0	0.4619283139377044	6.0	0.21842126621829983	9.0	0.4431961630857724	4.0	0.379278052158459	9.0	1.0	1.0	0.45577433580538235	6.0	0.799643353558242	2.0	0.36867851491138426	7.0	0.9538105308795252	2.0	0.32234523839189894	7.0	0.568502182177787	6.0	0.6201329616222354	7.0	0.6479982498023131	6.0	0.41279290363578286	9.0	0.5419889242665424	4.0	1.0	1.0	0.6451591682699739	3.0	0.42308723445805263	7.0	0.5996432309053641	0.5882413377054383	0.24292950264271684	4.65	4.0	2.3586291173330567
PZP_HUMAN	0.6542532983249951	4.0	0.3060562589279635	7.0	0.638780907761131	6.0	1.0	1.0	0.7808541564016279	3.0	0.7864578034941685	2.0	0.2572467388414499	8.0	0.9191853860244682	4.0	1.0	1.0	0.38878670563772344	7.0	0.4945713421410013	5.0	0.7020152153417546	3.0	0.24066510610982728	8.0	0.5229150852797662	5.0	0.049372134405674346	10.0	0.8830493187412319	4.0	0.8300885149438316	2.0	0.4273459857559434	6.0	0.37861115172743914	5.0	0.15287503733629013	9.0	0.6524746844956911	5.0	0.6220279071543611	5.0	0.7725845466936541	4.0	0.5302967531464394	4.0	0.8123697970050934	4.0	0.3579632020493322	2.0	0.6575367560447988	5.0	0.5658717952330639	4.0	0.14956475775183214	10.0	0.5949829994606572	7.0	0.8192650964193434	3.0	0.5065290269090267	6.0	0.38167395697297	8.0	0.7358470326491255	5.0	0.8114752853508838	4.0	0.48321290315551996	5.0	0.6004614205145438	5.0	0.5899952231657217	7.0	0.4788111095987396	8.0	0.6730457792988018	5.0	0.8617856698711572	2.0	0.030572481758412994	10.0	0.5241294466249353	5.0	0.5396426983378992	6.0	0.29797952545875483	9.0	1.0	1.0	0.5456034413271077	5.0	0.320415598360764	9.0	0.6516952243327754	2.0	0.34027089807610744	8.0	0.21109410147199242	7.0	0.6792582921073672	2.0	0.7895763431259737	3.0	0.5987998050681428	5.0	0.5956436833542422	2.0	0.5237371619806901	7.0	0.4088437957816659	7.0	0.3430677088592338	7.0	0.9081740340422804	2.0	0.5106217993090933	5.0	0.6146775952924818	8.0	0.522807670610462	5.0	0.48710335418256573	5.0	0.06788267138545535	10.0	0.40871173160967644	4.0	0.6774816448212195	6.0	0.6435332835135243	3.0	0.6777080025593456	5.0	0.3670303948048725	9.0	0.5961915615400458	4.0	0.5462274038003614	6.0	0.4471151588563804	7.0	0.3315267602866214	7.0	0.48612928320014465	4.0	0.5189867124769265	6.0	0.7268910551606474	2.0	0.528667349880511	3.0	0.4657334630948706	4.0	0.26216567929564927	8.0	0.714996967521042	4.0	0.923841326167532	3.0	0.38292500270949187	7.0	0.44765169665442156	7.0	1.0	1.0	0.2997935518357105	7.0	0.817087621141414	3.0	0.7235541969579531	3.0	0.5193414705097186	4.0	0.6168618165102462	4.0	0.9524127483615886	2.0	0.2994411697673049	10.0	1.0	1.0	0.8448665522483304	2.0	0.6839927209209277	5.0	0.898963862284369	2.0	0.42901523834222144	8.0	0.3417909324489918	6.0	0.717536908391966	6.0	0.6169954026451152	4.0	0.5322558750530614	4.0	0.5702992772635765	0.5560495995167126	0.22734475239320923	5.09	5.0	2.3829995528087844
PPIA_HUMAN	0.872567329778851	2.0	0.3025474912019605	8.0	0.6329847109449693	7.0	0.474549570315569	5.0	1.0	1.0	0.27437700408152577	7.0	0.36216578287714	7.0	0.885840070306386	5.0	0.7161453205233778	3.0	0.5019797206861062	5.0	0.6496937049935638	3.0	0.08103896019669662	9.0	0.32283243987556326	7.0	0.2530134180779744	10.0	0.5496515086681005	5.0	0.6895882691425185	5.0	0.7465937066791968	3.0	0.4045025179840325	8.0	0.37975867129248453	4.0	0.37118387116185075	6.0	0.7811124319117081	3.0	0.8039742548188382	3.0	0.7110623955140711	5.0	0.40315985555214634	7.0	0.774689684900814	5.0	0.22942466483790283	6.0	0.2147912350178823	9.0	0.624791185706746	3.0	0.5666832845294087	6.0	0.7384559587855375	5.0	0.499149608337226	5.0	0.7575392007070127	3.0	0.41450440152203705	7.0	0.7456194141914093	4.0	0.20114816364933313	10.0	0.13455489772305745	10.0	0.12050575581385305	9.0	0.9103105155349729	2.0	0.5718738836015899	7.0	0.8841329569972073	2.0	0.30433539283870414	9.0	0.3374181602449375	8.0	0.7506857498978811	2.0	0.39602444560691513	9.0	0.39155391423066455	7.0	0.6195200982628787	6.0	0.607472369918956	2.0	0.4075884389585218	7.0	0.515123437421209	4.0	0.6223149699551993	5.0	0.41831313189999353	4.0	0.45293897405544936	5.0	0.622288281490832	4.0	0.09680864767853622	10.0	0.43883244162469504	4.0	0.9099692176071261	2.0	0.4614519081854494	6.0	0.43537067419749587	5.0	0.7171318405182724	6.0	0.2994326531956989	9.0	0.7591779689781109	6.0	0.6932382472685433	3.0	1.0	1.0	0.5065216895349092	6.0	1.0	1.0	1.0	1.0	0.6444928418220113	2.0	0.776988418257836	2.0	0.9100249214081956	3.0	0.48326907855357915	6.0	0.6701999141487782	3.0	0.591624017156506	3.0	0.3599533166673226	6.0	0.5389886663405216	3.0	0.4846632868820326	7.0	0.654447252680464	4.0	0.35464917372235916	7.0	0.6296015242663545	2.0	0.09277698911397621	10.0	1.0	1.0	0.8654921580293445	4.0	0.29701208358019066	8.0	0.21960610926688648	9.0	0.16517521242106628	10.0	0.44353398737656824	3.0	0.741423569369019	4.0	0.3742863274227563	9.0	0.7928709511698642	2.0	0.562819828043708	5.0	0.558994967688418	5.0	0.35632207246410114	9.0	0.40964708356327595	6.0	0.6813507906554318	4.0	0.6703471538400629	6.0	0.48133724759030877	8.0	0.6048353026461606	4.0	0.7008483335970758	3.0	0.8383555012414012	3.0	0.34694072008451804	10.0	0.5185988031600773	6.0	0.5514348807624178	0.5543232381782592	0.23258422237746673	5.3	5.0	2.5682600327769762
PROF1_HUMAN	0.1922649820677339	9.0	0.21316442126054966	9.0	0.6316890303074563	8.0	0.3056145942096226	8.0	0.7124579835877154	5.0	0.10791940198987451	9.0	0.5595971899778688	5.0	0.1429413490054762	10.0	0.2291336563291791	9.0	0.13612401382641304	9.0	0.6592897808233312	2.0	0.2532349725175911	8.0	0.7895275929655126	2.0	1.0	1.0	1.0	1.0	0.4503927083319413	7.0	1.0	1.0	0.60570167078568	2.0	0.3315495349490798	6.0	1.0	1.0	0.8590873017331494	2.0	0.15891036233204292	10.0	0.49975908551238274	8.0	0.695459612864475	3.0	0.6709859251440338	6.0	0.052284610699505754	8.0	0.71157380321682	2.0	0.22696882172639327	8.0	0.7950395914193671	2.0	1.0	1.0	0.29071362085201724	9.0	0.6133384054747303	4.0	0.2292142187743877	9.0	0.18742261979754185	9.0	0.8795867978137663	2.0	0.2598204115527477	7.0	1.0	1.0	0.36361132825349796	8.0	0.4710754760013218	9.0	0.39271748427861597	9.0	0.1649793852228371	10.0	1.0	1.0	0.4873252476790216	6.0	0.8954254935167065	2.0	0.5599442062442932	6.0	0.033047998801864174	10.0	0.5881648155788897	3.0	0.6437563800771732	2.0	0.49518518218917257	5.0	0.5511797837084108	6.0	0.4136876306295776	5.0	0.37631137334242765	8.0	0.1267021746817817	10.0	0.9740833391893607	2.0	0.057254144290709075	10.0	0.4202344561274647	9.0	0.30204909463777607	10.0	0.3003891802877634	8.0	0.09529505761968962	9.0	1.0	1.0	0.8747966006530207	4.0	0.32545233378087146	7.0	0.354326120214161	10.0	0.7396400982626092	2.0	0.32048677823321964	6.0	0.43141594434482733	10.0	0.23365283161243003	8.0	0.7433477098161939	3.0	0.7447285450791037	5.0	0.45068683080014693	7.0	0.541303201991799	7.0	0.39208982611959675	8.0	0.40678715429595064	5.0	0.6379626010510159	2.0	0.6492812405512324	4.0	0.4915168020033105	6.0	0.23977684261169235	8.0	0.35568636353998295	6.0	0.7581739034849971	3.0	0.34139268037053516	10.0	0.5195039609534854	6.0	0.521739292595741	6.0	0.7757595112692554	3.0	0.6420110159003887	4.0	0.32334163992843395	6.0	0.4274501530826517	7.0	0.4799776545830302	5.0	0.515556459873386	5.0	0.4649108420014906	7.0	0.6976422643021862	3.0	0.8848688646337446	3.0	0.4628285329527466	4.0	0.05084169763682336	10.0	0.6940934683475898	4.0	0.42542343969591523	9.0	0.5860586500546789	5.0	0.47149270055289716	5.0	0.7243351338480434	4.0	1.0	1.0	0.6268318453516295	3.0	0.5149035884058756	0.489421024841166	0.2679422012497791	5.73	6.0	2.9605316202917806
H4_HUMAN	0.6627135377646232	3.0	0.4017207800326558	5.0	0.8336209868607731	3.0	0.6367459436005518	3.0	0.7068316141750935	6.0	0.6190343882622601	3.0	0.25078454527560445	9.0	1.0	1.0	0.7037797978113756	4.0	0.44061344646188666	6.0	0.31626715037971587	9.0	0.4213724351365045	6.0	0.4440798417012056	4.0	0.5039692236162873	6.0	0.6552301812085912	3.0	0.4198423297856928	8.0	0.5631097250976551	6.0	0.32327717731419914	9.0	0.3158090674114432	7.0	0.4682505585071751	5.0	0.2799545543457715	7.0	0.5651347152923499	6.0	0.6216219775350522	6.0	0.2545312017077502	10.0	0.4212202714253293	9.0	0.3124688885491296	4.0	0.7059944834181129	4.0	0.2667534130092924	7.0	0.22213589590717314	9.0	0.6873352624544437	6.0	0.38681090400544066	8.0	0.306337870493108	8.0	0.6651225722153913	2.0	0.16387573748399545	10.0	0.45342105295996565	7.0	0.7881785693360212	3.0	0.46877377034712064	6.0	1.0	1.0	0.6482033012101129	4.0	0.5384386706189653	6.0	0.6341486156279741	4.0	0.7694676258919392	2.0	0.29285854386598004	10.0	0.6139497635101336	4.0	0.7473818378026681	5.0	0.8903744948389627	2.0	0.2878589258932777	7.0	0.5364629729152246	4.0	0.1880431455565195	8.0	0.6455187350546642	4.0	0.2575959824374158	6.0	0.2771977274909938	9.0	0.806731160645919	2.0	0.5499744467985562	6.0	0.42330668657614756	5.0	0.6636425092054147	4.0	0.678126560991611	4.0	0.9215551467362726	2.0	1.0	1.0	0.3049476211017772	8.0	0.7768016167615965	5.0	0.8015519332244876	2.0	0.3898886616243763	8.0	0.5893352563545027	3.0	0.4148271360082429	3.0	0.48797131826948575	8.0	0.15708725790711747	9.0	0.5605428062259631	7.0	0.6081784250633913	7.0	0.1883495189011097	9.0	0.24585849301852944	9.0	0.5501765078927672	5.0	0.03387357292787711	10.0	0.32751396089381246	8.0	0.3165796038818223	9.0	0.2624691474029641	9.0	0.48174490504753276	4.0	0.2183030037290579	8.0	0.3543815302904935	5.0	0.4042076401192539	9.0	0.6062277744411632	5.0	0.6340638014806219	5.0	0.7014462110737604	4.0	0.7052639811500859	3.0	0.4302382192189548	5.0	0.6010540949329823	5.0	0.4570603569529893	7.0	0.3297695724937867	7.0	0.367698676892099	9.0	0.5470929591095967	6.0	0.8711571486146078	4.0	0.22215964469256913	10.0	0.6224432320095199	5.0	0.3947062791337642	10.0	1.0	1.0	0.5769222202281046	6.0	0.014795804949123624	10.0	0.5181463882505826	9.0	0.42340645934852045	8.0	0.22396943097600314	9.0	0.503497728971525	0.4848581116585092	0.22117672213167996	5.91	6.0	2.542944288922912
FHR4_HUMAN	0.18570453040065033	10.0	0.5741055154996801	3.0	0.6691665209101257	5.0	0.30565673604241816	7.0	0.7215566776994066	4.0	0.2653493509001586	8.0	0.6452346000975314	3.0	0.9978428903370419	2.0	0.08400922845730521	10.0	0.17136298357738033	8.0	0.39206465570715715	6.0	0.7506190780422808	2.0	0.7763071948800007	3.0	0.6167615090808374	4.0	0.8055955769956266	2.0	0.5403369257889497	6.0	0.47375203855815845	8.0	0.45802838756773395	4.0	0.4928124270322024	3.0	0.3025158179686961	7.0	0.42950821617354484	6.0	0.1726106482415459	9.0	0.25984050499277467	10.0	0.3099731524598579	9.0	0.6054570965114912	7.0	0.05861744260643965	7.0	0.37697079798788147	7.0	0.0847292643211911	10.0	0.5844826522393997	5.0	0.2753191149998753	9.0	0.1863179286081296	10.0	0.09763906781302324	10.0	0.04010324609664495	10.0	0.2698828095633913	8.0	1.0	1.0	0.6409769939785552	4.0	0.05551043130491754	10.0	0.11617941621420282	10.0	0.631275163182343	5.0	0.5355562281739344	7.0	0.5611327059142459	6.0	0.6465149209987134	5.0	0.46877409714852974	7.0	0.5455791014473622	5.0	0.8550888093440084	2.0	0.7224484974635608	5.0	0.18134830432546428	8.0	0.5283580394129122	5.0	0.13634600279719106	9.0	0.4093392846685888	7.0	0.17682205537363302	9.0	0.39610223284644885	7.0	0.5946030111117174	5.0	0.7240658994093164	3.0	0.403850944791662	7.0	0.5541460761393344	6.0	0.8303991702358555	2.0	0.45573607046306197	4.0	0.5937333352976947	7.0	0.5607942937974072	4.0	0.9555608291288671	2.0	0.22062022066586004	10.0	0.4747840683572233	6.0	0.2540564803591268	8.0	0.08677992019865631	9.0	0.43322593214626787	9.0	0.26728134100470335	7.0	0.7340597058926757	4.0	1.0	1.0	0.09756807675327113	10.0	0.5821536667431569	5.0	0.5622809543766223	4.0	0.6376767779653273	4.0	0.4691997423172225	5.0	0.3095670567968841	10.0	0.2706985739779567	8.0	0.18175320162907585	10.0	0.09637897118202968	10.0	1.0	1.0	0.6555343595864841	5.0	1.0	1.0	0.8541861421955259	3.0	0.27740274965214873	8.0	0.5537257586555949	6.0	0.2535459833113383	9.0	0.47071627788866516	6.0	0.22932489780266488	10.0	0.20351469883145237	9.0	0.3157550067932694	10.0	0.28024200728470233	8.0	0.5442417019449803	6.0	0.437470595594182	5.0	0.21263707434565776	9.0	1.0	1.0	0.7467839487618403	4.0	0.7786942837306566	2.0	0.2750638335210936	8.0	0.5612280748165746	8.0	0.4466734628383275	7.0	0.7593815212615646	2.0	0.4679468357231086	0.4689869197328761	0.2587824653949555	6.22	6.5	2.7655163727739542
IBP3_HUMAN	0.21817439472466985	7.0	0.15704059857953753	10.0	0.16599142519099333	10.0	0.5168372543677504	4.0	0.13964669662363727	9.0	0.41675492874373876	5.0	0.8530579106285093	2.0	0.2862740368066347	9.0	0.6090328272293518	6.0	0.058467458359810334	10.0	0.3268090947128707	8.0	0.00978807844868825	10.0	0.4170695628636117	5.0	0.27796466194083136	9.0	0.42604847284042685	9.0	0.36747722160231855	9.0	0.49013366921016344	7.0	0.45395150736866424	5.0	0.27523613044015816	8.0	0.2941083871404761	8.0	0.149588436001041	9.0	0.7499346691800921	4.0	1.0	1.0	0.4104193057042429	6.0	0.3668226319211575	10.0	0.2326001995179013	5.0	0.602053836841737	6.0	0.1262486279363245	9.0	1.0	1.0	0.746991422781464	4.0	0.3899298455764749	7.0	0.42378610170444275	7.0	0.5415816025294786	4.0	0.5969048469085991	6.0	0.548696132292215	6.0	1.0	1.0	0.8851633620706019	3.0	0.7294582007014457	4.0	0.6082716294868851	6.0	0.8215283379993319	3.0	0.36977991463931487	7.0	0.6270407837419999	6.0	0.4334678562328844	8.0	0.44589150922989934	8.0	0.04408918099567202	10.0	0.8366025790888715	3.0	0.11461099777719265	9.0	0.5845712176306087	3.0	0.5296841746381034	3.0	0.7141930093360914	3.0	0.006080404738603137	10.0	0.41521222598805885	6.0	0.3011199140436868	8.0	0.35888682658853194	9.0	0.26525638141902236	8.0	0.4382080312169523	8.0	0.39810206883943905	8.0	0.13029188805451633	10.0	0.8330555481081053	5.0	0.3378758374821033	6.0	0.6849969798523177	7.0	0.26056780194832757	9.0	0.9267596554595514	3.0	0.3449764073310922	7.0	0.30428231511511916	7.0	0.7517554190149975	4.0	0.4759723610059071	5.0	0.10315232458636919	9.0	0.03619339864306604	10.0	0.3111407053084822	8.0	0.09937476118359324	10.0	0.087164046381915	10.0	0.7042393651252113	2.0	0.15105319146669952	9.0	0.7345893491181104	3.0	0.004285628743904519	10.0	0.36769519030422376	5.0	0.352788628051875	7.0	0.27072739278163543	7.0	0.48934438470548053	8.0	0.4462591926626318	7.0	0.2324600594182676	9.0	0.4883875482903225	5.0	0.5569077887062229	5.0	0.2887581169290899	8.0	0.39702066364137695	8.0	0.4765555728529788	6.0	0.17501526216511237	10.0	0.4908087603285905	6.0	0.6465706054539235	4.0	1.0	1.0	0.31699590786060544	8.0	0.3079716532041128	8.0	0.540645328825206	9.0	0.6600526902130082	5.0	0.12576181978317927	10.0	0.2749647754764824	9.0	0.6897441941417055	7.0	0.4901760296417763	5.0	0.3230716291886997	8.0	0.4326305076167711	0.4128157658461509	0.24993797295161344	6.68	7.0	2.526146104526447
