feature	importance 0	importance 1	importance 2	Mean Importance	Panel
CHLE	0.009597526197284057	0.11432579091753037	0.18608457415188762	0.10333596375556735	Liver
C1QC	0.04483394244773486	0.09627077408123304	0.16737602864539103	0.10282691505811964	Liver
ACTS	0.0020676243879990687	0.18043034446059014	0.1231713492200405	0.10188977268954325	Liver
TSP4	0.11663223387422013	0.18370611161925085	0.002721682321602978	0.10102000927169132	Liver
FGL1	0.0999698300271947	0.12302070391233706	0.07504682499134648	0.09934578631029274	Liver
VASN	0.0461623845229677	0.10682364412102655	0.1409878799863203	0.09799130287677153	Liver
THRB	0.041958122915458945	0.23077815335994548	0.016137166839103878	0.0962911477048361	Liver
FA11	0.11226312493313217	0.0641832534827646	0.11102215984928124	0.09582284608839269	Liver
LCAT	0.011118289036116408	0.18413123878847207	0.08468744493470666	0.09331232425309838	Liver
ZA2G	0.14421860965660635	0.034399841827995895	0.10095640119413352	0.0931916175595786	Liver
CFAB	0.0027234699014428926	0.26880471088792596	0.006239051829015352	0.0925890775394614	Liver
MA2A1	0.003698164710121873	0.19478059663703462	0.07905724736130774	0.09251200290282141	Liver
1433Z	0.05711775500657844	0.05356343255779859	0.15428332105697923	0.08832150287378542	Liver
EIF3M	0.021491612948688982	0.1187186570868441	0.12280557658642516	0.08767194887398609	Liver
K22E	0.09558414200709722	0.029423022720512546	0.13761797021382946	0.08754171164714641	Liver
C1RL	0.1737682614891162	0.022825618448052365	0.0642992680134718	0.08696438265021345	Liver
TSP1	0.08967331131065412	0.08893287297105693	0.07814840917466107	0.08558486448545737	Liver
LDHB	0.06995204966663783	0.10171990225575078	0.08296727068929292	0.08487974087056051	Liver
SAA1	0.10393209959487779	0.03570409511641864	0.10845679549374247	0.08269766340167962	Liver
PRG4	0.03576292862209352	0.17534153403419533	0.035272423140386526	0.08212562859889179	Liver
CO2	0.0836456981301229	0.1219136562063813	0.039329094992427455	0.08162948310964388	Liver
PON3	0.17457476071352174	0.024665728867552226	0.044190402470265934	0.08114363068377996	Liver
A1AG1	0.006993222200600942	0.14178208348988455	0.08706079771391459	0.07861203446813336	Liver
EPCR	0.06519105338112789	0.10251824872359791	0.06176736792975764	0.07649222334482782	Liver
GSTO1	0.12794143190654975	0.01438363833316617	0.08649951111898223	0.07627486045289938	Liver
RET4	0.057011459323287314	0.10519412249305261	0.0646354989406193	0.07561369358565308	Liver
APOM	0.12459440270615542	0.07261068475012747	0.02689469250646348	0.0746999266542488	Liver
KPYM	0.021899957604608594	0.10138065490494386	0.1006694865822735	0.07465003303060865	Liver
CBPB2	0.13129644209900707	0.022397072253522183	0.06997560190290304	0.0745563720851441	Liver
APOH	0.09943641613092691	0.023611955642539584	0.09840008422961544	0.07381615200102731	Liver
AOC3	0.06524453357170108	0.14119755994007993	0.013177887217255527	0.07320666024301217	Liver
C4BPB	0.05974377448152958	0.021631975452275055	0.13639260317351243	0.07258945103577236	Liver
CALR	0.0960586824571322	0.03430245054747671	0.08674327271997984	0.07236813524152959	Liver
PTPRG	0.03861320899959248	0.07011909860398664	0.08739819932931929	0.06537683564429947	Liver
ZPI	0.00839659861037795	0.17861893611482296	0.0054455936363557314	0.06415370945385222	Liver
PLSL	0.029347940681815773	0.07302380172482417	0.08792946915969627	0.06343373718877875	Liver
CATD	0.011828656438469875	0.07456746102090352	0.10039130050221648	0.06226247265386329	Liver
PROF1	0.004762022364887629	0.006065455515907841	0.17551708755892267	0.062114855146572716	Liver
TENX	0.13368178925014926	0.037238226943529955	0.011902653641264398	0.0609408899449812	Liver
IBP7	0.06133517157766873	0.045472131802085425	0.0734243683051676	0.06007722389497392	Liver
SODC	0.06501617766246524	0.02666042428819622	0.08341362894222386	0.05836341029762845	Liver
FA12	0.0181009055112757	0.03851132508634353	0.10954343892923546	0.055385223175618226	Liver
PGRP2	0.012230207689554556	0.06904008406966702	0.06423322248237856	0.04850117141386671	Liver
PHLD	0.06916395508984637	0.0034612899068548098	0.07151488082902549	0.04804670860857555	Liver
TRFE	0.04893403763043604	0.03906470325113995	0.04403213581990936	0.044010292233828456	Liver
COL10	0.04351622593267236	0.07117495958008882	0.010577928112688617	0.041756371208483266	Liver
PRG2	0.0064436123165710945	0.0033380133618179045	0.1118737083048258	0.04055177799440494	Liver
A1BG	0.0191251414152163	0.05377247423110237	0.03618739549841651	0.03636167038157839	Liver
APMAP	0.0413533662145586	0.010658828092070654	0.05013929197095653	0.03405049542586193	Liver
CAP1	0.007773808211523589	0.0012842156046707586	0.012973961241317103	0.007343995019170484	Liver
