feature	importance 0	importance 1	importance 2	importance 3	importance 4	importance 5	importance 6	importance 7	importance 8	importance 9	Mean Importance	Panel
AMBP	0.678732094410449	0.7246234914417369	0.5022167511873326	0.722173302884873	0.7267711090182403	0.638395819878518	0.7890642550249395	0.7214061385785966	0.7641504642761127	0.7676900015478935	0.7035223428248691	Respiratory
CAMP	0.6961067573798582	0.6332766439135102	0.808272312018392	0.7919149897113849	0.6299386544332292	0.6048413651195107	0.6978789191584752	0.6128818128427648	0.6088394578027981	0.7111692675466696	0.6795120179926591	Respiratory
APOH	0.7685563384978784	0.7767998857337258	0.5863963390158795	0.5942369052335102	0.6431052473797603	0.716916050996545	0.68625023876471	0.5281001239335872	0.7935718995404794	0.6496309805546111	0.6743564009650688	Respiratory
KLKB1	0.7421593464165536	0.5554966036137826	0.688012561133529	0.8155763780440608	0.8856094544235023	0.6045893577676956	0.42991330779494136	0.511621836889773	0.7133510296221172	0.7681621281829808	0.6714492003888937	Respiratory
PGRP2	0.7044007915800568	0.6182423989281657	0.49991989683881977	0.819376876378789	0.6915655938802995	0.6026410762288654	0.6790988852095411	0.6607998560508963	0.7300256823096475	0.6323543123377304	0.6638425369742811	Respiratory
PCSK9	0.7740216733758878	0.6468844185327626	0.7284073925356578	0.6113219931338031	0.6590537098433862	0.5647834092994258	0.5929048857742333	0.5827890576309609	0.7336682308250031	0.6723144479893388	0.6566149218940459	Respiratory
NOE1	0.5828938785410374	0.7061962528600871	0.7358578555347451	0.6843871879908463	0.6886722649686631	0.6392002798594024	0.6746146440859019	0.5186348781462743	0.5978269376293034	0.7050349273941585	0.653331910701042	Respiratory
TBB1	0.6769212067518428	0.5937533212110722	0.7944825354785483	0.6053447788259573	0.6608123445658552	0.5680592125039662	0.7025552351106304	0.7679642844135125	0.5893929548223638	0.5557661846829357	0.6515052058366684	Respiratory
ITIH2	0.6393552589733893	0.6830238131706843	0.5105440213143945	0.6561508265193924	0.7628935831535489	0.5559144489746731	0.6716472192006412	0.62473327398671	0.6218578288362121	0.7044395680038489	0.6430559842133495	Respiratory
AACT	0.6856183266141626	0.5162180310374115	0.7514464026417403	0.6031085846508878	0.6448878799292944	0.5378327794067457	0.4974458515681811	0.8269346710515496	0.643754242905238	0.6614780353974166	0.6368724805202628	Respiratory
AFAM	0.7156822512205497	0.48452642340910124	0.6802302285633324	0.7876981867583277	0.5152310073754981	0.4868988470585938	0.7841452523179633	0.6558953043824621	0.6046527369202314	0.6424024447176233	0.6357362682723683	Respiratory
APOC3	0.5975649064778094	0.4964789719056925	0.4230139007752314	0.6747688681652368	0.5470670304990429	0.6958699442102183	0.5959330630117597	0.6125637263220403	0.7543337337247655	0.6614883380547255	0.6059082483146523	Respiratory
ECM1	0.7074598244599107	0.6197130946223546	0.5184815794460611	0.6736758226863092	0.7491976925851208	0.49539492527346524	0.621921412220624	0.6181062737506418	0.5009596526277093	0.4735240707112492	0.5978434348383447	Respiratory
ITIH4	0.5464145497051072	0.5312844262198542	0.5276459554274079	0.6588942705808645	0.5184756962010999	0.654461512178178	0.5866225541855588	0.6215614826625947	0.6438244099569843	0.6569904036604568	0.5946175260778106	Respiratory
COF1	0.5198896748468158	0.5501973497059841	0.6392217547715754	0.5602432901213382	0.581076768166308	0.612296894786326	0.6294515961790259	0.6210497320795826	0.4874690655370845	0.5897731337053929	0.5790669259899434	Respiratory
CO3	0.4904294750956509	0.6291011477121375	0.6277810606775283	0.5518935455719983	0.45647916074156347	0.6676643293003807	0.6700380731988491	0.5508182959193263	0.5318801245790192	0.572816408859322	0.5748901621655775	Respiratory
EPCR	0.6148083866743718	0.6181822301028973	0.47595651919939413	0.5183665357226565	0.5846166636316323	0.6741676038027281	0.5306579802333373	0.5613095895106669	0.5326326907296011	0.5847413512501739	0.569543955085746	Respiratory
CRIS3	0.485248474435687	0.5729240873622979	0.5688509360923368	0.6190162031416684	0.5518337037515493	0.5455135233846174	0.5715077074631134	0.6229079164102993	0.486527291704336	0.5828754737906079	0.5607205317536514	Respiratory
FUCO	0.596544482982185	0.6125892127420693	0.5969723946108872	0.5466724103556242	0.6067984127706033	0.5396118099105105	0.5937425673033411	0.5780766858407193	0.44815952385285074	0.47644642131322695	0.5595613921682018	Respiratory
LDHA	0.4977380679991937	0.592835795606189	0.42162663714546017	0.5059637531209811	0.6915190732939284	0.6323046376343526	0.4802078628557605	0.5629949307257572	0.7041635807089225	0.5034268805829786	0.5592781219673524	Respiratory
TETN	0.7598728718488105	0.42937295410138676	0.44628377161352534	0.43218797579911605	0.6199314986258131	0.5125908030780638	0.6974669840116553	0.49843731111755313	0.6750118704005731	0.44748507354553296	0.5518641114142031	Respiratory
PRG4	0.5304511719031656	0.5306159551144425	0.7465490580671552	0.42714173841879877	0.6382870319442232	0.5955376950910743	0.36268702555960197	0.6308721165285354	0.49874696141598907	0.5496074405284187	0.5510496194571405	Respiratory
OAF	0.4655599547959257	0.5644733317380217	0.5666026559152035	0.5374908042824683	0.5441708426261463	0.5957595360992315	0.6021990416334717	0.5439870748436697	0.5962770605320862	0.4750555334554919	0.5491575835921716	Respiratory
A1AT	0.40234341481983626	0.556923696499344	0.5773594992715839	0.4755143360325208	0.5593472820457933	0.6475200843327688	0.5821492050475703	0.6444778218660231	0.5364068179675835	0.46937580478198415	0.5451417962665009	Respiratory
NRP1	0.5643423394374019	0.5872446813093214	0.6419888157972586	0.5550901769486689	0.49900401450416676	0.5362057181414488	0.48706031296613683	0.48676089434191794	0.5827803084753689	0.5095575208179198	0.5450034782739609	Respiratory
COIA1	0.5657022314618172	0.39384243931551494	0.6030805694008204	0.48597440553825816	0.48907134428822624	0.6552504358989879	0.38349034946056276	0.6822299432062288	0.5076085448331977	0.40103191586181924	0.5167282179265433	Respiratory
LKHA4	0.38247329025990945	0.5888720782197762	0.5966834327733759	0.4803485212866539	0.5664323537613908	0.4996363402851751	0.624020657168511	0.46145274482346094	0.44252816999534356	0.4828781365529417	0.5125325725126537	Respiratory
IBP3	0.38262254427667375	0.6028356006620001	0.6425595178866021	0.6878164576657115	0.35999401792476393	0.44704025794951546	0.5859852958699543	0.43902249912709335	0.42208787156176103	0.519771593126349	0.5089735656050425	Respiratory
VASN	0.47007971060177495	0.4531301486177709	0.5104340451418986	0.2868861826075817	0.5008349702295396	0.5866338136952846	0.5104031506820431	0.6139243744045743	0.6543527031917593	0.5016590634749687	0.5088338162647195	Respiratory
APOC1	0.5817057972612695	0.5535179040305304	0.5005297019109616	0.421704129289584	0.5414368783292594	0.5347449772629024	0.5121250895832207	0.43645416622927824	0.538871527921739	0.44643759972949587	0.506752777154824	Respiratory
CD5L	0.37898218062616146	0.6837493564113223	0.5732686167698434	0.5717505017409119	0.5196051785453032	0.5119503566472822	0.5554831453186232	0.4496335957180297	0.5020566964792422	0.31984177438177214	0.5066321402638491	Respiratory
CRAC1	0.4860736941236844	0.46740526739832394	0.3932814886760376	0.6055513064560247	0.4595523648559336	0.5963650614297691	0.5232039001018136	0.48532318613672265	0.4523900555451462	0.5206098717075531	0.498975619643101	Respiratory
IBP7	0.35743324469895643	0.5764421354715835	0.4858392259351437	0.373692656523786	0.477033291514194	0.4198747036108815	0.607941687222519	0.6150594102109663	0.4455693228113811	0.6188841138333901	0.49777697918328023	Respiratory
ALBU	0.5035236403476593	0.4651037235194641	0.5195311398468611	0.4267128709913535	0.43687675972456913	0.4611604230226382	0.59030611767625	0.47721024617691216	0.5308829218532182	0.4995615412505445	0.49108693844094703	Respiratory
VTDB	0.4796943233475989	0.5732260382126169	0.5360244724167641	0.529230506998695	0.530296968993116	0.44818064546292785	0.3529484773993976	0.46402142771951493	0.49309407247764253	0.48311714898353886	0.4889834082011813	Respiratory
CATD	0.5303438945603465	0.43494361346340427	0.570004682296258	0.5446451278071168	0.5240816058319901	0.3497931475822948	0.47623423081683	0.4264772215218649	0.461828134524104	0.5402089528646388	0.4858560611268848	Respiratory
TBB4A	0.5146841223245494	0.3737890079427771	0.43342423572187366	0.4415047471747576	0.42562284031531944	0.5004977602943318	0.4689477263418386	0.6392125398080386	0.44721741945393256	0.5763825732798925	0.48212829726573114	Respiratory
SAA1	0.49744575664998164	0.7334277227799243	0.39920960582695053	0.5380347395695372	0.5328360347392356	0.37092427192169	0.5033933727694474	0.41648637191532256	0.42526265597692836	0.3546870149644544	0.4771707547113472	Respiratory
FCG3A	0.5095816888039878	0.298017469352556	0.37977739092669266	0.3970815778117396	0.6459388908828385	0.37806167238117944	0.4745230003764107	0.6146306478310728	0.5087310813159982	0.542964931448162	0.4749308351130638	Respiratory
SPP24	0.4802852386884077	0.36753165690594075	0.5526742822578026	0.44053079774720694	0.547785105846247	0.48183002255331037	0.4500964782835529	0.42204306360481825	0.4336271568047297	0.5346213120425992	0.4711025114734616	Respiratory
APOF	0.4297602784477194	0.3305181305955125	0.5860946434262249	0.5862467743716608	0.55820253445458	0.42628024880351817	0.5200412842581181	0.3502354669541942	0.44374932074168466	0.4473454390936284	0.46784741211468406	Respiratory
C1QC	0.359248295805433	0.5667493067514042	0.45320622389718734	0.38699343620728943	0.42848746953134986	0.5359687428460913	0.5907661183565479	0.3575041089345792	0.5075475630318048	0.4527746531111201	0.4639245918472808	Respiratory
ACTS	0.3838495347183396	0.515758850751492	0.4000164382119285	0.4777094006721926	0.577081807981273	0.4439905727642199	0.34755324948440286	0.47031272604411056	0.4966389562905841	0.5076766426033954	0.46205881795219383	Respiratory
TPM4	0.3066567128841157	0.5307162503930315	0.4967988662441691	0.3705252326290863	0.4112886515273066	0.16307301039243094	0.5425015748927063	0.7391177141464365	0.5089341428476037	0.5295134606487827	0.45991256166056693	Respiratory
FA9	0.3880894049276387	0.3166288080424916	0.5068173564279814	0.5250027968426635	0.4665351547628258	0.4248550457693544	0.3732281428882792	0.48801927094703484	0.49942510690605324	0.577146340057687	0.456574742757201	Respiratory
ACTN4	0.5631442530976974	0.35645738353784445	0.47597826019692163	0.43372230397528916	0.32916276904040204	0.4697191620358633	0.5819283645585753	0.3215787674153192	0.4711062641779435	0.493537422178102	0.4496334950213958	Respiratory
B2MG	0.459250400068852	0.4843273973585418	0.49417873199425066	0.3090090956347656	0.5193555363913072	0.3974310815768884	0.5190492400880611	0.575521489135901	0.20289617442564856	0.4938376416809307	0.44548567883551476	Respiratory
PI16	0.5461508112541891	0.38688121670487446	0.4100190427559142	0.44196379548758724	0.3570206383896648	0.5006404806758161	0.3970981070748887	0.5108438724020234	0.4329845471173333	0.46533526548658605	0.44489377773488775	Respiratory
PCOC1	0.5339086468097858	0.39171839472528197	0.4072225422859749	0.4624231859947723	0.5183697984866772	0.4349117339010121	0.3436486902449932	0.3246565308569011	0.6066696674199668	0.41702541365935314	0.44405546043847177	Respiratory
C1QA	0.47934844307010266	0.47070241023337206	0.5205840884931379	0.3996281607811516	0.4228304063591577	0.3409450067502082	0.42906884996921457	0.45239705970897204	0.5311774747445657	0.3302052669174383	0.4376887167027321	Respiratory
QSOX1	0.32743630717643646	0.40100222250235495	0.2536293473072992	0.6062325336163973	0.4800853010716956	0.41214715616570985	0.45538157382592587	0.559977497700381	0.30780479673438604	0.5484169806272472	0.4352113716727833	Respiratory
FINC	0.5386632970456292	0.48292021709082644	0.31746535372111107	0.46154316222405817	0.25302182698947473	0.4185415331482146	0.6055843341444151	0.21141718699002884	0.34654571822467617	0.6154253806568759	0.4251128010235311	Respiratory
VSIG4	0.4429052798354887	0.6057261152119696	0.2949991212232457	0.37907626633798264	0.25966675222202007	0.39503065840514506	0.4084985861307133	0.3566480505474428	0.428411947729425	0.5770931697281524	0.4148055947371585	Respiratory
CD44	0.37224802840100446	0.44661188970151566	0.5103489564159225	0.3813089456046985	0.3960596271344501	0.2981196224513671	0.3829204168624282	0.3952038251943332	0.37915367590267063	0.5687415816523425	0.41307165693207326	Respiratory
HPT	0.3390070703761544	0.5651673430720067	0.468081432295118	0.5250874003412	0.3919475842937158	0.41587143667102083	0.33659935057653023	0.49088340623685045	0.18545876589005866	0.40022950074553654	0.4118333290498192	Respiratory
CLUS	0.5357754164991932	0.5771360501579622	0.38361992715535453	0.2371053870812189	0.4274213154672981	0.4371240982847267	0.3174212722078453	0.3147777044826553	0.2718796552135777	0.5867826484249032	0.4089043474974735	Respiratory
ITB3	0.40507965203715146	0.37051830577650297	0.45291243870794146	0.41384359253506986	0.4458921673854981	0.4664821918631405	0.4179970977271064	0.29588730093332954	0.4271707666879368	0.359114887552292	0.40548984012059697	Respiratory
K22E	0.3512962864276412	0.45591030356763923	0.4274395898452188	0.41480919613611505	0.4141751866551347	0.4353200542423578	0.37034311869607994	0.3406377185977509	0.3821684532518945	0.4297237196355901	0.4021823627055422	Respiratory
PRDX2	0.2885230092371849	0.5329439133341699	0.5570991299177828	0.1480587821497196	0.5424329930723162	0.3108216331190288	0.42154979774205775	0.27503558815291357	0.48051802084877554	0.44168545797082087	0.399866832554477	Respiratory
KNG1	0.4084478409359312	0.2898566302155835	0.5259994443192819	0.35477304565285256	0.3444913364261799	0.5576693222487379	0.446138283853779	0.38156749267294493	0.32689139997161093	0.35510396451432874	0.39909387608112307	Respiratory
DOPO	0.43614752881841085	0.32167366337122544	0.49275644204484015	0.39825248106585015	0.3759571699738056	0.41238106799286345	0.44193582186639174	0.31321252148443657	0.42154313049274733	0.35779002285749667	0.39716498499680686	Respiratory
PHLD	0.29982188721054626	0.5038428036479373	0.49351676174786363	0.18755676307920616	0.44486033546983306	0.5695742443651465	0.30132626286377456	0.3254543638982485	0.5297750950177115	0.29661365719620114	0.3952342174496469	Respiratory
VINC	0.4217616277368399	0.4139858329212591	0.3508225498465772	0.33073377508681384	0.367751418779046	0.4639078987122137	0.37045442084619457	0.367220019718514	0.4964169728545014	0.362633817370829	0.3945688333872789	Respiratory
C1RL	0.33229648771630577	0.3730755884926419	0.48453920479910206	0.3725077993591283	0.3751127165112988	0.469322084714869	0.26448552477159887	0.401273229347863	0.3735048109209211	0.4968367007952821	0.3942954147429011	Respiratory
FBLN3	0.5028982191364346	0.5650645405387548	0.3968458735318147	0.44092506664287573	0.3326195481672751	0.47251167631929647	0.45478647419790247	0.2096277324747709	0.3014084956951434	0.2606722604361577	0.39373598871404264	Respiratory
ALDOA	0.4210369990619147	0.35104363051873977	0.4691030472608358	0.36495005823557064	0.5254693575887577	0.4108731971683553	0.2729650497828466	0.344753396549157	0.3987515994159254	0.37799259944475394	0.39369389350268574	Respiratory
CO2	0.42823688430282253	0.5161004931594151	0.381096291644391	0.4180124704822104	0.30870888056051243	0.3677669675805936	0.44297011560651395	0.2884967630203197	0.395912858471169	0.340375159666196	0.38876768844941434	Respiratory
APOC4	0.307227372254266	0.1700880582202185	0.43095551246545527	0.4174712407098288	0.40418296122791775	0.45938621913425565	0.47789270669929074	0.3307765556571642	0.3725871104949041	0.5068763746815987	0.38774441115449	Respiratory
ZPI	0.4669539499934534	0.44611211624988456	0.23424348555718824	0.6039381797721118	0.3406474189785075	0.3399493916106435	0.24191370884459354	0.33593166052945556	0.36260412639080797	0.3496570598391447	0.3721951097765791	Respiratory
PZP	0.4419118977218609	0.4067808807949882	0.4813817167616081	0.3433183327313439	0.42396120334797105	0.2815676760423392	0.35562648731226587	0.3116083537539803	0.3027101918709086	0.34296374713605304	0.36918304874733193	Respiratory
PDIA1	0.28514331240889673	0.39026036894592364	0.35093890631501706	0.3132088320271068	0.4396820365583834	0.3539744780927159	0.3424354697492456	0.41178233936490305	0.32164209537711425	0.4611651441284031	0.367023298296771	Respiratory
POSTN	0.30136633300878135	0.3603549081503853	0.39153490906084626	0.32445853741224834	0.35250957766589713	0.4962115842864134	0.3593901801969919	0.26186566995401683	0.4318297738826913	0.3889677516918657	0.36684892253101375	Respiratory
MMP2	0.35742826616336787	0.4715769004481496	0.36105595273993557	0.3276954887561961	0.3749247656670238	0.40796972884976107	0.39935600083034534	0.3044956777313867	0.34657291373838023	0.3062257983400055	0.3657301493264552	Respiratory
PPIA	0.3928784359430089	0.425475785589076	0.28493811841732325	0.3472874420919861	0.3396878036165853	0.28887479578728437	0.29799903807251493	0.4506222314879735	0.3961628418930872	0.40906567265609994	0.3632992165554939	Respiratory
SHBG	0.4532591114013566	0.17129976794986454	0.36107788683034087	0.35497959565121645	0.35718278573805134	0.34816437224286756	0.32353690031159527	0.46160382825183033	0.3917252235680589	0.38734712764386026	0.3610176599589042	Respiratory
TBB5	0.4530720360493553	0.42912241331766926	0.32363574189281163	0.3072958077820713	0.27042239640805876	0.36939760548366823	0.3885233481691412	0.42169290174573676	0.259602167388688	0.34165214680868683	0.35644165650458876	Respiratory
TAGL2	0.4244899007165283	0.40986653354990715	0.3434694000561099	0.20287434244471786	0.4530128139453943	0.29770737499796285	0.40080333423365	0.3392475419500215	0.3520555455017708	0.33701567366268853	0.3560542461058751	Respiratory
FIBA	0.2375159749074333	0.30511514998373856	0.5517621803958694	0.18822099095261788	0.33375353664541635	0.28644906697925626	0.5333086124168802	0.3012369003644353	0.37027397214281604	0.44573978141011483	0.3553376166198578	Respiratory
PIGR	0.33379047471452317	0.2739495352480712	0.38197277602510366	0.3104991479161867	0.3985247787804579	0.2993584441058028	0.35149951562473136	0.37289220775327586	0.3120368098665038	0.5172817269634612	0.35518054169981167	Respiratory
HGFL	0.3716700849790737	0.4033618438902381	0.3503973788705228	0.3478238222360456	0.3151903334783575	0.4046078571790967	0.3391030993393468	0.3140866013604813	0.4221518365898278	0.24831238191696328	0.35167052398399534	Respiratory
CXCL7	0.3874616474737301	0.29668465364545865	0.3502927244543508	0.25733811023010267	0.4084486048084882	0.4592348574362162	0.22824431713758425	0.36026679261530486	0.37924529787892136	0.3752604622927906	0.35024774679729476	Respiratory
MYL6	0.29531237025524154	0.35183722150074004	0.3222719329644774	0.3068871349925202	0.24802241809488448	0.48338575843696274	0.311497517627153	0.3759633816457832	0.3676885214302656	0.36615290164920744	0.3429019158597235	Respiratory
CO4A	0.3339565922983976	0.4525338232081933	0.29556170741188764	0.44461736379838596	0.3249002197753284	0.25642132270007933	0.3857483751889946	0.26426100387906876	0.2565506386202949	0.3801198443009373	0.3394670891181567	Respiratory
CO9	0.15357653736656723	0.34009859559493877	0.4339559778495765	0.21223229745775327	0.35106342851860844	0.35674478210762994	0.30261353787555295	0.33610386733437614	0.3960782801067121	0.5097795646277499	0.3392246868839465	Respiratory
ENOA	0.2706573332345169	0.4341865294615018	0.20532613154376053	0.4061021515416033	0.3613755709707017	0.25495498328071303	0.4396767523389063	0.1634051585970147	0.4093301726685046	0.36832261703451746	0.331333740067174	Respiratory
ANGT	0.44903725792332044	0.42736643108333355	0.179758585526124	0.23599970667476894	0.3259080089421883	0.31081920984855443	0.505905648105411	0.1708603394607448	0.3853362916846881	0.2910511769315442	0.32820426561806776	Respiratory
CBPB2	0.20096372574255844	0.3409244408400385	0.29289934254558936	0.32437057116212725	0.37572399417917085	0.42235837287498323	0.3121832916197858	0.34786592182324727	0.4021923661812819	0.25724972347496716	0.327673175044375	Respiratory
EIF3M	0.35181383294577134	0.22152957726655048	0.3796067122187911	0.3425420391701458	0.33739042591707635	0.34174702725365386	0.3652618908539939	0.4099121474438673	0.17300815910700698	0.34877787518239145	0.32715896873592487	Respiratory
FCGBP	0.28253270549465337	0.3283682336143129	0.17723291928821067	0.2754725073269842	0.3174409707160804	0.2938635427178252	0.4817031857600173	0.3566301061274449	0.406378908843146	0.3377873011894248	0.32574103810780997	Respiratory
CMGA	0.25385827300569286	0.3816736707376498	0.3503921347963659	0.19143945674620746	0.3892446550105059	0.23464779303405237	0.3045545470264543	0.3481622880308882	0.44364325023111684	0.3503792182056394	0.3247995286824573	Respiratory
LG3BP	0.3708920477349223	0.34521191993292305	0.2944894598324428	0.2014157651305302	0.3213320347061295	0.3952527821749032	0.1896501098991016	0.2626633188240093	0.4094017934984892	0.43987692837848735	0.3230186160111938	Respiratory
CETP	0.30663124974181866	0.34987563198299854	0.27164660281498587	0.2806951035962679	0.37582521326380447	0.34094473463627056	0.30234050694210335	0.3762936252177338	0.27625356555197533	0.33489856166685145	0.3215404795414811	Respiratory
FCN3	0.3532915381010166	0.37001374819352906	0.3454570810349599	0.35239003132411795	0.24386608853643427	0.30326727932083186	0.3439226680621654	0.2802433379083686	0.24103522892261592	0.3471215248214192	0.31806085262254585	Respiratory
VTNC	0.3323947652699943	0.2831484074978187	0.1676183498976953	0.5082858660906621	0.272941774695156	0.18813307297367335	0.45032187711973143	0.20829440570840382	0.420564064958372	0.28053983884954325	0.311224242306105	Respiratory
FHR4	0.4184995416416257	0.36541830360507604	0.26760690807244825	0.27069573532615676	0.359427937094905	0.24148836942574087	0.27678464887371024	0.4054287096051799	0.2754786017841907	0.17993303716463785	0.3060761792593671	Respiratory
FA12	0.41154609067433967	0.22214928327040082	0.32823593409648155	0.2945580858689905	0.2749613403620446	0.254755861049833	0.3217928109358834	0.3251763928933986	0.26601666123993123	0.31214946256480436	0.3011341922956108	Respiratory
TLN1	0.2012899598846578	0.25654200837585633	0.3772146379038897	0.3777878244540665	0.30722379598160043	0.28136111279705617	0.3126355931199972	0.28324273995401233	0.27827894284729565	0.33525864013446643	0.30108352554528983	Respiratory
HPTR	0.29576280999770976	0.18381013472882324	0.4439497261546083	0.28265856972344366	0.2374154565182305	0.2102632495139228	0.26833244890714597	0.47793368592700264	0.33852058258234335	0.26844565738324033	0.30070923214364703	Respiratory
CATB	0.2867576428115412	0.3015324216412164	0.24194508593854994	0.31914294774242496	0.29786538812229396	0.3708312583689878	0.2442524659552048	0.2707650485221097	0.32068913152667566	0.33831711900706285	0.29920985096360675	Respiratory
MASP1	0.32943931102377133	0.38273957227613964	0.23904280185227322	0.4155547933839141	0.4359405976361998	0.3430381715502473	0.10246858047044739	0.3139103509948892	0.1642309761357534	0.2208481381207101	0.2947213293444345	Respiratory
HLAB	0.25450618454032903	0.34022154002034416	0.23159321145076325	0.2915386731926604	0.2908493369815544	0.29592244789295663	0.29550701766000886	0.30008558096049326	0.2552473959349479	0.30509262192113856	0.28605640105551966	Respiratory
SAA2	0.1468813153700848	0.3242925623908447	0.31191123070205123	0.5165208626289616	0.32338402983159875	0.32732271746934244	0.2564456152598449	0.09051513007668571	0.2617576024745356	0.28909983668681105	0.2848130902890761	Respiratory
THIO	0.29420314471812786	0.40797516491856645	0.3205831093113975	0.1760412074216447	0.29085337055089044	0.2790285008832169	0.3242993403823103	0.20878339621071137	0.30975819806205596	0.19787493791425967	0.2809400370373181	Respiratory
PLF4	0.2957689186875201	0.23553934066593935	0.4330730547539484	0.17007592412633768	0.23495100908973873	0.29097618073658293	0.3839489480703445	0.32211600856976624	0.28157557466963934	0.16076159073283036	0.28087865501026477	Respiratory
BGH3	0.29907919550523226	0.1069756311947807	0.23927355447824705	0.3341090811315221	0.3390781923073593	0.26586534095644315	0.35800143662420214	0.24140817011202664	0.25702204475782914	0.3464536229852587	0.2787266270052901	Respiratory
PRG2	0.20436416576662453	0.392657370810696	0.29647178306275135	0.30411782545667737	0.3013232127924001	0.2627623663016421	0.19176849391338668	0.3798756558144928	0.22889592563040415	0.1860149954270423	0.2748251794976117	Respiratory
