feature	importance 0	importance 1	importance 2	importance 3	importance 4	importance 5	importance 6	importance 7	importance 8	importance 9	Mean Importance	Panel
CAP1	0.3527910401619713	0.3778281600998946	0.3852153148306186	0.22409101962351188	0.35580168280880414	0.20712289196953396	0.18230487117881128	0.3365437926032873	0.10154330370069212	0.22115348298657792	0.2744395559963703	Respiratory
C1S	0.25694505342540985	0.2994891055258249	0.3719822178219182	0.17329870247833468	0.35045126845159047	0.3501502846641618	0.21121809669112485	0.3177718300168988	0.37504167854714504	0.032402490941785676	0.27387507285641943	Respiratory
CFAB	0.27595611679570914	0.1667175014054049	0.23994541745467543	0.2978157662698952	0.20979622812564686	0.3346746411057265	0.44124188983258916	0.24059920139260735	0.14157369924833937	0.37374279793235865	0.2722063259562953	Respiratory
CO4B	0.22842385847094807	0.38911211897659354	0.21989991434140096	0.25341639143139294	0.33142304831439634	0.2253742435291361	0.24352933962497894	0.2831557506674099	0.2520312869983121	0.2600728880888513	0.26864388404434203	Respiratory
HSP7C	0.18880569591480315	0.2083204585268047	0.2529356470922302	0.23408332206960408	0.356257556749799	0.20792515431975592	0.24704472428516788	0.28843409989840074	0.3913683677688365	0.3038334656683601	0.2679008492293763	Respiratory
PROP	0.46024061281558687	0.10379067323598835	0.17519292529404973	0.33670850891249854	0.3041879819219743	0.20879667417660608	0.2517686962291556	0.3820162652133019	0.32240377204652787	0.1310322867715339	0.26761383966172236	Respiratory
FIBG	0.22361923882569598	0.24942085643583628	0.217513684754309	0.4107417494743593	0.17004956888947834	0.36809371346765885	0.17621180104709153	0.38477393636616253	0.2536041323825278	0.1834438273680194	0.2637472509011139	Respiratory
TSP1	0.33058658537631347	0.20492989092709357	0.35359578347906256	0.06805582178741366	0.17982270369682013	0.4283705541362443	0.18990655614733007	0.3350832282206882	0.29454200520394364	0.20176986727914034	0.258666299625405	Respiratory
PCYOX	0.16786382756701212	0.3370206153531032	0.19094641771939252	0.10413348291670113	0.3551472253474044	0.3866083268484892	0.4024935801433836	0.13641510557175235	0.19688180348744064	0.273262269084341	0.25507726540390196	Respiratory
FBLN1	0.2543102301766423	0.5031110852572119	0.005956429996144849	0.12872501679301984	0.404558486368943	0.2694021395452784	0.18594896427104216	0.22527539627376977	0.19472388781982997	0.3666626552426717	0.25386742917445543	Respiratory
MA1A1	0.29068140820209987	0.27320798305819716	0.1472737236286071	0.19197108950584885	0.2390461914717856	0.3027205211496108	0.19691031455524657	0.3844890775424464	0.20080880280539332	0.3036218006687961	0.2530730912588032	Respiratory
ALS	0.37553862162169943	0.03514671004091368	0.32656423156171976	0.36176465347539366	0.3618706987682299	0.15553977314666462	0.15182221702438886	0.27390808329148186	0.24864357745577545	0.22334808863528732	0.25141466550215547	Respiratory
TENX	0.2944829190999079	0.19720517380704292	0.2301428781070187	0.2512305179863948	0.23643239224840723	0.3107376977515545	0.277286742175571	0.24344345033066167	0.26443910465567827	0.20401591102733196	0.2509416787189569	Respiratory
MA2A1	0.08271534584902802	0.29165067510375836	0.242001400239505	0.3398752953144392	0.2637664567121232	0.18817086476837402	0.18451997521951982	0.3609507263237086	0.265734302854587	0.28382450379994845	0.2503209546184992	Respiratory
A2AP	0.29337845925994555	0.3389254486123509	0.22427510949806906	0.16899277577854535	0.2950775258297467	0.2774204052339647	0.16797648833001078	0.31769439444615155	0.165653525902986	0.25216738265506367	0.2501561515546834	Respiratory
APOM	0.18047239285705877	0.26543581022955665	0.3580197900341251	0.3398294770898934	0.2217751115414389	0.21149149446873802	0.15652598279372856	0.06468518501915625	0.23478469566884463	0.45033254744406875	0.2483352487146609	Respiratory
ZA2G	0.1897660935551172	0.19781148058410716	0.26326108018164535	0.1843658892466653	0.2854791534596335	0.23151057035220624	0.2634322215376871	0.2949466932581602	0.18768641225073443	0.3799502609645553	0.24782098553905113	Respiratory
CADH5	0.0464220367749298	0.19598874844595254	0.24925639479710193	0.3647356474834963	0.29786052666046037	0.3061293391638659	0.17474127448975127	0.15312162975908594	0.24875912837559666	0.3861887076988673	0.24232034336491076	Respiratory
LUM	0.2079634782291751	0.2625556718883971	0.11506306362388695	0.26445353301378516	0.271005155316151	0.32943946894539905	0.3095152044894828	0.3698023602938342	0.13122432998219047	0.1607371559390584	0.24217594217213598	Respiratory
PROS	0.04452882755231401	0.07655009225723994	0.18992212157368926	0.26854865595239724	0.37178632744955437	0.39932897402199424	0.41842720369861286	0.1849924121765252	0.3125255329066029	0.12855135389740646	0.23951615014863364	Respiratory
ANT3	0.272971602379721	0.2779144163721894	0.21221931061884902	0.5453963047431583	0.13547508931712898	0.12823231523363837	0.35005947591603775	0.2010066248444149	0.1257526480561954	0.11476198457824349	0.23637897720595763	Respiratory
PEBP4	0.24392878659941908	0.1401426783494019	0.1799098926783453	0.3187347447648959	0.2780784267131942	0.20048759959997503	0.27663489427852	0.22356516187163955	0.19069065250332914	0.281345393831818	0.23335182311905384	Respiratory
PEDF	0.14844178791078785	0.3562850608014004	0.08189496586111555	0.0987032002039783	0.26912069221518564	0.21011011998122747	0.27748821638090976	0.3980574383551658	0.22869136137497942	0.21628469655116653	0.22850775396359166	Respiratory
FHR5	0.3490287099298176	0.1373577176193067	0.19401090923733882	0.19622202361169686	0.16547897042825588	0.3636346916518178	0.2114351901815791	0.22852690017711413	0.10079886620540063	0.3014636929831715	0.22479576720254993	Respiratory
RNAS4	0.1829952600549163	0.15364681607953512	0.2721768950497792	0.25754010303069597	0.16620818172519583	0.2518195753963664	0.17611370367763604	0.2237658021361924	0.3135019036792697	0.24853842757089276	0.22463066684004795	Respiratory
SODC	0.19142195487308614	0.2724862887800076	0.22575062207608626	0.22648977684743996	0.24450805934197067	0.22396663082172394	0.14126726682673316	0.36257538129688893	0.19074195182425893	0.1512199240703092	0.2230427856758505	Respiratory
CBG	0.2796441874680951	0.027065634939170465	0.37219546569011985	0.21333609290490696	0.27218574441777077	0.2791556059027616	0.27087623686378354	0.20058735716211332	0.15935472272285714	0.14594906852260092	0.22203501165941794	Respiratory
PROC	0.21544875859999685	0.22799564834411773	0.25614314732032406	0.29236161400769195	0.2509434591647684	0.1899468313380781	0.18296420325799367	0.16229460387063405	0.1953037182997944	0.23571505617891583	0.2209117040382315	Respiratory
COMP	0.20907185086264626	0.14624136555027678	0.26621953374240687	0.2173119920783649	0.19076923977645557	0.24002254282878283	0.18527445649445007	0.16380887398269914	0.28692523035411893	0.2868401131728838	0.21924851988430852	Respiratory
PON1	0.11428138826798573	0.15763803587810868	0.08889911892083512	0.34527562113360577	0.19402523182019726	0.14263865973101725	0.20109495230269353	0.3990026327854475	0.26768172912996724	0.26861281136517917	0.21791501813350372	Respiratory
LIRB1	0.19421051558765295	0.2511695229665471	0.17099627347059487	0.10279801217307691	0.26886186671021056	0.13662739303819102	0.222696913855735	0.31797353604461576	0.23524230693727072	0.26457614930616813	0.21651524900900632	Respiratory
LYAM1	0.07415378118204784	0.23862165718713826	0.18488912078132408	0.2814363550117323	0.1312791478385951	0.24042971405763594	0.32260770032987646	0.22425792744289727	0.2748434945041549	0.17773987573723235	0.21502587740726345	Respiratory
CFAD	0.19136157288306507	0.06153796223732828	0.28019432466891214	0.20272460261143516	0.22247744784651835	0.16176446668546057	0.14747952418951607	0.34728789784323216	0.1464208220280481	0.36932797534842177	0.21305765963419376	Respiratory
APOC2	0.1674634099144084	0.10144875296711552	0.33722717860609025	0.1042029524898325	0.2826536290417924	0.19263014651303817	0.2015177958236298	0.21838938802941252	0.21161158126397575	0.2962596038281232	0.2113404438477419	Respiratory
F13B	0.2542782823047682	0.1853732120001613	0.04048107212735609	0.3459100969040235	0.13313061399980955	0.3065599461175492	0.4312451655937704	0.183931933986387	0.09843946845716038	0.12305681354675817	0.21024066050377438	Respiratory
A2GL	0.2826044426089812	0.16188151770595097	0.24210122634713804	0.08491348017829868	0.32556856112949206	0.2918732778346913	0.13402145743759153	0.24873187415239859	0.29292210447993494	0.017986885424914733	0.2082604827299392	Respiratory
RNAS1	0.12387932874045522	0.13581502155224748	0.17454432060311362	0.3505581901383328	0.12993422125259643	0.2106945744331397	0.31319680983237463	0.03784672316334041	0.4201603737948739	0.16003553433052378	0.2056665097840998	Respiratory
FCN2	0.2607801288763514	0.3056794379747474	0.1641131258267442	0.3400640122806441	0.1867691896524695	0.19188620143765672	0.2065907935324148	0.09239408313305295	0.10065772398647357	0.19246902459564041	0.2041403721296195	Respiratory
BTD	0.3569360713330988	0.2227348395737239	0.06594823976019554	0.08632263834913904	0.23362787821291542	0.23093066104781862	0.024029451643822853	0.4002568043172122	0.2363704618156509	0.14891220893995774	0.20060692549935352	Respiratory
CFAI	0.1942411897050905	0.08887907187744169	0.1365209136363501	0.16630126516521015	0.2403856283768139	0.07987678714704477	0.24561271168800658	0.31488605896975985	0.384640391546025	0.14863264352637023	0.19999766616381126	Respiratory
FBLN5	0.06006191184206161	0.25380612867932895	0.09466093141087023	0.2654251161351479	0.10024476702670554	0.2895602865479671	0.408504275437042	0.19194458497901506	0.026511582696590416	0.302559421257523	0.19932790060122518	Respiratory
TIMP1	0.23097563865725748	0.03840545747449834	0.1410095959744798	0.33686038310243954	0.2815117157070701	0.4085886721283289	0.035717636378561304	0.07669366468406609	0.14838386356816607	0.2946605842678736	0.19928072119427415	Respiratory
RS27A	0.21327287481137255	0.20017327153859038	0.15080591403812035	0.22996740816029793	0.12751553252119371	0.29434442766408303	0.16884100638963306	0.09376611387510858	0.3066999269509516	0.19679036815934353	0.19821768441086948	Respiratory
RAP1B	0.2802061735886447	0.1404085570206633	0.2505022590393856	0.22724948762760017	0.2419349517101322	0.15784349194528902	0.1737290634861731	0.1636191735664716	0.0732687170187128	0.2614867235173928	0.1970248598520465	Respiratory
FGL1	0.069374435125631	0.1553476185292067	0.3597675129556724	0.10609878286775233	0.2353951802163787	0.30558405319900656	0.22608040188529427	0.2566309133305154	0.07424903295438778	0.1619194926260293	0.19504474236898742	Respiratory
ENPL	0.1618000742503659	0.25913913196127214	0.09367106529354727	0.14884288248314567	0.26944865134479673	0.14871614722313747	0.2130554914311251	0.20893096082537868	0.20326476444090352	0.2281861654312359	0.19350553346849084	Respiratory
ANGI	0.1423885504745579	0.22612112020364364	0.27659153134468584	0.20597731580701972	0.13393788031679485	0.21561942208456114	0.3186472840142786	0.15001375043444343	0.05996406236484665	0.1968366563908858	0.19260975734357177	Respiratory
CO6A3	0.17202210595373466	0.05182061503843526	0.19969034113520417	0.14983372770342213	0.18601599949313072	0.26190846166026843	0.2128499143936468	0.28149522057126414	0.17558847471071454	0.22374100864089505	0.1914965869300716	Respiratory
AOC3	0.1261346861723091	0.22481411317365968	0.07276092028001309	0.24352597248426866	0.24187833755238136	0.22230965809590397	0.16430273786905214	0.14166192035828754	0.21562756102962505	0.20865453738328818	0.1861670444398789	Respiratory
K2C1	0.4422555939702086	0.12550389423303163	0.01870003484712896	0.14257332603360662	0.1464512345441008	0.22279450247829694	0.11988094867615562	0.18697753235681908	0.2699749532436204	0.18611802106169112	0.18612300414446598	Respiratory
GP1BA	0.16632982680500252	0.1964505654284625	0.20889676286311773	0.17762395312854756	0.25596589667930836	0.1432877109788634	0.1497349057589858	0.12366751176814869	0.20230129898442492	0.21813592107467247	0.18423943534695342	Respiratory
A1BG	0.19069906555763125	0.26648167536527606	0.07168159086720924	0.2680215546945358	0.18238410219404388	0.09537305654600448	0.1305829481260875	0.23720783553230496	0.12597005824703836	0.2723190287739101	0.18407209159040414	Respiratory
IL1AP	0.031076448801087748	0.30746758088212095	0.17679843340792178	0.20374103441787547	0.1895930050859547	0.06475189511409264	0.26557538493977295	0.14145943568367553	0.24886080662695595	0.205108816427139	0.18344328413865968	Respiratory
ACTB	0.21916448366706712	0.1682881197396994	0.2618034312861295	0.09157471166139114	0.1390445796227946	0.12598875348639962	0.18027689358347437	0.19724716626296365	0.1591105315971566	0.28109555864695224	0.1823594229554028	Respiratory
ITIH1	0.31051940107181153	0.10203951192924184	0.21981568459529488	0.262361812429172	0.014232656366701792	0.08880362488865715	0.12541650158219753	0.22138343284316697	0.2849039491344872	0.1938558033994699	0.18233323782402006	Respiratory
IPSP	0.3380620706946887	0.2560117539909247	0.1488155406991491	0.16293367112993637	0.08480365872554978	0.1749433213895366	0.22428616178226746	0.15203522343241213	0.09451283743138988	0.18425886067149908	0.18206630999473536	Respiratory
PXDC2	0.08044478500657676	0.1786198498262457	0.19113714080510785	0.21546037415929564	0.18348219211152803	0.2806342239062639	0.1475541748819475	0.1824816601978684	0.10970340146142529	0.23870046617879345	0.18082182685350529	Respiratory
TENA	0.27164114188388677	0.19296924878027547	0.1828658708470015	0.20627436032274496	0.06609872268793776	0.25273133668071557	0.13195804550079737	0.17632096897020735	0.1308816507508017	0.19127428956078327	0.18030156359851518	Respiratory
AMPN	0.2232719457885732	0.2768612698554286	0.14978712486931012	0.12751122008407031	0.13291658602835735	0.1498190260265232	0.06998108369889419	0.2522921661279044	0.14816457365359093	0.2677973419420603	0.17984023380747124	Respiratory
CO7	0.13319524753221648	0.16050491673798736	0.1719654956444804	0.17271865829946287	0.277484472980812	0.20983979012080134	0.1405615736727371	0.07150804375120554	0.2735927668974675	0.1832587323405958	0.1794629697977766	Respiratory
CALM1	0.13919379111622524	0.2401327115134751	0.2332586755496938	0.20654179633256384	0.1496247980039361	0.14999135030271918	0.2147861671644935	0.06524195218205653	0.1999370152170592	0.1821805873127821	0.1780888844695005	Respiratory
ITA2B	0.065204185128859	0.24629353051582306	0.12311730440197945	0.15725954662527908	0.1913130488818696	0.211903716414891	0.21742112167030603	0.12435992763856588	0.24171963830020057	0.19402035978010548	0.1772612379357879	Respiratory
CFAH	0.062260535490427524	0.016457218209050148	0.24597663838354628	0.2977277593392732	0.10151004688935703	0.2527678421865228	0.252378103473941	0.11735152800512469	0.2554262222215035	0.11249814385026517	0.17143540380490116	Respiratory
LCAT	0.31442758565296214	0.27166806389933557	0.2231233983294463	0.04346435379229179	0.11027510279445528	0.045477375572756926	0.09292447198767503	0.24771084876451235	0.2716704409239897	0.07278922287662914	0.16935308645940542	Respiratory
LYSC	0.11816531410490869	0.015131361501800928	0.15257234605014214	0.1878692694059938	0.11872897040653199	0.27686368211237106	0.0064697019182466085	0.2791570312812006	0.2671662329906491	0.2559934573014904	0.16781173670733354	Respiratory
C1QB	0.12330628629813041	0.15335394972963332	0.14496461847783462	0.11179697553243542	0.1620828066812448	0.3082570442023334	0.1404411495494694	0.23530771521991733	0.0977862255841283	0.2002541260105248	0.16775508972856518	Respiratory
NCHL1	0.1289030476746496	0.20716981953163044	0.06590839025403676	0.18728733461125846	0.1756543271064003	0.23377980797387768	0.18140219171002342	0.13514683038476702	0.17712716504735035	0.17664951951187557	0.16690284338058695	Respiratory
NID1	0.18389148418096835	0.1086756315347366	0.11681553877090164	0.1851024471843575	0.1693403063506221	0.08561089953086883	0.17769913343407728	0.18111377872427759	0.2873382508577954	0.17108515320059944	0.16666726237692048	Respiratory
CO8A	0.023197473861437435	0.2720454472982097	0.11070773269700677	0.10830926526414628	0.1897851572957243	0.11813071414957359	0.22531770410198207	0.19494255148748102	0.20420562785943638	0.2082709074728697	0.1654912581487867	Respiratory
MRC1	0.17884854677093973	0.21138030346409542	0.2102681865704455	0.16856795712327385	0.11179152996029491	0.2128931209713545	0.0891504741981193	0.2914977511532176	0.030712917035202004	0.12055625837173771	0.16256670456186806	Respiratory
GELS	0.12171073367001026	0.11103717274045553	0.17978343820016301	0.10741235541852262	0.1714517713395116	0.15224745348200958	0.02656375577989846	0.13769694347849282	0.4494701292226676	0.1531627600047222	0.16105365133364535	Respiratory
G3P	0.13115701833651913	0.1379786015807442	0.13705245524879103	0.13633131018743153	0.20912985952198557	0.11119577873994026	0.10394790362784184	0.18235285208295293	0.20218017253254372	0.23407181888344675	0.15853977707421968	Respiratory
FIBB	0.06605569385882315	0.1320790736488161	0.21670727887753494	0.21116013649463666	0.3599584871486489	0.06992490832291215	0.16103436415852582	0.14982507340329282	0.21541853706490777	0.001964929100310154	0.15841284820784085	Respiratory
APOA2	0.1683280663714673	0.13280103350537437	0.1383166618762046	0.2925070587502302	0.14217119118485053	0.2823040022035464	0.09691954527870504	0.16327004138625062	0.08963922155640262	0.0315281518545297	0.15377849739675614	Respiratory
SAMP	0.02108834752317561	0.23790233979753506	0.1933298307919565	0.2501891477696181	0.11629769628553295	0.10100566177081753	0.18375739133140093	0.30284934650637435	0.12325949674136968	0.002322715189886094	0.15320019737076668	Respiratory
LDHB	0.2571464105600836	0.08603903557538783	0.2674414543164099	0.09893641401485637	0.16932852727281777	0.207284500345199	0.1019543339897951	0.03646092848761793	0.17440450800713467	0.12463806177948514	0.15236341743487872	Respiratory
C163A	0.12285235483770737	0.02047342836610414	0.008232693630532932	0.20423962877618734	0.12617183064235135	0.15208126232870312	0.30421741797526003	0.18460872320694224	0.22125023815378494	0.17903676237898045	0.1523164340296554	Respiratory
CO6	0.00034900505141294394	0.11042119659996864	0.13587030054781066	0.17670239998608017	0.20326414765737236	0.12952720944025742	0.06687870886913592	0.30244922914395117	0.29760570186832874	0.0942404039340431	0.15173083030983608	Respiratory
KAIN	0.10331020092823279	0.2880526643115092	0.30159486374777184	0.13704662761315103	0.06379999501344048	0.012345759821954684	0.29855995921181633	0.056449483814094224	0.17568052583078975	0.0523687611904523	0.14892088414832128	Respiratory
F13A	0.15206914574417954	0.17574179467391585	0.03529048756051397	0.05445682025078067	0.1366537982927509	0.14422601533216994	0.075761121410748	0.231648723261292	0.21298918906000594	0.22174665271916047	0.14405837483055173	Respiratory
PDLI1	0.06732586166864439	0.005536145828059554	0.12067830952671489	0.1778162319155744	0.19552741658906556	0.11533911627815203	0.169777918453784	0.12166419201149498	0.2544037368004128	0.1892841420083373	0.141735307108024	Respiratory
CO6A1	0.20440605381855828	0.19337974122949314	0.13250123779222067	0.0985077192406688	0.20757442997671252	0.1470589662779943	0.16841839746265236	0.055806492225943576	0.11068688735684035	0.09495519943758328	0.1413295124818667	Respiratory
ADA2	0.12897278015545086	0.1785601945930205	0.18654509727948304	0.1602606812696829	0.07620854252257252	0.12365973996878389	0.1320971204855461	0.22813899112010852	0.11987556757868066	0.07383573036985218	0.1408154445343181	Respiratory
IC1	0.24929025855679435	0.07565112688302791	0.1721753299917561	0.2614245383318595	0.11361088344918834	0.1623727867727069	0.10115733553978808	0.08746233153623023	0.12006265140597353	0.054649073877941295	0.13978563163452662	Respiratory
PLMN	0.017314889431179436	0.03670904688070858	0.22712482021747016	0.1740395944141155	0.09354403703143933	0.12601269115069336	0.1984176035587951	0.09694001393752014	0.2686461747952576	0.13866141808259166	0.13774102894997708	Respiratory
DSG2	0.22172863817472196	0.08466840454107617	0.10352239961805651	0.08486020528167053	0.19587234715306773	0.14228852536523975	0.21570731263850634	0.07647238373768613	0.12066437393719535	0.12639705158484568	0.1372181642032066	Respiratory
HABP2	0.1742300754314886	0.34199733698975976	0.176584134792344	0.09602888007111687	0.15601054975748657	0.015865357990479403	0.14998592511927303	0.1553540672017891	0.034443370325263775	0.0589839344420793	0.13594836321210804	Respiratory
FA5	0.04378948830788444	0.11075606976953116	0.16539069706633022	0.15922216999650465	0.11461195025764405	0.25274456612700946	0.2481301220435411	0.0695758301187535	0.023465201620297995	0.15451566344064893	0.13422017587481455	Respiratory
CADH1	0.14385983075469325	0.13110605843952353	0.20925699880571552	0.09027035768637034	0.11956090898391004	0.11110373694866141	0.08804526392432101	0.1081658012928689	0.11815861453681901	0.20413032648326424	0.1323657897856147	Respiratory
APOB	0.3006720245343841	0.1391241593512165	0.07501148325246841	0.013182435834057036	0.20597002585329766	0.1975560141934902	0.1015871159607998	0.1326197845916751	0.05152832482215889	0.1050240634764634	0.13222754318700108	Respiratory
TSP4	0.09894697744889673	0.10087680715526393	0.0604957275255706	0.1301436941101004	0.1304433277593924	0.09690704237840213	0.29993713538980743	0.03433707430309983	0.1951320877353793	0.16497250895383414	0.13121923827597468	Respiratory
A1AG1	0.30222918713024505	0.19017457932903453	0.0252144186020399	0.060814852222345325	0.09695873201106162	0.13354942295253772	0.06767984005491619	0.07510588654805644	0.14150222147986508	0.2145336567367565	0.13077627970668587	Respiratory
RET4	0.23959458682788526	0.13871329507720337	0.14318791298674463	0.2530075313181871	0.05725187955712706	0.19991465524093524	0.044889322029010366	0.08730352686778567	0.03220659033654705	0.06172943738298242	0.12577987376244085	Respiratory
PLSL	0.15128109123177766	0.13430856624497634	0.14691616088897397	0.15165524995480884	0.18552343476683864	0.15889831314704428	0.09150427814539416	0.0966473176052102	0.06972232045881403	0.06948494099712732	0.12559416734409656	Respiratory
TPM3	0.05220609569812888	0.10449692884136734	0.12742732460093564	0.1569398835576144	0.019505738192488443	0.20850466842728899	0.11943438873473597	0.1368328508334352	0.06501918659879662	0.2624389972046673	0.12528060626894588	Respiratory
NCAM1	0.18292299692477562	0.03494785191576462	0.14311112715547927	0.1627262252200331	0.11549965847603584	0.09107784239371508	0.10847050031189874	0.1932531546741763	0.1565000745586741	0.03312779867551826	0.12216372303060712	Respiratory
ICAM1	0.16148502165308495	0.10137215578242476	0.07568869712716976	0.09684148293594848	0.13176231167248448	0.08145625062451103	0.14767303833580597	0.13700452184738146	0.0650429854782411	0.20812491484583606	0.12064513803028878	Respiratory
C4BPB	0.035607597791126024	0.10061302462718086	0.2235940336369714	0.17863655506498793	0.08220410273022995	0.017702784434963443	0.2174003722543599	0.01310124089434599	0.1588746805770326	0.17170987503763008	0.11994442670488281	Respiratory
TFR1	0.05487483570182961	0.22348319972990416	0.021904501868775957	0.1897595780429478	0.1702707733689499	0.07108644141735068	0.09752875403807558	0.10047031534185291	0.13548394288067603	0.12101526625035658	0.11858776086407193	Respiratory
CRP	0.11560692836835354	0.13649517248318033	0.16433187830291066	0.20633677183251214	0.13906124099228923	0.08466440569669921	0.14573196872055022	0.035481602678640554	0.03031435673817179	0.1262993571494242	0.1184323682962732	Respiratory
TTHY	0.1757174259522933	0.04083389644264193	0.12131740882137607	0.12072988588464147	0.14399738411233876	0.17886068666478774	0.052134199857490834	0.15830174780273473	0.003191579383795924	0.18071183797912957	0.11757960529012304	Respiratory
FHR3	0.14017761340484516	0.046044941079671685	0.14810418606159217	0.16487480124981022	0.04799060575955993	0.14824732691283207	0.16922028800361613	0.06157997555079835	0.10338315986387189	0.1439569201029782	0.11735798179895758	Respiratory
CSF1R	0.11519771392973503	0.1327740125481025	0.06594949528856649	0.09253402700428602	0.2430211169384172	0.16255426984695456	0.13187016399757945	0.08435063335112884	0.11787085516020522	0.02229067686513335	0.11684129649301087	Respiratory
APMAP	0.0037869457915174877	0.19888446670014356	0.01634336618994765	0.20829490734779874	0.13420614263846736	0.0746977077988656	0.03526320734028948	0.19338215058763145	0.18051968183530412	0.11720879793292306	0.11625873741628885	Respiratory
1433Z	0.21543054219530047	0.11691019068982307	0.09533959439175782	0.17220933696559446	0.17425062795068863	0.09684076803810313	0.021876002439806967	0.15141627087547885	0.018958250331210718	0.09747877904841101	0.1160710362926175	Respiratory
CSPG2	0.029951582580728855	0.14283603866017863	0.08207717941302027	0.03352059727284422	0.14384081224380588	0.15266051116156343	0.08809302546701743	0.22388467430214679	0.051460276731516756	0.1895691640099631	0.11378938618427854	Respiratory
C4BPA	0.15479984218914603	0.10649208735372916	0.02553790137245789	0.17172501300182905	0.13592214094003255	0.045918685216510546	0.05519925458552338	0.2938698479006537	0.08584708196840107	0.046256589152068255	0.11215684436803516	Respiratory
HBE	0.11368315881951888	0.06873890288827855	0.1223232431700583	0.1717087760932897	0.005946705514303623	0.0036127148712999536	0.21931725785297523	0.20774494639962693	0.10226572505725304	0.09066550926486058	0.11060069399314647	Respiratory
CO5	0.00010613671874514387	0.14083737907644509	0.17208937220043025	0.22217193009274833	0.007690435368211117	0.03086735808283093	0.04324439589510556	0.21563116428536552	0.08583914161294935	0.17101859453593882	0.10894959078687702	Respiratory
CERU	0.04494878809731079	0.35457925692251957	0.048894066660327924	0.14756778821607622	0.024053140724706993	0.06067916233025352	0.08966309557212014	0.08337939931996934	0.07084248792822581	0.15984569357494563	0.10844528793464558	Respiratory
CALR	0.05410247794963986	0.12145866339731749	0.12881516944485633	0.17717807214539497	0.09571110825742839	0.10743355885991128	0.04337129448709118	0.2207789994728431	0.015404228350415388	0.10430583083945852	0.10685594032043563	Respiratory
VWF	0.053422826906518096	0.011525655729389928	0.1485722535099	0.10623867960439429	0.04243086661544981	0.23465248647392806	0.16576119952954732	0.04118813083125187	0.12409711542830142	0.12895931312927292	0.10568485277579535	Respiratory
PROF1	0.06653016714480627	0.11890970387798315	0.07411487646843032	0.09265780140560115	0.04074541199192211	0.15404315164177268	0.15560728111811847	0.09999034044213728	0.17323437032177857	0.07324549875750398	0.10490786031700541	Respiratory
CAD13	0.07816050740430701	0.12460010213377873	0.142581908704321	0.09149868261239681	0.05687986685735533	0.1060784007923253	0.11246974620507498	0.15363570502670137	0.08470014972472864	0.0960946617740869	0.1046699731235076	Respiratory
ITIH3	0.2263512642197004	0.07009482285608867	0.22257938916554756	0.04151341138100451	0.01909986747692933	0.20524402342377732	0.0013958084962303987	0.03519102918396675	0.10196139981500418	0.11764393811544718	0.10410749541336965	Respiratory
KPYM	0.0480339054332965	0.13562824335772683	0.14838513936983427	0.07588861116358112	0.07536395242592536	0.17175097073933526	0.11805429354316557	0.08935849450365783	0.06321482966652166	0.10088222742285607	0.10265606676259005	Respiratory
S10A9	0.1611465667579483	0.12574845421264425	0.1160417594833191	0.08911523680054431	0.0752176055448762	0.01845853825713313	0.1288884525013891	0.12658773266298068	0.012952257211488401	0.17202690137605117	0.10261835048083748	Respiratory
FA10	0.2645272314808184	0.05587206640975012	0.016202160763166114	0.13825903291958566	0.059108470967255515	0.08022631915679501	0.050490228282422916	0.11425195149041659	0.19281704068127153	0.04597737905350952	0.10177318812049914	Respiratory
PTGDS	0.19215690343004468	0.0590214922660599	0.03639496078604621	0.11911991101408102	0.1493658598865453	0.15487450920258802	0.06952885047576562	0.09564578350240832	0.09862533914753581	0.03788438586250721	0.10126179955735821	Respiratory
FA11	0.1894968681026875	0.043841942360640596	0.014959720970969292	0.12806717208093973	0.048891917935847067	0.0703596571453606	0.025828943753699343	0.15346600886405692	0.1771131173003452	0.15754961080734486	0.1009574959321891	Respiratory
CYTC	0.09880693014185865	0.1794385771566352	0.03187460141218091	0.07823639243361169	0.1775779147930229	0.042588943164397486	0.11488766640500071	0.03400823351234697	0.17794736051354626	0.0652116617840224	0.10005782813166231	Respiratory
FETUB	0.19939670124749084	0.12040252741516137	0.015178765289044613	0.13421876452444254	0.10962253457851698	0.05239070665998716	0.005214716003615025	0.16748408924927546	0.026631541761648482	0.15459359643424986	0.09851339431634323	Respiratory
ICAM2	0.00920413460442978	0.10364718082102407	0.047128419986192084	0.06829964069130103	0.009426276546955612	0.1686784419644912	0.15034490459612146	0.16837147028974545	0.1159790882370228	0.1330914519407709	0.09741710096780543	Respiratory
C1R	0.16765447494006944	0.25125591841118006	0.1470363301182852	0.02821605752055155	0.056204402614428356	0.006025993101402598	0.011284361368386614	0.041623968173847455	0.24309247930631755	0.001464203804837247	0.09538581893593062	Respiratory
FHR2	0.008726158398298217	0.10176544105326789	0.08695183674589589	0.13452199553509256	0.061778234326987314	0.1906135657343455	0.07382363321980623	0.11145923118198846	0.14996452731564408	0.0184989997502533	0.09381036232615794	Respiratory
TRY3	0.0612568914522355	0.0803136706789056	0.14464082410288284	0.15118481126205544	0.08792471278967033	0.11729000211523892	0.027089997076788542	0.03761560588390736	0.14482054908119543	0.06731241791229836	0.09194494823551783	Respiratory
